"region","site","latitude","longitude","date_yyyy.mm.dd","year","replicate","n_otter"
"west prince of wales island, alaska","N Fish Egg Island",55.50943,-133.179153,"2017-06-21",2017,1,5
"west prince of wales island, alaska","N Fish Egg Island",55.505924,-133.183258,"2017-06-21",2017,1,1
"west prince of wales island, alaska","N Fish Egg Island",55.512859,-133.178375,"2017-06-21",2017,1,1
"west prince of wales island, alaska","N Fish Egg Island",55.524097,-133.176376,"2017-06-21",2017,1,1
"west prince of wales island, alaska","N Fish Egg Island",55.524902,-133.179932,"2017-06-21",2017,1,1
"west prince of wales island, alaska","N Fish Egg Island",55.495296,-133.193069,"2017-08-05",2017,2,4
"west prince of wales island, alaska","N Fish Egg Island",55.49498,-133.190842,"2017-08-05",2017,2,1
"west prince of wales island, alaska","N Fish Egg Island",55.493584,-133.193436,"2017-08-05",2017,2,1
"west prince of wales island, alaska","N Fish Egg Island",55.477821,-133.192612,"2017-08-05",2017,2,2
"west prince of wales island, alaska","Naukati Bay",55.840263,-133.218735,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.849903,-133.204849,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.855869,-133.188629,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.856236,-133.185242,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.856026,-133.177948,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.859459,-133.179367,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.863777,-133.179459,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.867065,-133.176315,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.867535,-133.158371,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.86565,-133.161636,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.864269,-133.164276,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.874985,-133.160446,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.877335,-133.161758,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.881207,-133.154221,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.88031,-133.157288,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.88134,-133.156754,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.881824,-133.157211,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.881798,-133.165741,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.845081,-133.190262,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.841194,-133.176086,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.838497,-133.183487,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.842487,-133.200516,"2017-07-21",2017,1,1
"west prince of wales island, alaska","Naukati Bay",55.853447,-133.192322,"2017-08-18",2017,2,4
"west prince of wales island, alaska","Naukati Bay",55.855408,-133.20723,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.858868,-133.202362,"2017-08-18",2017,2,2
"west prince of wales island, alaska","Naukati Bay",55.856171,-133.194244,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.856983,-133.190491,"2017-08-18",2017,2,2
"west prince of wales island, alaska","Naukati Bay",55.856911,-133.186874,"2017-08-18",2017,2,2
"west prince of wales island, alaska","Naukati Bay",55.856102,-133.180237,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.858017,-133.181992,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.857307,-133.174484,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.858166,-133.16925,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.858955,-133.16655,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.858486,-133.164154,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.866371,-133.169983,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.867554,-133.166611,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.863914,-133.167572,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.87027,-133.158493,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.869568,-133.159851,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.871391,-133.156464,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.872528,-133.15509,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.874775,-133.157959,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.873299,-133.159073,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.881336,-133.166077,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.877167,-133.152466,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.879326,-133.152451,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Naukati Bay",55.880081,-133.155029,"2017-08-18",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.742424,-133.349731,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.739788,-133.345352,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.737988,-133.343948,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.732716,-133.342651,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.72385,-133.350098,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.717709,-133.334351,"2017-06-23",2017,1,10
"west prince of wales island, alaska","Nossuk Bay 1",55.715092,-133.336914,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.716122,-133.344864,"2017-06-23",2017,1,3
"west prince of wales island, alaska","Nossuk Bay 1",55.712334,-133.341644,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.712517,-133.345627,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.713089,-133.347672,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.719166,-133.350632,"2017-06-23",2017,1,3
"west prince of wales island, alaska","Nossuk Bay 1",55.72065,-133.355698,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.729664,-133.362305,"2017-06-23",2017,1,2
"west prince of wales island, alaska","Nossuk Bay 1",55.727631,-133.363113,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.729561,-133.370819,"2017-06-23",2017,1,1
"west prince of wales island, alaska","Nossuk Bay 1",55.73262,-133.342987,"2017-07-21",2017,2,5
"west prince of wales island, alaska","Nossuk Bay 1",55.734688,-133.344833,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.736729,-133.338562,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.73138,-133.339005,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.736,-133.341888,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.73262,-133.34021,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.732185,-133.339279,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.732372,-133.335815,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.73177,-133.335785,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.729633,-133.341446,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.729134,-133.342209,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.728756,-133.340027,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.72752,-133.344513,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.728691,-133.341278,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.724396,-133.340134,"2017-07-21",2017,2,3
"west prince of wales island, alaska","Nossuk Bay 1",55.724495,-133.342285,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.72533,-133.343262,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.718117,-133.339844,"2017-07-21",2017,2,8
"west prince of wales island, alaska","Nossuk Bay 1",55.719254,-133.337234,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.71957,-133.334305,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.719707,-133.338287,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.719292,-133.33815,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.716297,-133.333694,"2017-07-21",2017,2,3
"west prince of wales island, alaska","Nossuk Bay 1",55.713963,-133.331757,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.714672,-133.338806,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.713261,-133.343399,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.712433,-133.341644,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.712444,-133.343674,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.71241,-133.345215,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.712669,-133.349625,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.711403,-133.344467,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.711281,-133.340744,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.712234,-133.338211,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.717701,-133.354156,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.721951,-133.351944,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.723255,-133.352448,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.724869,-133.352798,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.718075,-133.357162,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.727352,-133.350723,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.728378,-133.349487,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.729534,-133.350372,"2017-07-21",2017,2,1
"west prince of wales island, alaska","Nossuk Bay 1",55.72578,-133.361313,"2017-07-21",2017,2,1
"west prince of wales island, alaska","North Pass 1",55.22962,-132.925,"2017-06-27",2017,1,0
"west prince of wales island, alaska","North Pass 1",55.22962,-132.925,"2017-07-25",2017,2,0
"west prince of wales island, alaska","Port Refugio",55.297726,-133.300232,"2017-07-22",2017,1,0
"west prince of wales island, alaska","Port Refugio",55.297726,-133.300232,"2017-08-20",2017,2,1
"west prince of wales island, alaska","Port Refugio",55.297726,-133.300232,"2017-08-20",2017,2,1
"west prince of wales island, alaska","S Fish Egg Island",55.464462,-133.153534,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.462708,-133.174713,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.462681,-133.176941,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.458973,-133.17572,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.457355,-133.175613,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.458363,-133.169785,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.454464,-133.15625,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.466183,-133.200287,"2017-06-21",2017,1,2
"west prince of wales island, alaska","S Fish Egg Island",55.463009,-133.204239,"2017-06-21",2017,1,1
"west prince of wales island, alaska","S Fish Egg Island",55.469387,-133.221085,"2017-06-21",2017,1,10
"west prince of wales island, alaska","S Wadleigh Island",55.497635,-133.142532,"2017-06-25",2017,1,1
"west prince of wales island, alaska","S Wadleigh Island",55.510597,-133.181381,"2017-06-25",2017,1,1
"west prince of wales island, alaska","S Wadleigh Island",55.515724,-133.182922,"2017-06-25",2017,1,1
"west prince of wales island, alaska","S Wadleigh Island",55.545929,-133.164276,"2017-06-25",2017,1,1
"west prince of wales island, alaska","S Wadleigh Island",55.52623,-133.204407,"2017-06-25",2017,1,6
"west prince of wales island, alaska","S Wadleigh Island",55.526657,-133.204025,"2017-07-20",2017,2,5
"west prince of wales island, alaska","S Wadleigh Island",55.536926,-133.186172,"2017-07-20",2017,2,1
"west prince of wales island, alaska","S Wadleigh Island",55.511108,-133.178238,"2017-07-20",2017,2,2
"west prince of wales island, alaska","S Wadleigh Island",55.511356,-133.167038,"2017-07-20",2017,2,1
"west prince of wales island, alaska","S16",54.887367,-132.812622,"2017-07-23",2017,NA,5
"west prince of wales island, alaska","S16",54.886642,-132.828949,"2017-07-23",2017,NA,3
"west prince of wales island, alaska","S16",54.882229,-132.826736,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.887424,-132.835953,"2017-07-23",2017,NA,150
"west prince of wales island, alaska","S16",54.87822,-132.823456,"2017-07-23",2017,NA,5
"west prince of wales island, alaska","S16",54.880283,-132.825928,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.87912,-132.826584,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.878654,-132.838577,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.879936,-132.823456,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.877583,-132.81691,"2017-07-23",2017,NA,3
"west prince of wales island, alaska","S16",54.870392,-132.825577,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.873775,-132.816666,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.870029,-132.824966,"2017-07-23",2017,NA,3
"west prince of wales island, alaska","S16",54.872211,-132.807922,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.871384,-132.807388,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.87355,-132.805542,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.873058,-132.806763,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.870747,-132.807358,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.867447,-132.806839,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.869781,-132.80722,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.867203,-132.818054,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.864033,-132.816544,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.864685,-132.804703,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.863289,-132.802841,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.861591,-132.815765,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.861744,-132.805618,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.860794,-132.803925,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.848854,-132.807053,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.84985,-132.818314,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.849518,-132.775558,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.843842,-132.773621,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S16",54.846413,-132.77507,"2017-07-23",2017,NA,2
"west prince of wales island, alaska","S16",54.841244,-132.766937,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S23",55.260025,-133.173645,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.258358,-133.194855,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.256897,-133.214645,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.251389,-133.213318,"2017-07-25",2017,NA,45
"west prince of wales island, alaska","S23",55.25378,-133.209137,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.248108,-133.220886,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.231117,-133.224167,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.229115,-133.227386,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.221527,-133.232712,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.214638,-133.24733,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.226105,-133.244308,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.231728,-133.248749,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.268417,-133.199982,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.264732,-133.20256,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.262115,-133.202805,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.271149,-133.19281,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.276772,-133.1931,"2017-07-25",2017,NA,3
"west prince of wales island, alaska","S23",55.262325,-133.175186,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S23",55.264454,-133.198303,"2017-07-25",2017,NA,1
"west prince of wales island, alaska","S25",55.116909,-132.918259,"2017-07-24",2017,NA,1
"west prince of wales island, alaska","S3",54.883972,-132.390488,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.88625,-132.387268,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.87714,-132.389938,"2017-07-23",2017,NA,2
"west prince of wales island, alaska","S3",54.872025,-132.36731,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.884373,-132.370209,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.881134,-132.363358,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.874271,-132.34845,"2017-07-23",2017,NA,2
"west prince of wales island, alaska","S3",54.87775,-132.353836,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.88501,-132.352371,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.888317,-132.351013,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S3",54.889175,-132.356705,"2017-07-23",2017,NA,1
"west prince of wales island, alaska","S32",55.616787,-133.388565,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.614277,-133.395584,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.622749,-133.412079,"2017-07-26",2017,NA,3
"west prince of wales island, alaska","S32",55.624046,-133.410492,"2017-07-26",2017,NA,2
"west prince of wales island, alaska","S32",55.622456,-133.403595,"2017-07-26",2017,NA,5
"west prince of wales island, alaska","S32",55.621162,-133.39975,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.627087,-133.399948,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.626816,-133.401978,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.62196,-133.407257,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.625294,-133.390533,"2017-07-26",2017,NA,2
"west prince of wales island, alaska","S32",55.628895,-133.412186,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.630512,-133.40271,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.638866,-133.404068,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.630745,-133.415161,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.629581,-133.420242,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.652634,-133.410889,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.657009,-133.418701,"2017-07-26",2017,NA,2
"west prince of wales island, alaska","S32",55.662285,-133.411697,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.664398,-133.422012,"2017-07-26",2017,NA,2
"west prince of wales island, alaska","S32",55.668816,-133.429077,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.663525,-133.433655,"2017-07-26",2017,NA,12
"west prince of wales island, alaska","S32",55.655785,-133.427994,"2017-07-26",2017,NA,4
"west prince of wales island, alaska","S32",55.653564,-133.42569,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.645138,-133.43895,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.641491,-133.437408,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.639572,-133.435806,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.639088,-133.434448,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.635155,-133.431625,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.635109,-133.431641,"2017-07-26",2017,NA,2
"west prince of wales island, alaska","S32",55.6348,-133.430832,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.63253,-133.431747,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.62735,-133.418472,"2017-07-26",2017,NA,25
"west prince of wales island, alaska","S32",55.626934,-133.42952,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S32",55.625393,-133.413101,"2017-07-26",2017,NA,1
"west prince of wales island, alaska","S33",55.437241,-133.436356,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.438049,-133.435181,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.437012,-133.444092,"2017-08-07",2017,NA,8
"west prince of wales island, alaska","S33",55.432743,-133.455093,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.431164,-133.490051,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.429375,-133.495728,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.425476,-133.514847,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.42757,-133.528595,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.427681,-133.532288,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.42392,-133.543243,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420193,-133.543793,"2017-08-07",2017,NA,50
"west prince of wales island, alaska","S33",55.418716,-133.54126,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.41814,-133.540771,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.417641,-133.540024,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.418774,-133.532791,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.418671,-133.523407,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.421036,-133.523514,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420574,-133.515854,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.423424,-133.508301,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.421059,-133.498138,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420055,-133.501541,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420193,-133.494034,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.421276,-133.48941,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.417091,-133.470871,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420319,-133.469559,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.424301,-133.454453,"2017-08-07",2017,NA,2
"west prince of wales island, alaska","S33",55.430279,-133.465637,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.427814,-133.462265,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.425472,-133.457031,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.422852,-133.453537,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420403,-133.450089,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.424438,-133.445938,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.420956,-133.445419,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.419388,-133.443939,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.411552,-133.45697,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.412544,-133.453674,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.407967,-133.462341,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.404629,-133.457367,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.41008,-133.464737,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.403324,-133.457825,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.400375,-133.455582,"2017-08-07",2017,NA,2
"west prince of wales island, alaska","S33",55.401993,-133.453323,"2017-08-07",2017,NA,2
"west prince of wales island, alaska","S33",55.401863,-133.448151,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.394115,-133.452637,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.393757,-133.457687,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.40699,-133.451004,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.415245,-133.442474,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","S33",55.431652,-133.436142,"2017-08-07",2017,NA,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.68129,-133.370499,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.680126,-133.384644,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.683109,-133.39151,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.687454,-133.398102,"2017-06-13",2017,1,6
"west prince of wales island, alaska","Salt Lake Bay 1",55.677181,-133.395096,"2017-06-13",2017,1,2
"west prince of wales island, alaska","Salt Lake Bay 1",55.680134,-133.40155,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.682785,-133.401367,"2017-06-13",2017,1,12
"west prince of wales island, alaska","Salt Lake Bay 1",55.677906,-133.414276,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.670311,-133.406708,"2017-06-13",2017,1,3
"west prince of wales island, alaska","Salt Lake Bay 1",55.668968,-133.397598,"2017-06-13",2017,1,2
"west prince of wales island, alaska","Salt Lake Bay 1",55.670788,-133.410782,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.670124,-133.409973,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.668713,-133.412994,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.667927,-133.416351,"2017-06-13",2017,1,2
"west prince of wales island, alaska","Salt Lake Bay 1",55.669147,-133.409668,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.673531,-133.423248,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.679821,-133.37355,"2017-06-13",2017,1,1
"west prince of wales island, alaska","Salt Lake Bay 1",55.703995,-133.400558,"2017-06-13",2017,1,3
"west prince of wales island, alaska","Salt Lake Bay 1",55.696404,-133.402023,"2017-06-13",2017,1,1
