region,site,latitude,longitude,date_yyyy.mm.dd,year,n_otter
"west prince of wales island, alaska",2017_M_07,55.554329,-133.466125,26/7/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.547607,-133.459183,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.546917,-133.45842,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.5457,-133.457352,19/8/17,2017,9
"west prince of wales island, alaska",2017_M_07,55.544029,-133.458084,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.542931,-133.460953,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.543438,-133.462982,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.563354,-133.449188,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.564201,-133.45285,19/8/17,2017,7
"west prince of wales island, alaska",2017_M_07,55.576454,-133.465302,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.563843,-133.427475,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.574669,-133.424988,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_07,55.577259,-133.413406,19/8/17,2017,1
"west prince of wales island, alaska",2017_M_08,55.297726,-133.300232,22/7/17,2017,1
"west prince of wales island, alaska",2017_M_08,55.297726,-133.300232,22/7/17,2017,1
"west prince of wales island, alaska",L05,55.072689,-132.869583,24/7/17,2017,1
"west prince of wales island, alaska",L05,55.081757,-132.89888,24/7/17,2017,1
"west prince of wales island, alaska",S16,54.887367,-132.812622,23/7/17,2017,5
"west prince of wales island, alaska",S16,54.886642,-132.828949,23/7/17,2017,3
"west prince of wales island, alaska",S16,54.882229,-132.826736,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.887424,-132.835953,23/7/17,2017,150
"west prince of wales island, alaska",S16,54.87822,-132.823456,23/7/17,2017,5
"west prince of wales island, alaska",S16,54.880283,-132.825928,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.87912,-132.826584,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.878654,-132.838577,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.879936,-132.823456,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.877583,-132.81691,23/7/17,2017,3
"west prince of wales island, alaska",S16,54.870392,-132.825577,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.873775,-132.816666,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.870029,-132.824966,23/7/17,2017,3
"west prince of wales island, alaska",S16,54.872211,-132.807922,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.871384,-132.807388,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.87355,-132.805542,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.873058,-132.806763,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.870747,-132.807358,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.867447,-132.806839,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.869781,-132.80722,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.867203,-132.818054,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.864033,-132.816544,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.864685,-132.804703,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.863289,-132.802841,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.861591,-132.815765,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.861744,-132.805618,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.860794,-132.803925,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.848854,-132.807053,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.84985,-132.818314,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.849518,-132.775558,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.843842,-132.773621,23/7/17,2017,1
"west prince of wales island, alaska",S16,54.846413,-132.77507,23/7/17,2017,2
"west prince of wales island, alaska",S16,54.841244,-132.766937,23/7/17,2017,1
"west prince of wales island, alaska",S23,55.260025,-133.173645,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.258358,-133.194855,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.256897,-133.214645,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.251389,-133.213318,25/7/17,2017,45
"west prince of wales island, alaska",S23,55.25378,-133.209137,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.248108,-133.220886,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.231117,-133.224167,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.229115,-133.227386,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.221527,-133.232712,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.214638,-133.24733,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.226105,-133.244308,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.231728,-133.248749,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.268417,-133.199982,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.264732,-133.20256,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.262115,-133.202805,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.271149,-133.19281,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.276772,-133.1931,25/7/17,2017,3
"west prince of wales island, alaska",S23,55.262325,-133.175186,25/7/17,2017,1
"west prince of wales island, alaska",S23,55.264454,-133.198303,25/7/17,2017,1
"west prince of wales island, alaska",S25,55.116909,-132.918259,24/7/17,2017,1
"west prince of wales island, alaska",S3,54.883972,-132.390488,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.88625,-132.387268,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.87714,-132.389938,23/7/17,2017,2
"west prince of wales island, alaska",S3,54.872025,-132.36731,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.884373,-132.370209,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.881134,-132.363358,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.874271,-132.34845,23/7/17,2017,2
"west prince of wales island, alaska",S3,54.87775,-132.353836,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.88501,-132.352371,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.888317,-132.351013,23/7/17,2017,1
"west prince of wales island, alaska",S3,54.889175,-132.356705,23/7/17,2017,1
"west prince of wales island, alaska",S32,55.616787,-133.388565,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.614277,-133.395584,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.622749,-133.412079,26/7/17,2017,3
"west prince of wales island, alaska",S32,55.624046,-133.410492,26/7/17,2017,2
"west prince of wales island, alaska",S32,55.622456,-133.403595,26/7/17,2017,5
"west prince of wales island, alaska",S32,55.621162,-133.39975,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.627087,-133.399948,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.626816,-133.401978,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.62196,-133.407257,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.625294,-133.390533,26/7/17,2017,2
"west prince of wales island, alaska",S32,55.628895,-133.412186,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.630512,-133.40271,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.638866,-133.404068,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.630745,-133.415161,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.629581,-133.420242,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.652634,-133.410889,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.657009,-133.418701,26/7/17,2017,2
"west prince of wales island, alaska",S32,55.662285,-133.411697,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.664398,-133.422012,26/7/17,2017,2
"west prince of wales island, alaska",S32,55.668816,-133.429077,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.663525,-133.433655,26/7/17,2017,12
"west prince of wales island, alaska",S32,55.655785,-133.427994,26/7/17,2017,4
"west prince of wales island, alaska",S32,55.653564,-133.42569,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.645138,-133.43895,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.641491,-133.437408,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.639572,-133.435806,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.639088,-133.434448,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.635155,-133.431625,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.635109,-133.431641,26/7/17,2017,2
"west prince of wales island, alaska",S32,55.6348,-133.430832,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.63253,-133.431747,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.62735,-133.418472,26/7/17,2017,25
"west prince of wales island, alaska",S32,55.626934,-133.42952,26/7/17,2017,1
"west prince of wales island, alaska",S32,55.625393,-133.413101,26/7/17,2017,1
"west prince of wales island, alaska",S33,55.437241,-133.436356,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.438049,-133.435181,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.437012,-133.444092,7/8/17,2017,8
"west prince of wales island, alaska",S33,55.432743,-133.455093,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.431164,-133.490051,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.429375,-133.495728,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.425476,-133.514847,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.42757,-133.528595,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.427681,-133.532288,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.42392,-133.543243,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420193,-133.543793,7/8/17,2017,50
"west prince of wales island, alaska",S33,55.418716,-133.54126,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.41814,-133.540771,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.417641,-133.540024,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.418774,-133.532791,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.418671,-133.523407,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.421036,-133.523514,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420574,-133.515854,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.423424,-133.508301,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.421059,-133.498138,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420055,-133.501541,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420193,-133.494034,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.421276,-133.48941,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.417091,-133.470871,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420319,-133.469559,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.424301,-133.454453,7/8/17,2017,2
"west prince of wales island, alaska",S33,55.430279,-133.465637,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.427814,-133.462265,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.425472,-133.457031,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.422852,-133.453537,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420403,-133.450089,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.424438,-133.445938,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.420956,-133.445419,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.419388,-133.443939,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.411552,-133.45697,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.412544,-133.453674,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.407967,-133.462341,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.404629,-133.457367,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.41008,-133.464737,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.403324,-133.457825,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.400375,-133.455582,7/8/17,2017,2
"west prince of wales island, alaska",S33,55.401993,-133.453323,7/8/17,2017,2
"west prince of wales island, alaska",S33,55.401863,-133.448151,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.394115,-133.452637,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.393757,-133.457687,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.40699,-133.451004,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.415245,-133.442474,7/8/17,2017,1
"west prince of wales island, alaska",S33,55.431652,-133.436142,7/8/17,2017,1
"west prince of wales island, alaska",SHB,55.191471,-132.876587,20/8/17,2017,1
