region,site,latitude,longitude,date_yyyy.mm.dd,year,replicate,n_otter
"west prince of wales island, alaska",Chusini Cove 2,55.832047,-133.175385,2018-07-06,2018,1,1
"west prince of wales island, alaska",Chusini Cove 2,55.814598,-133.189606,2018-07-06,2018,1,8
"west prince of wales island, alaska",Chusini Cove 2,55.797665,-133.204895,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.8074,-133.194626,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.809235,-133.188507,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.817467,-133.189529,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.812695,-133.184326,2018-07-27,2018,2,9
"west prince of wales island, alaska",Chusini Cove 2,55.818203,-133.18158,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.816948,-133.178955,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.813297,-133.174988,2018-07-27,2018,2,2
"west prince of wales island, alaska",Chusini Cove 2,55.809944,-133.174911,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.810753,-133.178085,2018-07-27,2018,2,2
"west prince of wales island, alaska",Chusini Cove 2,55.81039,-133.173386,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.814304,-133.174225,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.819801,-133.180878,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.821213,-133.181931,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.824432,-133.179794,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.822525,-133.175858,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.831886,-133.180878,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.830849,-133.180603,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.836586,-133.176453,2018-07-27,2018,2,13
"west prince of wales island, alaska",Chusini Cove 2,55.834503,-133.179245,2018-07-27,2018,2,2
"west prince of wales island, alaska",Chusini Cove 2,55.837357,-133.192566,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.835983,-133.194794,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.838661,-133.197754,2018-07-27,2018,2,1
"west prince of wales island, alaska",Chusini Cove 2,55.837757,-133.198547,2018-07-27,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.07901,-132.866409,2018-07-24,2018,1,2
"west prince of wales island, alaska",Dunbar Inlet,55.067772,-132.864655,2018-07-24,2018,1,1
"west prince of wales island, alaska",Dunbar Inlet,55.080021,-132.8517,2018-07-24,2018,1,1
"west prince of wales island, alaska",Dunbar Inlet,55.076439,-132.847565,2018-07-24,2018,1,1
"west prince of wales island, alaska",Dunbar Inlet,55.082912,-132.822647,2018-07-24,2018,1,1
"west prince of wales island, alaska",Dunbar Inlet,55.090267,-132.870193,2018-08-10,2018,2,2
"west prince of wales island, alaska",Dunbar Inlet,55.088593,-132.87674,2018-08-10,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.079983,-132.870895,2018-08-10,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.076935,-132.868332,2018-08-10,2018,2,2
"west prince of wales island, alaska",Dunbar Inlet,55.071541,-132.861374,2018-08-10,2018,2,2
"west prince of wales island, alaska",Dunbar Inlet,55.07053,-132.852188,2018-08-10,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.076431,-132.854492,2018-08-10,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.079681,-132.841644,2018-08-10,2018,2,4
"west prince of wales island, alaska",Dunbar Inlet,55.075226,-132.841202,2018-08-10,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.080471,-132.819992,2018-08-10,2018,2,7
"west prince of wales island, alaska",Dunbar Inlet,55.085915,-132.815109,2018-08-10,2018,2,2
"west prince of wales island, alaska",Dunbar Inlet,55.084122,-132.81897,2018-08-10,2018,2,2
"west prince of wales island, alaska",Dunbar Inlet,55.087788,-132.817032,2018-08-10,2018,2,1
"west prince of wales island, alaska",Dunbar Inlet,55.088291,-132.810989,2018-08-10,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.571144,-133.408615,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.572372,-133.417526,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.573215,-133.436829,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.569866,-133.42598,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.563629,-133.430984,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.561798,-133.434387,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.563274,-133.441254,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.56382,-133.447556,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.564392,-133.446381,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.565678,-133.451477,2018-05-23,2018,1,23
"west prince of wales island, alaska",Garcia Cove,55.569313,-133.448288,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.56546,-133.457382,2018-05-23,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.558716,-133.456207,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.557762,-133.457825,2018-05-23,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.558914,-133.460007,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.552109,-133.460037,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.553585,-133.457657,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.550152,-133.457825,2018-05-23,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.546383,-133.451538,2018-05-23,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.550697,-133.449249,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.565861,-133.468246,2018-05-23,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.571682,-133.409592,2018-07-25,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.570847,-133.422546,2018-07-25,2018,2,2
"west prince of wales island, alaska",Garcia Cove,55.569324,-133.428253,2018-07-25,2018,2,2
"west prince of wales island, alaska",Garcia Cove,55.555939,-133.431931,2018-07-25,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.566093,-133.450928,2018-07-25,2018,2,3
"west prince of wales island, alaska",Garcia Cove,55.562099,-133.44899,2018-07-25,2018,2,4
"west prince of wales island, alaska",Garcia Cove,55.557812,-133.450455,2018-07-25,2018,2,2
"west prince of wales island, alaska",Garcia Cove,55.553936,-133.452713,2018-07-25,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.551888,-133.450424,2018-07-25,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.549713,-133.452103,2018-07-25,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.550552,-133.457184,2018-07-25,2018,2,8
"west prince of wales island, alaska",Garcia Cove,55.54958,-133.446945,2018-07-25,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.546345,-133.45462,2018-07-25,2018,2,11
"west prince of wales island, alaska",Goat Mouth Inlet,55.19286,-132.9,2018-06-12,2018,1,0
"west prince of wales island, alaska",Goat Mouth Inlet,55.19286,-132.9,2018-07-26,2018,2,0
"west prince of wales island, alaska",Guktu Cove 2,55.761986,-133.327209,2018-06-06,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.764294,-133.323639,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.768661,-133.326904,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.765911,-133.320877,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.770447,-133.312042,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.760326,-133.307114,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.767998,-133.311768,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.769699,-133.309067,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.767597,-133.300461,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.767147,-133.299179,2018-06-06,2018,1,3
"west prince of wales island, alaska",Guktu Cove 2,55.764339,-133.300644,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.762115,-133.303635,2018-06-06,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.758949,-133.308655,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.758083,-133.308044,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.751186,-133.288498,2018-06-06,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.748653,-133.301529,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.75391,-133.299744,2018-06-06,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.754585,-133.296021,2018-06-06,2018,1,6
"west prince of wales island, alaska",Guktu Cove 2,55.75713,-133.300232,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.757771,-133.295471,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.759029,-133.290329,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.763535,-133.287292,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.761444,-133.281723,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.764179,-133.278687,2018-06-06,2018,1,6
"west prince of wales island, alaska",Guktu Cove 2,55.761086,-133.274826,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.752193,-133.284683,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.746967,-133.276978,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.752132,-133.267273,2018-06-06,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.750481,-133.262772,2018-06-06,2018,1,3
"west prince of wales island, alaska",Guktu Cove 2,55.767433,-133.318695,2018-07-31,2018,2,23
"west prince of wales island, alaska",Guktu Cove 2,55.769524,-133.310349,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.766155,-133.312088,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.761406,-133.304214,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.755524,-133.303299,2018-07-31,2018,2,2
"west prince of wales island, alaska",Guktu Cove 2,55.752914,-133.301865,2018-07-31,2018,2,3
"west prince of wales island, alaska",Guktu Cove 2,55.746338,-133.307251,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.754375,-133.300171,2018-07-31,2018,2,27
"west prince of wales island, alaska",Guktu Cove 2,55.754162,-133.296967,2018-07-31,2018,2,4
"west prince of wales island, alaska",Guktu Cove 2,55.750961,-133.291046,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.754528,-133.287582,2018-07-31,2018,2,5
"west prince of wales island, alaska",Guktu Cove 2,55.755386,-133.290253,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.760189,-133.291687,2018-07-31,2018,2,51
"west prince of wales island, alaska",Guktu Cove 2,55.76305,-133.284836,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.760532,-133.280762,2018-07-31,2018,2,3
"west prince of wales island, alaska",Guktu Cove 2,55.759781,-133.283783,2018-07-31,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.761009,-133.270859,2018-07-31,2018,2,2
"west prince of wales island, alaska",Guktu Cove 2,55.747227,-133.26535,2018-07-31,2018,2,2
"west prince of wales island, alaska",Guktu Cove 2,55.740803,-133.291962,2018-07-31,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.848503,-133.195084,2018-06-06,2018,1,3
"west prince of wales island, alaska",Hauti Island,55.849056,-133.190628,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.848515,-133.192307,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.843834,-133.180954,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.837101,-133.171738,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.848583,-133.17366,2018-06-06,2018,1,2
"west prince of wales island, alaska",Hauti Island,55.853249,-133.171219,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.853832,-133.17511,2018-06-06,2018,1,4
"west prince of wales island, alaska",Hauti Island,55.861637,-133.168777,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.858509,-133.169083,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.880466,-133.152298,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.884262,-133.170776,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.884251,-133.15889,2018-06-06,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.839386,-133.179855,2018-07-31,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.844585,-133.188919,2018-07-31,2018,2,7
"west prince of wales island, alaska",Hauti Island,55.849068,-133.193283,2018-07-31,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.850529,-133.186752,2018-07-31,2018,2,8
"west prince of wales island, alaska",Hauti Island,55.850952,-133.167786,2018-07-31,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.847706,-133.168732,2018-07-31,2018,2,3
"west prince of wales island, alaska",Hauti Island,55.84684,-133.164566,2018-07-31,2018,2,2
"west prince of wales island, alaska",Hauti Island,55.847424,-133.173157,2018-07-31,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.859211,-133.175888,2018-07-31,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.858982,-133.169327,2018-07-31,2018,2,2
"west prince of wales island, alaska",Hauti Island,55.879932,-133.156769,2018-07-31,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.760326,-133.307114,2018-06-06,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.762115,-133.303635,2018-06-06,2018,1,2
"west prince of wales island, alaska",Kaguk Cove,55.758949,-133.308655,2018-06-06,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.758083,-133.308044,2018-06-06,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.751186,-133.288498,2018-06-06,2018,1,2
"west prince of wales island, alaska",Kaguk Cove,55.748653,-133.301529,2018-06-06,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.75391,-133.299744,2018-06-06,2018,1,2
"west prince of wales island, alaska",Kaguk Cove,55.754585,-133.296021,2018-06-06,2018,1,6
"west prince of wales island, alaska",Kaguk Cove,55.75713,-133.300232,2018-06-06,2018,1,1
