"","site","date","YYYYMMDD","trans_type","trans_bin","trans_m","pit_bin","sed1_type","sed2_type","sed1_no","sed2_no","field_collector"
"209","2017_L_04","6/27/2013",20170628,"Outside",9,90,0,"Sandy mud","Gravel",2,7,"Tiff Stephens"
"210","2017_L_04","6/27/2013",20170628,"Outside",10,100,0,"Gravel","Sandy mud",7,2,"Tiff Stephens"
"211","2017_L_05","6/26/2013",20170627,"Edge",1,10,0,"Sandy mud","Gravel",2,7,"Tiff Stephens"
"212","2017_L_05","6/26/2013",20170627,"Edge",2,20,0,"Sandy mud","Sand",2,4,"Tiff Stephens"
"213","2017_L_05","6/26/2013",20170627,"Edge",3,30,0,"Sandy mud","Sand",2,4,"Tiff Stephens"
"214","2017_L_05","6/26/2013",20170627,"Edge",4,40,0,"Sandy mud","Gravel",2,7,"Tiff Stephens"
"215","2017_L_05","6/26/2013",20170627,"Edge",5,50,0,"Sandy mud","Gravel",2,7,"Tiff Stephens"
"216","2017_L_05","6/26/2013",20170627,"Edge",6,60,0,"Sandy mud","Cobble",2,8,"Tiff Stephens"
"217","2017_L_05","6/26/2013",20170627,"Edge",7,70,0,"Sandy mud","Cobble",2,8,"Tiff Stephens"
"218","2017_L_05","6/26/2013",20170627,"Edge",8,80,0,"Sandy mud","Cobble",2,8,"Tiff Stephens"
"219","2017_L_05","6/26/2013",20170627,"Edge",9,90,0,"Sandy mud","Cobble",2,8,"Tiff Stephens"
"220","2017_L_05","6/26/2013",20170627,"Edge",10,100,0,"Sandy mud","Cobble",2,8,"Tiff Stephens"
"221","2017_L_05","6/26/2013",20170627,"Inside",1,10,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"222","2017_L_05","6/26/2013",20170627,"Inside",2,20,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"223","2017_L_05","6/26/2013",20170627,"Inside",3,30,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"224","2017_L_05","6/26/2013",20170627,"Inside",4,40,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"225","2017_L_05","6/26/2013",20170627,"Inside",5,50,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"226","2017_L_05","6/26/2013",20170627,"Inside",6,60,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"227","2017_L_05","6/26/2013",20170627,"Inside",7,70,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"228","2017_L_05","6/26/2013",20170627,"Inside",8,80,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"229","2017_L_05","6/26/2013",20170627,"Inside",9,90,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"230","2017_L_05","6/26/2013",20170627,"Inside",10,100,0,"Sandy mud","Sandy mud",2,2,"Wendel Raymond"
"231","2017_L_05","6/26/2013",20170627,"Outside",1,10,0,"Sandy mud","Gravel",2,7,"Ginny Eckert"
"232","2017_L_05","6/26/2013",20170627,"Outside",2,20,0,"Sandy mud","Cobble",2,8,"Ginny Eckert"
"233","2017_L_05","6/26/2013",20170627,"Outside",3,30,0,"Sand","Sand",4,4,"Ginny Eckert"
"234","2017_L_05","6/26/2013",20170627,"Outside",4,40,0,"Sand","Sand",4,4,"Ginny Eckert"
"235","2017_L_05","6/26/2013",20170627,"Outside",5,50,0,"Sand","Sand",4,4,"Ginny Eckert"
"236","2017_L_05","6/26/2013",20170627,"Outside",6,60,0,"Sandy mud","Cobble",2,8,"Ginny Eckert"
"237","2017_L_05","6/26/2013",20170627,"Outside",7,70,0,"Sandy mud","Cobble",2,8,"Ginny Eckert"
"238","2017_L_05","6/26/2013",20170627,"Outside",8,80,0,"Sandy mud","Cobble",2,8,"Ginny Eckert"
"239","2017_L_05","6/26/2013",20170627,"Outside",9,90,0,"Sandy mud","Cobble",2,8,"Ginny Eckert"
"240","2017_L_05","6/26/2013",20170627,"Outside",10,100,0,"Sandy mud","Cobble",2,8,"Ginny Eckert"
"241","2017_L_06","7/22/2013",20170723,"Edge",1,10,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"242","2017_L_06","7/22/2013",20170723,"Edge",2,20,0,"Coarse Sand","Pebble",5,6,"Tiff Stephens"
"243","2017_L_06","7/22/2013",20170723,"Edge",3,30,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"244","2017_L_06","7/22/2013",20170723,"Edge",4,40,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"245","2017_L_06","7/22/2013",20170723,"Edge",5,50,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"246","2017_L_06","7/22/2013",20170723,"Edge",6,60,0,"Sand","Gravel",4,7,"Tiff Stephens"
"247","2017_L_06","7/22/2013",20170723,"Edge",7,70,0,"Sand","Sand",4,4,"Tiff Stephens"
"248","2017_L_06","7/22/2013",20170723,"Edge",8,80,0,"Sand","Gravel",4,7,"Tiff Stephens"
"249","2017_L_06","7/22/2013",20170723,"Edge",9,90,0,"Sand","Gravel",4,7,"Tiff Stephens"
"250","2017_L_06","7/22/2013",20170723,"Edge",10,100,0,"Sand","Gravel",4,7,"Tiff Stephens"
"251","2017_L_06","7/22/2013",20170723,"Inside",1,10,0,"Muddy Sand","Muddy Sand",3,3,"Tiff Stephens"
"252","2017_L_06","7/22/2013",20170723,"Inside",2,20,0,"Muddy Sand","Sand",3,4,"Tiff Stephens"
"253","2017_L_06","7/22/2013",20170723,"Inside",3,30,0,"Sand","Muddy Sand",4,3,"Tiff Stephens"
"254","2017_L_06","7/22/2013",20170723,"Inside",4,40,0,"Sand","Gravel",4,7,"Tiff Stephens"
"255","2017_L_06","7/22/2013",20170723,"Inside",5,50,0,"Sand","Gravel",4,7,"Tiff Stephens"
"256","2017_L_06","7/22/2013",20170723,"Inside",6,60,0,"Sand","Gravel",4,7,"Tiff Stephens"
"257","2017_L_06","7/22/2013",20170723,"Inside",7,70,0,"Sand","Sand",4,4,"Tiff Stephens"
"258","2017_L_06","7/22/2013",20170723,"Inside",8,80,0,"Sand","Sand",4,4,"Tiff Stephens"
"259","2017_L_06","7/22/2013",20170723,"Inside",9,90,0,"Sand","Gravel",4,7,"Tiff Stephens"
"260","2017_L_06","7/22/2013",20170723,"Inside",10,100,0,"Sand","Gravel",4,7,"Tiff Stephens"
"261","2017_L_06","7/22/2013",20170723,"Outside",1,10,0,"Gravel","Cobble",7,8,"Tiff Stephens"
"262","2017_L_06","7/22/2013",20170723,"Outside",2,20,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"263","2017_L_06","7/22/2013",20170723,"Outside",3,30,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"264","2017_L_06","7/22/2013",20170723,"Outside",4,40,0,"Pebble","Gravel",6,7,"Tiff Stephens"
"265","2017_L_06","7/22/2013",20170723,"Outside",5,50,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"266","2017_L_06","7/22/2013",20170723,"Outside",6,60,0,"Coarse Sand","Gravel",5,7,"Tiff Stephens"
"267","2017_L_06","7/22/2013",20170723,"Outside",7,70,0,"Sand","Gravel",4,7,"Tiff Stephens"
"268","2017_L_06","7/22/2013",20170723,"Outside",8,80,0,"Sand","Sand",4,4,"Tiff Stephens"
"269","2017_L_06","7/22/2013",20170723,"Outside",9,90,0,"Sand","Gravel",4,7,"Tiff Stephens"
"270","2017_L_06","7/22/2013",20170723,"Outside",10,100,0,"Gravel","Sand",7,4,"Tiff Stephens"
"271","2017_L_07","7/21/2013",20170723,"Edge",1,10,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"272","2017_L_07","7/21/2013",20170723,"Edge",2,20,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"273","2017_L_07","7/21/2013",20170723,"Edge",3,30,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"274","2017_L_07","7/21/2013",20170723,"Edge",4,40,1,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"275","2017_L_07","7/21/2013",20170723,"Edge",5,50,0,"Muddy Sand","Muddy Sand",3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"276","2017_L_07","7/21/2013",20170723,"Edge",6,60,0,"Sand","Muddy Sand",4,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"277","2017_L_07","7/21/2013",20170723,"Edge",7,70,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"278","2017_L_07","7/21/2013",20170723,"Edge",8,80,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"279","2017_L_07","7/21/2013",20170723,"Edge",9,90,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"280","2017_L_07","7/21/2013",20170723,"Edge",10,100,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"281","2017_L_07","7/21/2013",20170723,"Inside",1,10,0,"Sand","Gravel",4,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"282","2017_L_07","7/21/2013",20170723,"Inside",2,20,0,"Gravel","Sand",7,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"283","2017_L_07","7/21/2013",20170723,"Inside",3,30,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"284","2017_L_07","7/21/2013",20170723,"Inside",4,40,0,"Sand","Sand",4,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"285","2017_L_07","7/21/2013",20170723,"Inside",5,50,0,"Muddy Sand","Mud",3,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"286","2017_L_07","7/21/2013",20170723,"Inside",6,60,0,"Sand","Muddy Sand",4,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"287","2017_L_07","7/21/2013",20170723,"Inside",7,70,0,"Sand","Pebble",4,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"288","2017_L_07","7/21/2013",20170723,"Inside",8,80,0,"Cobble","Pebble",8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"289","2017_L_07","7/21/2013",20170723,"Inside",9,90,0,"Cobble","Pebble",8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"290","2017_L_07","7/21/2013",20170723,"Inside",10,100,0,"Cobble","Pebble",8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"291","2017_L_07","7/21/2013",20170723,"Outside",1,10,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"292","2017_L_07","7/21/2013",20170723,"Outside",2,20,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"293","2017_L_07","7/21/2013",20170723,"Outside",3,30,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"294","2017_L_07","7/21/2013",20170723,"Outside",4,40,1,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"295","2017_L_07","7/21/2013",20170723,"Outside",5,50,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"296","2017_L_07","7/21/2013",20170723,"Outside",6,60,0,"Muddy Sand","Gravel",3,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"297","2017_L_07","7/21/2013",20170723,"Outside",7,70,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"298","2017_L_07","7/21/2013",20170723,"Outside",8,80,0,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"299","2017_L_07","7/21/2013",20170723,"Outside",9,90,1,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"300","2017_L_07","7/21/2013",20170723,"Outside",10,100,2,"Sandy mud","Gravel",2,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson"
"301","2017_M_02","7/20/2013",20170721,"Edge",1,10,0,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"302","2017_M_02","7/20/2013",20170721,"Edge",2,20,2,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"303","2017_M_02","7/20/2013",20170721,"Edge",3,30,0,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"304","2017_M_02","7/20/2013",20170721,"Edge",4,40,0,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"305","2017_M_02","7/20/2013",20170721,"Edge",5,50,0,"Sand","Cobble",4,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"306","2017_M_02","7/20/2013",20170721,"Edge",6,60,0,"Sand","Cobble",4,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"307","2017_M_02","7/20/2013",20170721,"Edge",7,70,1,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"308","2017_M_02","7/20/2013",20170721,"Edge",8,80,0,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"309","2017_M_02","7/20/2013",20170721,"Edge",9,90,0,"Muddy Sand","Mud",3,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"310","2017_M_02","7/20/2013",20170721,"Edge",10,100,0,"Sand","Muddy Sand",4,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"311","2017_M_02","7/20/2013",20170721,"Inside",1,10,1,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"312","2017_M_02","7/20/2013",20170721,"Inside",2,20,1,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"313","2017_M_02","7/20/2013",20170721,"Inside",3,30,2,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"314","2017_M_02","7/20/2013",20170721,"Inside",4,40,0,"Muddy Sand","Muddy Sand",3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"315","2017_M_02","7/20/2013",20170721,"Inside",5,50,0,"Muddy Sand","Muddy Sand",3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"316","2017_M_02","7/20/2013",20170721,"Inside",6,60,0,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"317","2017_M_02","7/20/2013",20170721,"Inside",7,70,0,"Muddy Sand","Muddy Sand",3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"318","2017_M_02","7/20/2013",20170721,"Inside",8,80,0,"Muddy Sand","Muddy Sand",3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"319","2017_M_02","7/20/2013",20170721,"Inside",9,90,0,"Muddy Sand","Muddy Sand",3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"320","2017_M_02","7/20/2013",20170721,"Inside",10,100,1,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"321","2017_M_02","7/20/2013",20170721,"Outside",1,10,0,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"322","2017_M_02","7/20/2013",20170721,"Outside",2,20,0,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"323","2017_M_02","7/20/2013",20170721,"Outside",3,30,0,"Cobble","Sand",8,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"324","2017_M_02","7/20/2013",20170721,"Outside",4,40,0,"Cobble","Sand",8,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"325","2017_M_02","7/20/2013",20170721,"Outside",5,50,0,"Cobble","Sand",8,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"326","2017_M_02","7/20/2013",20170721,"Outside",6,60,0,"Cobble","Sand",8,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"327","2017_M_02","7/20/2013",20170721,"Outside",7,70,0,"Cobble","Sand",8,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"328","2017_M_02","7/20/2013",20170721,"Outside",8,80,0,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"329","2017_M_02","7/20/2013",20170721,"Outside",9,90,0,"Gravel","Sand",7,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"330","2017_M_02","7/20/2013",20170721,"Outside",10,100,0,"Cobble","Gravel",8,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"331","2017_M_03","7/20/2013",20170721,"Edge",1,10,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"332","2017_M_03","7/20/2013",20170721,"Edge",2,20,1,"Muddy Sand","Gravel",3,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"333","2017_M_03","7/20/2013",20170721,"Edge",3,30,2,"Muddy Sand","Cobble",3,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"334","2017_M_03","7/20/2013",20170721,"Edge",4,40,0,"Sand","Cobble",4,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"335","2017_M_03","7/20/2013",20170721,"Edge",5,50,0,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"336","2017_M_03","7/20/2013",20170721,"Edge",6,60,0,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"337","2017_M_03","7/20/2013",20170721,"Edge",7,70,0,"Gravel","Sand",7,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"338","2017_M_03","7/20/2013",20170721,"Edge",8,80,0,"Gravel","Sand",7,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"339","2017_M_03","7/20/2013",20170721,"Edge",9,90,4,"Gravel","Sand",7,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"340","2017_M_03","7/20/2013",20170721,"Edge",10,100,15,"Gravel","Sand",7,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"341","2017_M_03","7/20/2013",20170721,"Inside",1,10,8,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"342","2017_M_03","7/20/2013",20170721,"Inside",2,20,7,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"343","2017_M_03","7/20/2013",20170721,"Inside",3,30,9,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"344","2017_M_03","7/20/2013",20170721,"Inside",4,40,13,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"345","2017_M_03","7/20/2013",20170721,"Inside",5,50,15,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"346","2017_M_03","7/20/2013",20170721,"Inside",6,60,12,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"347","2017_M_03","7/20/2013",20170721,"Inside",7,70,7,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"348","2017_M_03","7/20/2013",20170721,"Inside",8,80,8,"Sand","Sand",4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"349","2017_M_03","7/20/2013",20170721,"Inside",9,90,12,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"350","2017_M_03","7/20/2013",20170721,"Inside",10,100,15,"Muddy Sand","Sand",3,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"351","2017_M_03","7/20/2013",20170721,"Outside",1,10,2,"Muddy Sand","Cobble",3,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"352","2017_M_03","7/20/2013",20170721,"Outside",2,20,2,"Muddy Sand","Cobble",3,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"353","2017_M_03","7/20/2013",20170721,"Outside",3,30,1,"Muddy Sand","Cobble",3,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"354","2017_M_03","7/20/2013",20170721,"Outside",4,40,3,"Sand","Cobble",4,8,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"355","2017_M_03","7/20/2013",20170721,"Outside",5,50,2,"Sand","Muddy Sand",4,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"356","2017_M_03","7/20/2013",20170721,"Outside",6,60,11,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"357","2017_M_03","7/20/2013",20170721,"Outside",7,70,5,"Muddy Sand","Gravel",3,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"358","2017_M_03","7/20/2013",20170721,"Outside",8,80,5,"Muddy Sand","Gravel",3,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"359","2017_M_03","7/20/2013",20170721,"Outside",9,90,17,"Muddy Sand","Gravel",3,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"360","2017_M_03","7/20/2013",20170721,"Outside",10,100,14,"Sand","Gravel",4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens"
"361","2017_M_04","7/11/2013",20170712,"Edge",1,10,3,"Muddy Sand","Muddy Sand",3,3,"Ginny Eckert"
"362","2017_M_04","7/11/2013",20170712,"Edge",2,20,2,"Sandy mud","Sandy mud",2,2,"Ginny Eckert"
"363","2017_M_04","7/11/2013",20170712,"Edge",3,30,1,"Muddy Sand","Sandy mud",3,2,"Ginny Eckert"
"364","2017_M_04","7/11/2013",20170712,"Edge",4,40,4,"Muddy Sand","Sandy mud",3,2,"Ginny Eckert"
"365","2017_M_04","7/11/2013",20170712,"Edge",5,50,0,"Muddy Sand","Sandy mud",3,2,"Ginny Eckert"
"366","2017_M_04","7/11/2013",20170712,"Edge",6,60,2,"Muddy Sand","Sandy mud",3,2,"Ginny Eckert"
"367","2017_M_04","7/11/2013",20170712,"Edge",7,70,1,"Muddy Sand","Sandy mud",3,2,"Ginny Eckert"
"368","2017_M_04","7/11/2013",20170712,"Edge",8,80,0,"Sandy mud","Sandy mud",2,2,"Ginny Eckert"
"369","2017_M_04","7/11/2013",20170712,"Edge",9,90,0,"Muddy Sand","Muddy Sand",3,3,"Ginny Eckert"
"370","2017_M_04","7/11/2013",20170712,"Edge",10,100,0,"Muddy Sand","Gravel",3,7,"Ginny Eckert"
"371","2017_M_04","7/11/2013",20170712,"Inside",1,10,2,"Mud","Mud",1,1,"Ginny Eckert"
"372","2017_M_04","7/11/2013",20170712,"Inside",2,20,0,"Mud","Mud",1,1,"Ginny Eckert"
"373","2017_M_04","7/11/2013",20170712,"Inside",3,30,0,"Mud","Mud",1,1,"Ginny Eckert"
"374","2017_M_04","7/11/2013",20170712,"Inside",4,40,0,"Mud","Mud",1,1,"Ginny Eckert"
"375","2017_M_04","7/11/2013",20170712,"Inside",5,50,3,"Mud","Mud",1,1,"Ginny Eckert"
"376","2017_M_04","7/11/2013",20170712,"Inside",6,60,0,"Mud","Mud",1,1,"Ginny Eckert"
"377","2017_M_04","7/11/2013",20170712,"Inside",7,70,0,"Mud","Mud",1,1,"Ginny Eckert"
"378","2017_M_04","7/11/2013",20170712,"Inside",8,80,0,"Mud","Mud",1,1,"Ginny Eckert"
"379","2017_M_04","7/11/2013",20170712,"Inside",9,90,0,"Mud","Mud",1,1,"Ginny Eckert"
"380","2017_M_04","7/11/2013",20170712,"Inside",10,100,0,"Mud","Mud",1,1,"Ginny Eckert"
"381","2017_M_04","7/11/2013",20170712,"Outside",1,10,5,"Muddy Sand","Muddy sand",3,3,"Ashley Bolwerk"
"382","2017_M_04","7/11/2013",20170712,"Outside",2,20,1,"Sandy mud","Muddy sand",2,3,"Ashley Bolwerk"
"383","2017_M_04","7/11/2013",20170712,"Outside",3,30,5,"Sandy mud","Mud",2,1,"Ashley Bolwerk"
"384","2017_M_04","7/11/2013",20170712,"Outside",4,40,4,"Sandy mud","Sandy mud",2,2,"Ashley Bolwerk"
"385","2017_M_04","7/11/2013",20170712,"Outside",5,50,5,"Sandy mud","Gravel",2,7,"Ashley Bolwerk"
"386","2017_M_04","7/11/2013",20170712,"Outside",6,60,11,"Sandy mud","Gravel",2,7,"Ashley Bolwerk"
"387","2017_M_04","7/11/2013",20170712,"Outside",7,70,2,"Sandy mud","Gravel",2,7,"Ashley Bolwerk"
"388","2017_M_04","7/11/2013",20170712,"Outside",8,80,0,"Sandy mud","Sandy mud",2,2,"Ashley Bolwerk"
"389","2017_M_04","7/11/2013",20170712,"Outside",9,90,0,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"390","2017_M_04","7/11/2013",20170712,"Outside",10,100,0,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"391","2017_M_05","7/11/2013",20170712,"Edge",1,10,3,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"392","2017_M_05","7/11/2013",20170712,"Edge",2,20,4,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"393","2017_M_05","7/11/2013",20170712,"Edge",3,30,1,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"394","2017_M_05","7/11/2013",20170712,"Edge",4,40,1,"Sandy mud","Gravel",2,7,"Ashley Bolwerk"
"395","2017_M_05","7/11/2013",20170712,"Edge",5,50,1,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"396","2017_M_05","7/11/2013",20170712,"Edge",6,60,0,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"397","2017_M_05","7/11/2013",20170712,"Edge",7,70,0,"Sandy mud","Gravel",2,7,"Ashley Bolwerk"
"398","2017_M_05","7/11/2013",20170712,"Edge",8,80,0,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"399","2017_M_05","7/11/2013",20170712,"Edge",9,90,0,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"400","2017_M_05","7/11/2013",20170712,"Edge",10,100,0,"Muddy Sand","Gravel",3,7,"Ashley Bolwerk"
"401","2017_M_05","7/11/2013",20170712,"Inside",1,10,0,"Mud","Mud",1,1,"Ginny Eckert"
"402","2017_M_05","7/11/2013",20170712,"Inside",2,20,0,"Mud","Mud",1,1,"Ginny Eckert"
"403","2017_M_05","7/11/2013",20170712,"Inside",3,30,0,"Mud","Mud",1,1,"Ginny Eckert"
"404","2017_M_05","7/11/2013",20170712,"Inside",4,40,1,"Mud","Mud",1,1,"Ginny Eckert"
"405","2017_M_05","7/11/2013",20170712,"Inside",5,50,0,"Mud","Mud",1,1,"Ginny Eckert"
"406","2017_M_05","7/11/2013",20170712,"Inside",6,60,0,"Mud","Mud",1,1,"Ginny Eckert"
"407","2017_M_05","7/11/2013",20170712,"Inside",7,70,0,"Mud","Mud",1,1,"Ginny Eckert"
"408","2017_M_05","7/11/2013",20170712,"Inside",8,80,0,"Mud","Mud",1,1,"Ginny Eckert"
"409","2017_M_05","7/11/2013",20170712,"Inside",9,90,0,"Mud","Mud",1,1,"Ginny Eckert"
"410","2017_M_05","7/11/2013",20170712,"Inside",10,100,0,"Mud","Mud",1,1,"Ginny Eckert"
"411","2017_M_05","7/11/2013",20170712,"Outside",1,10,0,"Sand","Gravel",4,7,"Ginny Eckert"
"412","2017_M_05","7/11/2013",20170712,"Outside",2,20,0,"Sand","Gravel",4,7,"Ginny Eckert"
"413","2017_M_05","7/11/2013",20170712,"Outside",3,30,0,"Sand","Gravel",4,7,"Ginny Eckert"
"414","2017_M_05","7/11/2013",20170712,"Outside",4,40,0,"Sand","Gravel",4,7,"Ginny Eckert"
"415","2017_M_05","7/11/2013",20170712,"Outside",5,50,0,"Sand","Gravel",4,7,"Ginny Eckert"
