"site","date_set","YYYYMMDD_set","time_set","date_pulled","YYYYMMDD_pulled","time_pulled","time_soak_hr","string","sp_code","mass_g"
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"3","CRABHEL",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"3","CRABRR",1840.65727341835
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"3","UNRKCB",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"1","UNRKCB",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"2","CRABDEC",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"2","CRABDUN",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"2","CRABGRA",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"2","CRABHEL",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"2","CRABRR",1640.71259464409
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"2","UNRKCB",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"3","CRABDEC",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"3","CRABDUN",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"3","CRABGRA",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"1","CRABDEC",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"1","CRABDUN",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"1","CRABGRA",0
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"1","CRABHEL",14.309505671341
"2017_M_02","5/10/2017",20170510,1045,"5/11/2017",20170511,1045,24,"1","CRABRR",1235.30753359677
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"3","UNRKCB",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"3","CRABGRA",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"3","CRABHEL",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"3","CRABRR",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"2","CRABDUN",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"1","CRABRR",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"1","UNRKCB",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"2","CRABDEC",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"3","CRABDEC",7.52640791011505
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"3","CRABDUN",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"1","CRABDEC",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"1","CRABDUN",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"1","CRABGRA",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"1","CRABHEL",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"2","CRABGRA",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"2","CRABHEL",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"2","CRABRR",0
"2017_M_03","5/24/2017",20170524,1120,"5/25/2017",20170525,1010,23.83,"2","UNRKCB",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"1","CRABRR",594.152738690612
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"3","CRABGRA",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"3","CRABRR",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"3","UNRKCB",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"1","UNRKCB",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"3","CRABHEL",145.734132433234
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"2","CRABDUN",116.412619648592
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"2","CRABGRA",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"2","CRABHEL",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"2","CRABDEC",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"2","UNRKCB",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"3","CRABDEC",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"3","CRABDUN",65.2982987851558
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"1","CRABDEC",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"1","CRABDUN",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"1","CRABGRA",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"1","CRABHEL",0
"2017_M_04","6/20/2017",20170620,1202,"6/21/2017",20170621,1205,24.05,"2","CRABRR",677.663214066518
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"2","UNRKCB",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"1","CRABDUN",40.9201862198533
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"1","CRABGRA",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"1","CRABHEL",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"1","CRABDEC",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"2","CRABGRA",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"2","CRABHEL",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"2","CRABRR",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"3","CRABHEL",98.6097465389654
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"3","CRABDEC",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"3","CRABDUN",252.342902047799
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"3","CRABGRA",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"2","CRABDEC",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"3","CRABRR",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"1","CRABRR",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"1","UNRKCB",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"2","CRABDUN",0
"2017_M_05","6/20/2017",20170620,1258,"6/21/2017",20170621,1258,24,"3","UNRKCB",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"3","CRABDUN",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"3","CRABHEL",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"3","CRABRR",241.064423208361
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"3","UNRKCB",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"2","CRABHEL",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"2","CRABRR",489.17792645268
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"2","UNRKCB",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"3","CRABDEC",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"3","CRABGRA",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"1","CRABDEC",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"1","CRABDUN",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"1","CRABGRA",100.159058214428
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"1","CRABHEL",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"1","CRABRR",41.3606623670448
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"1","UNRKCB",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"2","CRABDEC",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"2","CRABDUN",0
"2017_M_06","8/6/2017",20170806,1343,"8/7/2017",20170807,1000,20.28,"2","CRABGRA",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"1","UNRKCB",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"2","CRABHEL",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"2","CRABRR",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"2","UNRKCB",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"1","CRABDEC",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"1","CRABDUN",107.089227146356
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"1","CRABGRA",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"1","CRABHEL",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"1","CRABRR",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"3","UNRKCB",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"2","CRABDEC",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"2","CRABDUN",136.732876250019
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"3","CRABHEL",31.9160047497759
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"2","CRABGRA",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"3","CRABDUN",221.385198783747
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"3","CRABGRA",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"3","CRABDEC",0
"2017_M_07","8/6/2017",20170806,1000,"8/7/2017",20170807,1203,26.05,"3","CRABRR",39.8113156782259
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"3","CRABDUN",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"3","CRABHEL",24.7686716828274
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"3","CRABRR",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"3","UNRKCB",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"3","CRABGRA",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"1","CRABRR",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"1","UNRKCB",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"2","CRABDEC",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"2","CRABDUN",340.920852213677
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"2","CRABGRA",430.542218244013
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"2","CRABHEL",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"2","CRABRR",191.050121750491
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"2","UNRKCB",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"3","CRABDEC",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"1","CRABHEL",27.5113994543023
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"1","CRABDEC",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"1","CRABDUN",0
"2017_M_08","8/12/2017",20170812,1226,"8/13/2017",20170813,1250,24.4,"1","CRABGRA",483.155924229914
