"","PreyCat","Cmean","Csd","Nmean","Nsd","n"
"1","Clam",-14.2875343889179,0.741805876872189,12.6481395348837,1.01976872998435,86
"2","Crab",-12.733490414466,1.28864623610189,14.6216666666667,1.10144263878099,48
"3","Cucumber.Snail",-12.0950553222442,0.860223679955605,13.0125,0.754996400797641,24
"4","Mussel",-15.4301660674341,1.0295718208091,11.6324137931034,0.692395712479575,29
"5","Urchin",-11.3412783993059,2.17180855559749,10.8520689655172,1.39803019411074,29
