"(Intercept)","epiphmass_shootmass_dt","NOx_site","pits_all","sed_inside_prim","BIC","R^2","adjR^2","df","logLik","AICc","delta","weight"
0,NA,NA,NA,NA,200.146046740678,0,0,2,-97.0285009326158,198.723668531898,0,0.149655906185402
0,NA,NA,0.297305527246399,NA,201.247152646436,0.0883905765312587,0.0883991511628903,3,-96.0567926666328,199.525350039148,0.80168150724981,0.100233047190314
0,NA,NA,NA,-0.284687807040629,201.415639498139,0.0810471474776032,0.0810550097346637,3,-96.1410360924842,199.693836890851,0.970168358952492,0.0921349657179609
0,NA,0.234509990648935,NA,NA,202.002704336529,0.0549949357141644,0.055000270686894,3,-96.4345685116795,200.280901729241,1.55723319734309,0.0686981384117406
0,-0.408547403471235,0.449673330237398,NA,-0.411546158021442,201.896508869607,0.296421931732877,0.296450687161022,5,-93.3369483404948,200.67389668099,1.9502281490914,0.0564426244446991
