"(Intercept)","sea_otter_index_tr","BIC","R^2","adjR^2","df","logLik","AICc","delta","weight"
0,-0.632184505228481,118.059145067188,0.399657248650979,0.401002769957276,3,-54.4627888770089,116.3373424599,0,0.4399272272899
