"(Intercept)","crab_mass","diatom_dens_as","epiphmass_shootmass_dt","light_avail","BIC","R^2","adjR^2","df","logLik","AICc","delta","weight"
0,NA,0.433077146607101,-0.519848275470649,NA,60.6135468764616,0.343167358269089,0.367192731784228,4,-24.2177285627839,58.9354571255679,0,0.0662849726423783
0,NA,0.420804180347079,-0.453201986838074,-0.26103181381864,61.5065655904262,0.407129083376926,0.43563245953235,5,-23.1419767009045,60.2839534018091,1.3484962762412,0.0337748038541713
0,0.269263839475136,0.50297925709747,-0.462331056578623,NA,61.5667084441133,0.405428699693577,0.433813030863727,5,-23.1720481277481,60.3440962554961,1.40863912992828,0.0327742665007462
0,NA,NA,-0.40959429218073,NA,62.5393593089494,0.167767484187034,0.179512996614612,3,-26.7028959978895,60.8175567016615,1.88209957609359,0.0258655877376226
0,0.324667759327747,0.502621643032024,-0.370449248276141,-0.313518132321111,61.1797132827959,0.495062306620428,0.529721945840822,6,-21.4562893282277,60.9125786564554,1.97712153088752,0.0246654245966845
