"","latitude_N","longitude_E","layer_number","layer_thickness_cm","pan_weight","pan_sed_ww_pre_60C","pan_sed_dw_post_60C","pan_sed_dw_pre_450C","pan_sed_dw_post450C","crucible_weight","crucible_sed_dw_pre_950C","crucible_sed_dw_post_950C","site_code"
"430",55.73361,-133.29,27,1.3,1.26649,48.41196,33.82789,32.47137,29.97939,26.79065,55.48654,53.78439,"2017_H_04"
"431",55.73361,-133.29,28,1.2,1.30916,41.6946,28.38214,27.02665,25.75968,NA,NA,NA,"2017_H_04"
"432",55.73361,-133.29,29,1.4,1.27547,45.16523,34.61957,33.27413,33.17332,NA,NA,NA,"2017_H_04"
"433",55.73361,-133.29,30,1.2,1.26334,42.83122,30.35723,28.69022,27.57702,NA,NA,NA,"2017_H_04"
"434",55.73361,-133.29,31,1.4,1.26302,50.21505,31.15512,29.49048,28.13182,NA,NA,NA,"2017_H_04"
"435",55.73361,-133.29,32,1.4,1.26063,56.83588,36.83223,35.20535,33.45015,28.30394,60.45869,58.50895,"2017_H_04"
"436",55.862405,-133.190722,1,1.4,1.29205,44.5631,25.30055,23.96865,23.16612,NA,NA,NA,"2017_H_05"
"437",55.862405,-133.190722,2,1.2,1.26879,40.16824,24.18841,22.7336,21.95677,28.53043,43.98685,43.1399,"2017_H_05"
"438",55.862405,-133.190722,3,1.6,1.27008,45.258,28.35291,26.82842,25.94527,NA,NA,NA,"2017_H_05"
"439",55.862405,-133.190722,4,1.4,1.27895,47.5648,29.97811,28.34842,27.38908,NA,NA,NA,"2017_H_05"
"440",55.862405,-133.190722,5,1.2,1.2619,37.67132,21.65624,20.47137,19.55992,NA,NA,NA,"2017_H_05"
"441",55.862405,-133.190722,6,1.3,1.25387,42.34245,23.99392,22.64714,21.46835,NA,NA,NA,"2017_H_05"
"442",55.862405,-133.190722,7,1.5,1.27373,48.96423,29.39181,28.09557,26.66602,30.14089,55.53623,54.83038,"2017_H_05"
"443",55.862405,-133.190722,8,1.4,1.28591,45.1581,26.66306,25.47165,24.1529,NA,NA,NA,"2017_H_05"
"444",55.862405,-133.190722,9,1.3,1.2858,43.54059,26.88769,25.6418,24.38377,NA,NA,NA,"2017_H_05"
"445",55.862405,-133.190722,10,1.4,1.28508,45.2271,29.01195,27.56192,26.11237,NA,NA,NA,"2017_H_05"
"446",55.862405,-133.190722,11,1.4,1.29641,39.97266,20.97172,19.77944,18.1563,NA,NA,NA,"2017_H_05"
"447",55.862405,-133.190722,12,1.3,1.29261,37.93409,19.11877,17.98739,16.72186,28.85387,49.52101,48.70928,"2017_H_05"
"448",55.862405,-133.190722,13,1.3,1.2576,40.07703,23.25147,21.85469,20.63313,NA,NA,NA,"2017_H_05"
"449",55.862405,-133.190722,14,1.4,1.2804,43.63768,27.81616,26.40736,25.38609,NA,NA,NA,"2017_H_05"
"450",55.862405,-133.190722,15,1.4,1.2489,46.56868,29.14931,27.81277,26.68454,NA,NA,NA,"2017_H_05"
"451",55.862405,-133.190722,16,1.5,1.29053,53.07439,32.2063,30.49129,29.28603,NA,NA,NA,"2017_H_05"
"452",55.155625,-132.589934,1,1.4,1.28965,48.41121,32.00816,30.49218,29.7372,NA,NA,NA,"2017_L_07"
"453",55.155625,-132.589934,2,1.4,1.28405,48.89154,35.76755,34.1706,33.5728,25.1105,57.1941,56.3489,"2017_L_07"
"454",55.155625,-132.589934,3,1.3,1.2604,48.98337,36.77702,35.33552,34.869,NA,NA,NA,"2017_L_07"
"455",55.155625,-132.589934,4,1.3,1.25663,53.19477,41.50962,39.83541,39.2321,NA,NA,NA,"2017_L_07"
"456",55.155625,-132.589934,5,1.3,1.2947,49.11366,39.72474,38.2472,37.6371,NA,NA,NA,"2017_L_07"
"457",55.155625,-132.589934,6,1.4,1.29024,56.71654,47.10759,45.51501,44.8666,NA,NA,NA,"2017_L_07"
"458",55.155625,-132.589934,7,1.4,1.26473,59.09712,48.44347,46.70874,46.1779,28.5337,73.2089,72.133,"2017_L_07"
"459",55.155625,-132.589934,8,1.4,1.27103,54.69107,44.85117,43.06717,42.2586,NA,NA,NA,"2017_L_07"
"460",55.155625,-132.589934,9,1.6,1.31454,58.33441,49.09727,47.28607,46.3696,NA,NA,NA,"2017_L_07"
"461",55.155625,-132.589934,10,1.4,1.26703,59.59959,51.29333,49.73922,49.0721,NA,NA,NA,"2017_L_07"
"462",55.155625,-132.589934,11,1.6,1.26979,66.25612,55.55978,53.57724,52.5474,NA,NA,NA,"2017_L_07"
"463",55.155625,-132.589934,12,1.5,1.32326,61.7211,51.4856,49.90111,49.2412,26.9348,74.7048,73.6697,"2017_L_07"
"464",55.155625,-132.589934,13,1.3,1.25399,57.41131,48.88643,47.27614,46.5918,NA,NA,NA,"2017_L_07"
"465",55.155625,-132.589934,14,1.4,1.28411,64.27364,57.10277,55.40847,54.8457,NA,NA,NA,"2017_L_07"
"466",55.155625,-132.589934,15,1.5,1.28556,71.09667,62.21451,60.41229,59.6909,NA,NA,NA,"2017_L_07"
"467",55.155625,-132.589934,16,1.4,1.31801,60.59283,53.0161,51.5933,51.0569,NA,NA,NA,"2017_L_07"
"468",55.155625,-132.589934,17,1.4,1.32024,65.23315,58.86478,57.36462,56.9151,23.0189,78.4707,77.3076,"2017_L_07"
"469",55.155625,-132.589934,18,1.6,1.26754,82.165,71.92534,70.60187,69.5676,NA,NA,NA,"2017_L_07"
"470",55.49709,-133.17,1,1.6,1.26046,46.9536,30.09575,28.24948,29.5734,NA,NA,NA,"2017_M_02"
"471",55.49709,-133.17,2,1.6,1.27655,66.66024,47.90276,46.29151,45.3394,27.9984,71.959,70.683,"2017_M_02"
"472",55.49709,-133.17,3,1.6,1.29038,52.46649,37.77646,36.42956,35.8024,NA,NA,NA,"2017_M_02"
"473",55.49709,-133.17,4,1.6,1.27239,46.10401,34.20914,32.86681,32.3589,NA,NA,NA,"2017_M_02"
"474",55.49709,-133.17,5,1.6,1.26418,58.63798,42.87675,41.40926,40.6826,NA,NA,NA,"2017_M_02"
"475",55.49709,-133.17,6,1.5,1.25624,52.6242,38.86694,37.30132,36.6804,NA,NA,NA,"2017_M_02"
"476",55.49709,-133.17,7,1.4,1.25911,53.04712,37.55641,36.12153,34.9961,26.4718,60.0462,59.3158,"2017_M_02"
"477",55.49709,-133.17,8,1.6,1.28596,55.7428,39.65296,38.18194,37.3601,NA,NA,NA,"2017_M_02"
"478",55.49709,-133.17,9,1.6,1.29401,49.87904,36.09608,34.67197,34.0728,NA,NA,NA,"2017_M_02"
"479",55.49709,-133.17,10,1.6,1.25713,57.51069,42.11,40.67978,39.9783,NA,NA,NA,"2017_M_02"
"480",55.49709,-133.17,11,1.5,1.2792,21.73471,15.73204,14.23984,13.93507,NA,NA,NA,"2017_M_02"
"481",55.49709,-133.17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017_M_02"
"482",55.49709,-133.17,13,1.5,1.31024,20.51375,15.01689,13.47455,14.1237,NA,NA,NA,"2017_M_02"
"483",55.49709,-133.17,14,1.6,1.2832,33.5319,24.43725,22.82973,22.2816,NA,NA,NA,"2017_M_02"
"484",55.49709,-133.17,15,1.5,1.27689,32.85478,23.46518,21.84168,22.6156,NA,NA,NA,"2017_M_02"
"485",55.49709,-133.17,16,1.6,1.27452,54.10817,39.16898,37.95253,34.816,NA,NA,NA,"2017_M_02"
"486",55.49709,-133.17,17,1.7,1.25414,63.29487,45.66633,44.36835,43.8392,27.14119,69.5918,68.26,"2017_M_02"
"487",55.49709,-133.17,18,1.6,1.27518,54.36856,38.78454,37.42025,36.6711,NA,NA,NA,"2017_M_02"
"488",55.49709,-133.17,19,1.8,1.26163,78.81607,55.63881,53.9336,52.2768,NA,NA,NA,"2017_M_02"
"489",55.552669,-133.431392,1,1.1,1.26567,29.7633,8.03193,7.05546,6.5066,NA,NA,NA,"2017_M_07"
"490",55.552669,-133.431392,2,1.1,1.28005,46.08545,26.9528,25.63236,24.3559,NA,NA,NA,"2017_M_07"
"491",55.552669,-133.431392,3,1.1,1.27568,84.6335,64.71274,63.49714,62.1506,NA,NA,NA,"2017_M_07"
"492",55.552669,-133.431392,4,1.1,1.29597,52.4648,30.78774,29.59284,27.7686,NA,NA,NA,"2017_M_07"
"493",55.552669,-133.431392,5,1.1,1.29401,55.3172,32.04978,30.66225,28.9639,NA,NA,NA,"2017_M_07"
"494",55.552669,-133.431392,6,1.1,1.29776,41.65573,28.55576,27.45717,26.4334,NA,NA,NA,"2017_M_07"
"495",55.552669,-133.431392,7,1.1,1.27802,41.8196,31.23624,30.26187,29.4401,28.2831,55.5002,54.089,"2017_M_07"
"496",55.552669,-133.431392,8,1.1,1.28408,66.63964,52.63473,50.99422,49.8784,NA,NA,NA,"2017_M_07"
"497",55.552669,-133.431392,9,1.1,1.28283,47.73938,40.2013,38.90334,38.2818,NA,NA,NA,"2017_M_07"
"498",55.552669,-133.431392,10,1.1,1.27113,46.78167,39.25422,38.25855,37.1772,NA,NA,NA,"2017_M_07"
"499",55.552669,-133.431392,11,1.1,1.28678,50.85926,42.86899,41.57511,40.8475,NA,NA,NA,"2017_M_07"
"500",55.552669,-133.431392,12,1.1,1.26329,45.85507,39.13845,38.43893,37.846,28.0211,63.8323,62.8454,"2017_M_07"
"501",55.552669,-133.431392,13,1.1,1.2783,51.9867,44.02941,42.9065,42.1545,NA,NA,NA,"2017_M_07"
"502",55.552669,-133.431392,14,1.1,1.29126,42.20646,35.78637,34.74885,34.0547,NA,NA,NA,"2017_M_07"
"503",55.552669,-133.431392,15,1.1,1.26841,49.06741,42.45346,41.32466,40.7021,NA,NA,NA,"2017_M_07"
"504",55.552669,-133.431392,16,1.1,1.25974,54.66919,46.83876,46.13899,45.515,NA,NA,NA,"2017_M_07"
"505",55.552669,-133.431392,17,1.1,1.2829,52.60474,46.4872,45.40455,44.2753,26.3987,65.6637,64.4376,"2017_M_07"
"506",55.552669,-133.431392,18,1.1,1.2986,55.04578,47.74084,46.61705,46.0966,NA,NA,NA,"2017_M_07"
"507",55.552669,-133.431392,19,1.1,1.29528,51.46393,45.11458,44.2924,43.5009,NA,NA,NA,"2017_M_07"
"508",55.552669,-133.431392,20,1.1,1.2528,65.79314,58.73692,57.94839,57.1163,NA,NA,NA,"2017_M_07"
"509",55.552669,-133.431392,21,1.1,1.31912,40.2364,35.74984,34.8472,34.3511,NA,NA,NA,"2017_M_07"
"510",55.552669,-133.431392,22,1.1,1.28481,42.16398,37.89325,37.34793,36.8266,25.8587,81.6204,80.1001,"2017_M_07"
"511",55.552669,-133.431392,23,1.1,1.28578,46.28703,42.20979,41.614303,40.8658,NA,NA,NA,"2017_M_07"
"512",55.552669,-133.431392,24,1.1,1.29534,67.82746,60.16252,59.26219,57.776,NA,NA,NA,"2017_M_07"
"513",55.552669,-133.431392,25,1.1,1.26101,39.94837,37.21846,36.25283,36.7147,NA,NA,NA,"2017_M_07"
"514",55.552669,-133.431392,26,1.1,1.30058,41.25971,42.20008,40.93057,40.3459,NA,NA,NA,"2017_M_07"
"515",55.552669,-133.431392,27,1.1,1.27487,47.53431,35.78085,34.63615,45.3372,26.1581,61.5154,60.508,"2017_M_07"
"516",55.552669,-133.431392,28,1.1,1.29076,54.04823,48.19055,47.03001,34.097,NA,NA,NA,"2017_M_07"
"517",55.552669,-133.431392,29,1.1,1.29889,44.23804,39.71,38.59614,38.0883,NA,NA,NA,"2017_M_07"
"518",55.552669,-133.431392,30,1,1.27595,34.27343,31.22655,30.64201,30.2895,NA,NA,NA,"2017_M_07"
"519",55.552669,-133.431392,31,1,1.29048,41.09163,36.43433,35.72206,35.1748,NA,NA,NA,"2017_M_07"
"520",55.552669,-133.431392,32,1,1.28361,45.02339,40.96076,40.32255,39.535,26.3065,55.2364,54.4802,"2017_M_07"
"521",55.552669,-133.431392,33,1,1.25014,60.95067,53.56032,52.91338,51.6859,NA,NA,NA,"2017_M_07"
