"","latitude_N","longitude_E","layer_number","layer_thickness_cm","pan_weight","pan_sed_ww_pre_60C","pan_sed_dw_post_60C","pan_sed_dw_pre_450C","pan_sed_dw_post450C","crucible_weight","crucible_sed_dw_pre_950C","crucible_sed_dw_post_950C","site_code"
"211",55.344914,-133.0011,30,1.1,1.28702,51.36502,44.80127,43.26754,42.68024,NA,NA,NA,"2017_M_06"
"212",55.344914,-133.0011,31,1.1,1.27838,42.63105,34.21894,32.74951,31.88465,NA,NA,NA,"2017_M_06"
"213",55.344914,-133.0011,32,1.1,1.29416,41.77254,33.40492,31.90167,31.06516,28.54137,NA,57.36892,"2017_M_06"
"214",55.344914,-133.0011,33,1.1,1.27888,46.76372,38.89574,37.30124,36.63298,NA,NA,NA,"2017_M_06"
"215",55.344914,-133.0011,34,1.2,1.29001,51.13871,42.89474,41.09681,40.45985,NA,NA,NA,"2017_M_06"
"216",55.344914,-133.0011,35,1.2,1.28523,51.58387,44.30777,42.72049,42.12498,NA,NA,NA,"2017_M_06"
"217",55.344914,-133.0011,36,1.2,1.28915,53.69475,46.22625,44.5273,43.9117,NA,NA,NA,"2017_M_06"
"218",55.25051,-132.883,1,1.9,1.27375,40.67405,22.50197,21.09348,20.39877,NA,NA,NA,"2017_L_04"
"219",55.25051,-132.883,2,1.9,1.29586,89.8126,64.25178,62.79207,61.09514,52.14376,111.91423,109.8136,"2017_L_04"
"220",55.25051,-132.883,3,1.6,1.27856,65.10822,48.33308,46.9025,45.00053,NA,NA,NA,"2017_L_04"
"221",55.25051,-132.883,4,1.6,1.29076,59.9344,44.22829,42.7664,41.8989,NA,NA,NA,"2017_L_04"
"222",55.25051,-132.883,5,1.6,1.29736,56.52576,39.74801,38.11299,36.73036,NA,NA,NA,"2017_L_04"
"223",55.25051,-132.883,6,1.8,1.28788,75.70015,61.44606,59.8363,58.89445,NA,NA,NA,"2017_L_04"
"224",55.25051,-132.883,7,1.7,1.28886,64.62473,48.94269,47.5407,46.61967,26.69942,72.00912,69.44842,"2017_L_04"
"225",55.25051,-132.883,8,1.8,1.289,64.38792,46.02067,44.41854,43.12119,NA,NA,NA,"2017_L_04"
"226",55.25051,-132.883,9,1.9,1.28373,67.36768,47.9026,46.39218,45.02955,NA,NA,NA,"2017_L_04"
"227",55.25051,-132.883,10,1.8,1.28124,66.14424,47.35529,46.00618,44.78689,NA,NA,NA,"2017_L_04"
"228",55.25051,-132.883,11,1.6,1.28984,51.13854,33.73584,32.46006,31.29822,NA,NA,NA,"2017_L_04"
"229",55.25051,-132.883,12,1.7,1.28123,61.8267,43.45809,42.21872,41.26457,25.15269,65.10459,63.03081,"2017_L_04"
"230",55.25051,-132.883,13,1.6,1.28773,57.80086,38.544,37.07215,35.86574,NA,NA,NA,"2017_L_04"
"231",55.25051,-132.883,14,1.7,1.28897,59.1363,39.57575,38.52096,37.37787,NA,NA,NA,"2017_L_04"
"232",55.25051,-132.883,15,1.8,1.2868,64.63034,46.24783,44.77713,43.64363,NA,NA,NA,"2017_L_04"
"233",55.25051,-132.883,16,1.7,1.29346,56.0664,34.0912,32.71378,31.96465,NA,NA,NA,"2017_L_04"
"234",55.25051,-132.883,17,1.8,1.30082,49.26539,20.55392,19.81381,18.26823,27.0449,43.92463,41.79003,"2017_L_04"
"235",55.25051,-132.883,18,1.9,1.28606,57.3461,31.74944,30.69272,29.61695,NA,NA,NA,"2017_L_04"
"236",55.25051,-132.883,19,1.6,1.2885,45.37733,23.22132,22.45893,21.51128,NA,NA,NA,"2017_L_04"
"237",55.25051,-132.883,20,1.7,1.28981,45.28843,18.92226,18.09381,16.99488,NA,NA,NA,"2017_L_04"
"238",55.25051,-132.883,21,1.9,1.29666,47.3915,16.81751,16.20381,15.07694,NA,NA,NA,"2017_L_04"
"239",55.25051,-132.883,22,1.8,1.29425,44.52006,15.01555,14.38955,13.36571,25.99662,38.05303,36.16073,"2017_L_04"
"240",55.25051,-132.883,23,1.8,1.30873,43.89868,14.14617,13.40792,12.34298,NA,NA,NA,"2017_L_04"
"241",55.25051,-132.883,24,1.8,1.26206,42.92687,13.25534,12.69522,11.53227,NA,NA,NA,"2017_L_04"
"242",55.25051,-132.883,25,1.8,1.2902,43.66123,12.99495,12.38448,11.20309,NA,NA,NA,"2017_L_04"
"243",55.25051,-132.883,26,1.7,1.263,40.4398,11.89757,11.4152,10.22809,NA,NA,NA,"2017_L_04"
"244",55.25051,-132.883,27,1.8,1.27523,43.74446,14.54285,13.82249,12.61694,28.69525,40.01248,38.52699,"2017_L_04"
"245",55.25051,-132.883,28,1.9,1.28518,42.80595,14.91041,14.16126,12.93533,NA,NA,NA,"2017_L_04"
"246",55.25051,-132.883,29,1.9,1.29124,46.19643,20.51238,19.74367,18.53979,NA,NA,NA,"2017_L_04"
"247",55.62082,-133.38664,1,1.2,1.29977,41.9423,29.33174,27.79958,27.28643,NA,NA,NA,"2017_H_07"
"248",55.62082,-133.38664,2,1.2,1.29078,40.66875,28.34968,26.74725,26.09707,28.00649,48.74393,48.3398,"2017_H_07"
"249",55.62082,-133.38664,3,1,1.29304,33.76855,24.05347,22.59102,22.01366,NA,NA,NA,"2017_H_07"
"250",55.62082,-133.38664,4,0.9,1.28856,33.61597,24.35326,22.76532,22.20667,NA,NA,NA,"2017_H_07"
"251",55.62082,-133.38664,5,0.9,1.26727,32.02615,24.15378,22.68107,22.16258,NA,NA,NA,"2017_H_07"
"252",55.62082,-133.38664,6,0.9,1.28874,32.34473,24.48269,22.79429,22.23738,NA,NA,NA,"2017_H_07"
"253",55.62082,-133.38664,7,1,1.29356,37.53067,27.85846,26.11685,25.42105,25.07477,50.74621,48.88741,"2017_H_07"
"254",55.62082,-133.38664,8,1.1,1.28723,41.60005,29.2648,27.6282,26.82405,NA,NA,NA,"2017_H_07"
"255",55.62082,-133.38664,9,1,1.28151,34.23448,24.33899,22.77696,22.09543,NA,NA,NA,"2017_H_07"
"256",55.62082,-133.38664,10,0.9,1.29579,31.56037,23.23251,21.71407,21.16081,NA,NA,NA,"2017_H_07"
"257",55.62082,-133.38664,11,1,1.27186,36.32766,28.19364,26.85094,26.3547,NA,NA,NA,"2017_H_07"
"258",55.62082,-133.38664,12,1,1.2898,40.88813,34.06372,32.69423,32.16349,23.81919,49.39346,47.94454,"2017_H_07"
"259",55.62082,-133.38664,13,0.9,1.26056,34.41885,28.87282,27.2983,26.8097,NA,NA,NA,"2017_H_07"
"260",55.62082,-133.38664,14,1,1.28096,37.6963,30.13419,28.7126,28.23372,NA,NA,NA,"2017_H_07"
"261",55.62082,-133.38664,15,1,1.29203,37.80181,29.29412,27.8823,27.3776,NA,NA,NA,"2017_H_07"
"262",55.62082,-133.38664,16,1,1.26972,37.71,30.46524,28.27392,27.83765,NA,NA,NA,"2017_H_07"
"263",55.62082,-133.38664,17,0.8,1.2773,30.6328,24.37352,22.56984,22.17881,28.77938,54.34928,53.7383,"2017_H_07"
"264",55.62082,-133.38664,18,1,1.28715,37.33462,29.08881,27.48339,26.94945,NA,NA,NA,"2017_H_07"
"265",55.62082,-133.38664,19,1,1.29332,37.7644,28.93881,27.58419,27.01857,NA,NA,NA,"2017_H_07"
"266",55.62082,-133.38664,20,1,1.28693,40.3272,31.15981,29.59331,29.04334,NA,NA,NA,"2017_H_07"
"267",55.62082,-133.38664,21,1,1.28032,40.47321,31.34372,29.76405,29.20372,NA,NA,NA,"2017_H_07"
"268",55.62082,-133.38664,22,0.9,1.28176,31.41383,24.58417,23.1513,22.72322,25.10926,51.20061,50.12252,"2017_H_07"
"269",55.62082,-133.38664,23,1,1.28413,37.48022,29.43576,27.83423,27.3449,NA,NA,NA,"2017_H_07"
"270",55.62082,-133.38664,24,0.9,1.28041,33.05931,25.65143,24.10572,23.62591,NA,NA,NA,"2017_H_07"
"271",55.62082,-133.38664,25,0.9,1.28156,56.72874,43.5403,42.17126,41.34528,NA,NA,NA,"2017_H_07"
"272",55.48442,-133.175,1,1.5,1.28467,38.54281,15.7567,14.31214,13.8206,NA,NA,NA,"2017_M_03"
"273",55.48442,-133.175,2,1.6,1.28168,58.47499,42.7261,40.80615,40.15505,26.81137,39.35809,37.90564,"2017_M_03"
"274",55.48442,-133.175,3,1.6,1.29377,60.05918,45.49659,43.85531,43.06877,NA,NA,NA,"2017_M_03"
"275",55.48442,-133.175,4,1.5,1.29071,60.06028,44.93329,43.29283,42.50668,NA,NA,NA,"2017_M_03"
"276",55.48442,-133.175,5,1.4,1.28561,46.46028,34.38522,32.77349,41.78972,NA,NA,NA,"2017_M_03"
"277",55.48442,-133.175,6,1.6,1.29069,60.27867,44.39325,42.80847,41.79682,NA,NA,NA,"2017_M_03"
"278",55.48442,-133.175,7,1.6,1.29607,57.10901,41.55503,39.89094,38.05323,25.86819,66.34982,65.68521,"2017_M_03"
"279",55.48442,-133.175,8,1.6,1.28065,61.32128,46.42047,44.72277,43.83614,NA,NA,NA,"2017_M_03"
"280",55.48442,-133.175,9,1.6,1.29609,58.25882,43.85976,42.38375,41.20537,NA,NA,NA,"2017_M_03"
"281",55.48442,-133.175,10,1.6,1.28002,60.80326,47.53142,45.9225,45.18337,NA,NA,NA,"2017_M_03"
"282",55.48442,-133.175,11,1.6,0.12856,61.49107,48.59884,46.70481,45.79775,NA,NA,NA,"2017_M_03"
"283",55.48442,-133.175,12,1.6,1.29087,61.59025,48.54952,46.8244,45.88443,27.14097,71.65771,70.89056,"2017_M_03"
"284",55.48442,-133.175,13,1.6,1.28439,61.43704,48.17415,46.64473,45.81159,NA,NA,NA,"2017_M_03"
"285",55.48442,-133.175,14,1.6,1.28692,62.19163,48.56083,46.83847,46.0661,NA,NA,NA,"2017_M_03"
"286",55.48442,-133.175,15,1.5,1.2929,56.72102,44.2289,42.54377,41.79926,NA,NA,NA,"2017_M_03"
"287",55.48442,-133.175,16,1.6,1.28647,57.72564,45.18029,43.37267,42.56673,NA,NA,NA,"2017_M_03"
"288",55.52904,-133.147,1,0.9,1.28782,17.58327,5.96639,4.98921,4.39819,NA,NA,NA,"2017_M_04"
"289",55.52904,-133.147,2,1,1.28731,24.63272,11.79788,10.54097,9.96163,28.10534,36.76372,36.3425,"2017_M_04"
"290",55.52904,-133.147,3,1,1.29136,29.74181,15.06504,13.84981,13.11056,NA,NA,NA,"2017_M_04"
"291",55.52904,-133.147,4,1.1,1.27904,32.26645,16.45544,15.38037,14.53201,NA,NA,NA,"2017_M_04"
"292",55.52904,-133.147,5,1.1,1.29471,28.71004,15.05579,13.86359,13.08847,NA,NA,NA,"2017_M_04"
"293",55.52904,-133.147,6,1.1,1.29744,35.17077,19.9486,18.64049,17.77247,NA,NA,NA,"2017_M_04"
"294",55.52904,-133.147,7,1.1,1.28832,34.09054,20.43308,18.98081,18.14254,25.90268,42.76318,42.16026,"2017_M_04"
"295",55.52904,-133.147,8,1.2,1.28077,37.97323,24.20232,22.71851,21.79237,NA,NA,NA,"2017_M_04"
"296",55.52904,-133.147,9,1.1,1.27467,37.73312,25.45373,23.88744,23.07961,NA,NA,NA,"2017_M_04"
"297",55.52904,-133.147,10,1.1,1.28426,43.48355,32.34764,31.03654,30.28867,NA,NA,NA,"2017_M_04"
"298",55.52904,-133.147,11,1.2,1.28467,43.974,33.22899,31.68902,30.93076,NA,NA,NA,"2017_M_04"
"299",55.52904,-133.147,12,1.1,1.27764,41.89508,31.84812,30.22427,29.34758,26.21056,54.2812,53.26891,"2017_M_04"
"300",55.52904,-133.147,13,1,1.28316,38.97556,29.98307,28.55688,27.58349,NA,NA,NA,"2017_M_04"
"301",55.52904,-133.147,14,1.1,1.28481,43.0613,33.78352,32.11745,31.3044,NA,NA,NA,"2017_M_04"
"302",55.52904,-133.147,15,1.1,1.27974,42.12544,32.23747,30.5064,29.84392,NA,NA,NA,"2017_M_04"
"303",55.52904,-133.147,16,1.2,1.2898,42.7181,33.45856,32.03416,30.95689,NA,NA,NA,"2017_M_04"
"304",55.52904,-133.147,17,1.1,1.29015,45.81758,35.52035,34.0139,33.05345,25.91429,57.69885,56.78357,"2017_M_04"
"305",55.52904,-133.147,18,1.2,1.28561,45.77286,37.21789,35.57511,34.81136,NA,NA,NA,"2017_M_04"
"306",55.52904,-133.147,19,1.1,1.28203,45.56396,37.26201,35.81861,35.19951,NA,NA,NA,"2017_M_04"
"307",55.52904,-133.147,20,1.2,1.28582,46.6588,36.54889,34.95441,33.82435,NA,NA,NA,"2017_M_04"
"308",55.52904,-133.147,21,1.1,1.28153,38.26925,28.76186,27.19541,26.42803,NA,NA,NA,"2017_M_04"
"309",55.52904,-133.147,22,1.2,1.28781,46.32143,36.40486,34.82115,34.08926,26.80227,59.6242,58.04147,"2017_M_04"
"310",55.52904,-133.147,23,1.2,1.29169,49.87034,39.64897,38.08996,37.3145,NA,NA,NA,"2017_M_04"
"311",55.52904,-133.147,24,1.1,1.28553,39.53526,29.74717,28.38558,27.4883,NA,NA,NA,"2017_M_04"
"312",55.52904,-133.147,25,1.2,1.27899,48.07108,38.29958,36.85742,36.22151,NA,NA,NA,"2017_M_04"
"313",55.52904,-133.147,26,1.2,1.2846,48.48623,39.9034,38.41772,37.77582,NA,NA,NA,"2017_M_04"
"314",55.52904,-133.147,27,1.2,1.28214,49.49173,41.82109,40.28347,39.51148,26.46159,64.71316,63.55636,"2017_M_04"
"315",55.52904,-133.147,28,1.2,1.28604,48.71458,41.26604,39.89645,38.97461,NA,NA,NA,"2017_M_04"
"316",55.52904,-133.147,29,1.3,1.27392,59.87157,51.33472,49.84444,49.08879,NA,NA,NA,"2017_M_04"
"317",55.19286,-132.9,1,1.5,1.2939,37.72616,16.79942,15.28632,14.82194,NA,NA,NA,"2017_L_02"
"318",55.19286,-132.9,2,1.4,1.28382,55.33179,41.8788,40.14901,39.30823,25.00468,63.03216,61.55233,"2017_L_02"
"319",55.19286,-132.9,3,1.2,1.28996,49.40218,38.63672,36.83701,36.03842,NA,NA,NA,"2017_L_02"
"320",55.19286,-132.9,4,1.3,1.28796,47.42728,36.18016,34.29626,33.54688,NA,NA,NA,"2017_L_02"
"321",55.19286,-132.9,5,1.4,1.2937,54.71488,41.73136,40.00558,39.74694,NA,NA,NA,"2017_L_02"
"322",55.19286,-132.9,6,1.4,1.28698,58.69456,47.59968,45.75404,44.56704,NA,NA,NA,"2017_L_02"
"323",55.19286,-132.9,7,1.4,1.29615,52.33204,41.76448,39.84248,39.10923,27.24737,65.03768,63.03013,"2017_L_02"
"324",55.19286,-132.9,8,1.3,1.29467,56.74777,46.43608,44.31822,43.65663,NA,NA,NA,"2017_L_02"
"325",55.19286,-132.9,9,1.4,1.2904,58.96551,48.48157,47.07998,46.24215,NA,NA,NA,"2017_L_02"
"326",55.19286,-132.9,10,1.4,1.29599,60.01466,48.58196,46.44101,45.3901,NA,NA,NA,"2017_L_02"
"327",55.19286,-132.9,11,1.4,1.29342,60.01609,49.55584,47.30459,46.19371,NA,NA,NA,"2017_L_02"
"328",55.19286,-132.9,12,1.3,1.28446,57.33164,48.11913,46.27849,45.75123,27.65974,72.12162,69.29295,"2017_L_02"
"329",55.19286,-132.9,13,1.4,1.30127,60.316,49.8551,47.63481,46.73603,NA,NA,NA,"2017_L_02"
"330",55.19286,-132.9,14,1.4,1.29812,61.25817,50.42879,48.40469,47.24351,NA,NA,NA,"2017_L_02"
"331",55.19286,-132.9,15,1.4,1.29402,62.08058,50.41125,48.15983,46.25808,NA,NA,NA,"2017_L_02"
"332",55.7073,-133.342,1,1.5,1.28935,40.69422,16.6819,15.41117,14.46643,NA,NA,NA,"2017_H_02"
"333",55.7073,-133.342,2,1.5,1.28349,43.00276,22.39755,21.11087,19.91692,28.03335,46.6865,45.97186,"2017_H_02"
"334",55.7073,-133.342,3,1.4,1.29675,40.66012,20.57431,19.55723,18.2615,NA,NA,NA,"2017_H_02"
"335",55.7073,-133.342,4,1.4,1.28873,39.59261,20.02269,19.01027,17.78136,NA,NA,NA,"2017_H_02"
"336",55.7073,-133.342,5,1.4,1.29421,39.43491,20.77067,19.65606,18.57446,NA,NA,NA,"2017_H_02"
"337",55.7073,-133.342,6,1.4,1.29686,47.24166,28.77745,27.4163,26.1766,NA,NA,NA,"2017_H_02"
"338",55.7073,-133.342,7,1.4,1.27565,45.66245,30.52194,29.12764,27.70524,26.63435,53.06875,52.03005,"2017_H_02"
"339",55.7073,-133.342,8,1.4,1.28576,49.7909,35.95777,34.80434,33.63639,NA,NA,NA,"2017_H_02"
"340",55.7073,-133.342,9,1.4,1.27902,49.90016,33.81704,32.62801,31.30455,NA,NA,NA,"2017_H_02"
"341",55.7073,-133.342,10,1.2,1.2903,43.64178,30.21843,28.86683,27.78224,NA,NA,NA,"2017_H_02"
"342",55.7073,-133.342,11,1.4,1.29807,45.79777,28.52792,27.29551,26.077,NA,NA,NA,"2017_H_02"
"343",55.7073,-133.342,12,1.4,1.29281,49.58354,33.93911,32.38564,31.20958,25.85453,55.77819,54.75996,"2017_H_02"
"344",55.7073,-133.342,13,1.4,1.30106,46.92848,31.22821,29.83933,28.72734,NA,NA,NA,"2017_H_02"
"345",55.7073,-133.342,14,1.2,1.30291,41.77355,30.12212,28.87973,27.95661,NA,NA,NA,"2017_H_02"
"346",55.7073,-133.342,15,1.4,1.27405,58.26904,45.15565,43.87268,42.72382,NA,NA,NA,"2017_H_02"
"347",55.7073,-133.342,16,1.5,1.28547,56.77873,42.9211,41.60539,40.21946,NA,NA,NA,"2017_H_02"
"348",55.7073,-133.342,17,1.5,1.30291,59.28007,47.44122,46.00451,44.81176,27.42914,70.95681,69.81656,"2017_H_02"
"349",55.7073,-133.342,18,1.4,1.29358,55.32624,43.27069,41.76826,40.8167,NA,NA,NA,"2017_H_02"
"350",55.7073,-133.342,19,1.4,1.29643,52.37147,40.4662,39.24869,38.14552,NA,NA,NA,"2017_H_02"
"351",55.7073,-133.342,20,1.5,1.2922,59.61168,46.24226,44.70895,43.57184,NA,NA,NA,"2017_H_02"
"352",55.7073,-133.342,21,1.5,1.28314,69.15123,52.59923,51.00582,49.68866,NA,NA,NA,"2017_H_02"
"353",55.80692,-133.171,1,1.1,1.28156,26.25649,12.275,11.17372,10.6405,NA,NA,NA,"2017_H_03"
"354",55.80692,-133.171,2,1.2,1.29873,32.70869,15.78024,15.69359,14.17407,26.96673,36.3305,35.40285,"2017_H_03"
"355",55.80692,-133.171,3,1.1,1.28204,29.03589,13.64867,12.33568,11.59781,NA,NA,NA,"2017_H_03"
"356",55.80692,-133.171,4,1.2,1.29186,35.58322,17.29025,16.2007,15.40001,NA,NA,NA,"2017_H_03"
"357",55.80692,-133.171,5,1,1.28819,28.99549,15.09539,14.04854,13.40976,NA,NA,NA,"2017_H_03"
"358",55.80692,-133.171,6,1.1,1.30288,33.39431,17.79737,16.59463,15.91652,NA,NA,NA,"2017_H_03"
"359",55.80692,-133.171,7,1.2,1.29381,37.28436,20.44792,18.92107,18.1613,28.96381,43.59663,42.36126,"2017_H_03"
"360",55.80692,-133.171,8,1.3,1.2974,42.22019,23.93374,22.56387,21.67454,NA,NA,NA,"2017_H_03"
"361",55.80692,-133.171,9,1.2,1.28136,36.84953,21.29699,19.9905,19.01898,NA,NA,NA,"2017_H_03"
"362",55.80692,-133.171,10,1.2,1.28288,34.40545,18.97245,17.62073,16.7951,NA,NA,NA,"2017_H_03"
"363",55.80692,-133.171,11,1.1,1.27733,35.73697,20.2238,18.86694,17.93766,NA,NA,NA,"2017_H_03"
"364",55.80692,-133.171,12,1,1.29435,29.37887,17.11157,15.52438,14.90844,30.15196,46.83028,46.08245,"2017_H_03"
"365",55.80692,-133.171,13,1.2,1.2934,38.7943,23.49176,21.38038,21.47065,NA,NA,NA,"2017_H_03"
"366",55.80692,-133.171,14,1.1,1.29376,39.97036,27.59244,25.95914,25.39384,NA,NA,NA,"2017_H_03"
"367",55.80692,-133.171,15,1.1,1.28993,35.23992,23.78673,22.57877,21.97666,NA,NA,NA,"2017_H_03"
"368",55.80692,-133.171,16,1.1,1.29566,38.1403,25.54423,23.84107,23.18235,NA,NA,NA,"2017_H_03"
"369",55.80692,-133.171,17,1,1.27915,30.41421,18.79,17.22389,16.66275,27.13085,49.05568,48.28915,"2017_H_03"
"370",55.80692,-133.171,18,1,1.28603,31.94641,19.65829,18.42948,17.72319,NA,NA,NA,"2017_H_03"
"371",55.80692,-133.171,19,1,1.29318,33.83411,20.15514,19.0031,18.33376,NA,NA,NA,"2017_H_03"
"372",55.80692,-133.171,20,1,1.28101,31.72966,18.23502,17.11969,16.36589,NA,NA,NA,"2017_H_03"
"373",55.80692,-133.171,21,1.1,1.29154,33.30064,19.50412,18.50033,17.68819,NA,NA,NA,"2017_H_03"
"374",55.80692,-133.171,22,1.1,1.2805,34.94971,20.72236,19.61545,18.65492,26.90636,43.33724,42.12772,"2017_H_03"
"375",55.80692,-133.171,23,1.2,1.28365,38.35907,23.32564,21.69187,20.94768,NA,NA,NA,"2017_H_03"
"376",55.80692,-133.171,24,1.1,1.27719,35.54923,21.59789,20.28085,19.59804,NA,NA,NA,"2017_H_03"
"377",55.80692,-133.171,25,0.9,1.28367,28.74391,17.06484,15.74403,14.85952,NA,NA,NA,"2017_H_03"
"378",55.80692,-133.171,26,1.1,1.27052,34.51745,20.92375,19.70269,18.51565,NA,NA,NA,"2017_H_03"
"379",55.80692,-133.171,27,1.1,1.29315,37.3344,24.99108,23.31652,22.36928,26.20465,43.47287,42.98505,"2017_H_03"
"380",55.80692,-133.171,28,1.1,1.28649,39.11586,26.26264,24.57151,23.56304,NA,NA,NA,"2017_H_03"
"381",55.80692,-133.171,29,1.2,1.2956,36.4914,22.62855,21.12759,19.99262,NA,NA,NA,"2017_H_03"
"382",55.80692,-133.171,30,1.1,1.29757,39.10207,22.41692,21.05021,19.72488,NA,NA,NA,"2017_H_03"
"383",55.80692,-133.171,31,1.1,1.28386,32.08915,17.83714,16.50417,15.35039,NA,NA,NA,"2017_H_03"
"384",55.80692,-133.171,32,1.3,1.29016,32.3277,17.59857,16.28991,15.23511,NA,NA,NA,"2017_H_03"
"385",55.80692,-133.171,33,1.1,1.28282,33.36406,18.64505,17.2101,16.1888,24.60446,38.68569,38.24783,"2017_H_03"
"386",55.80692,-133.171,34,1.3,1.27584,18.66876,10.43731,9.40527,8.90678,NA,NA,NA,"2017_H_03"
"387",55.22962,-132.925,1,1.4,1.28103,32.62812,7.11942,6.12465,5.81263,NA,NA,NA,"2017_L_03"
"388",55.22962,-132.925,2,1.4,1.27402,46.67351,32.41777,31.18957,30.27167,25.77578,54.75505,53.18214,"2017_L_03"
"389",55.22962,-132.925,3,1.2,1.28872,43.99636,31.99421,30.53352,29.58489,NA,NA,NA,"2017_L_03"
"390",55.22962,-132.925,4,1.3,1.2875,48.72921,36.89053,35.37997,34.458,NA,NA,NA,"2017_L_03"
"391",55.22962,-132.925,5,1.3,1.29444,48.27061,35.43537,33.99293,33.04563,NA,NA,NA,"2017_L_03"
"392",55.22962,-132.925,6,1.3,1.29301,47.74154,35.19694,33.78173,32.77156,NA,NA,NA,"2017_L_03"
"393",55.22962,-132.925,7,1.3,1.29347,49.61139,37.85956,36.47471,35.5429,24.87085,59.08937,57.40871,"2017_L_03"
"394",55.22962,-132.925,8,1.3,1.27941,50.42805,38.87251,37.52127,36.70567,NA,NA,NA,"2017_L_03"
"395",55.22962,-132.925,9,1.3,1.28197,47.84771,36.24135,34.98226,34.04827,NA,NA,NA,"2017_L_03"
"396",55.22962,-132.925,10,1.4,1.27842,49.1787,37.25436,36.04494,35.19094,NA,NA,NA,"2017_L_03"
"397",55.22962,-132.925,11,1.2,1.28635,48.30062,38.27179,36.96761,36.15772,NA,NA,NA,"2017_L_03"
"398",55.22962,-132.925,12,1.4,1.28606,52.12281,39.94511,38.68313,37.70035,28.63931,64.86521,60.50674,"2017_L_03"
"399",55.22962,-132.925,13,1.3,1.29402,50.31766,37.47461,36.04215,35.0715,NA,NA,NA,"2017_L_03"
"400",55.22962,-132.925,14,1.2,1.28683,48.80562,38.84933,37.48419,36.71315,NA,NA,NA,"2017_L_03"
"401",55.22962,-132.925,15,1.4,1.29162,55.8972,46.12643,44.698,43.91987,NA,NA,NA,"2017_L_03"
"402",55.22962,-132.925,16,1.2,1.27121,44.23244,37.82679,36.83789,36.2735,NA,NA,NA,"2017_L_03"
"403",55.22962,-132.925,17,1.4,1.28417,56.0507,48.626,47.47332,36.27466,27.22812,62.20885,60.6634,"2017_L_03"
"404",55.73361,-133.29,1,1.3,1.29737,56.22122,31.75537,30.4019,29.22942,NA,NA,NA,"2017_H_04"
"405",55.73361,-133.29,2,1.3,1.25791,31.79903,19.55777,18.00096,17.37127,27.6254,43.74212,42.71888,"2017_H_04"
"406",55.73361,-133.29,3,1.3,1.29791,23.14381,13.39894,11.96996,11.50305,NA,NA,NA,"2017_H_04"
"407",55.73361,-133.29,4,1.2,1.2942,36.59647,21.63423,20.31041,19.5243,NA,NA,NA,"2017_H_04"
"408",55.73361,-133.29,5,1.2,1.26666,38.42793,23.27643,22.01764,21.25554,NA,NA,NA,"2017_H_04"
"409",55.73361,-133.29,6,1.3,1.26912,41.80755,25.6715,24.13135,23.22237,NA,NA,NA,"2017_H_04"
"410",55.73361,-133.29,7,1.2,1.26414,40.49213,25.68826,24.24147,23.40651,28.54073,50.68532,49.89376,"2017_H_04"
"411",55.73361,-133.29,8,1.2,1.28848,41.94373,26.48697,25.26255,24.38443,NA,NA,NA,"2017_H_04"
"412",55.73361,-133.29,9,1.2,1.28481,42.04194,27.87237,26.28832,25.32882,NA,NA,NA,"2017_H_04"
"413",55.73361,-133.29,10,1.2,1.28222,39.02368,25.58251,24.10401,23.15043,NA,NA,NA,"2017_H_04"
"414",55.73361,-133.29,11,1.3,1.28629,47.31995,32.38069,30.97917,30.9061,NA,NA,NA,"2017_H_04"
"415",55.73361,-133.29,12,1.4,1.28617,50.61796,34.23274,32.73082,31.58144,28.04057,58.33081,56.55993,"2017_H_04"
"416",55.73361,-133.29,13,1.2,1.28927,44.13835,30.96553,29.34123,28.40468,NA,NA,NA,"2017_H_04"
"417",55.73361,-133.29,14,1.2,1.24733,44.3919,30.82528,29.42246,28.4576,NA,NA,NA,"2017_H_04"
"418",55.73361,-133.29,15,1.3,1.25632,47.80698,33.49814,31.83965,30.77212,NA,NA,NA,"2017_H_04"
"419",55.73361,-133.29,16,1.3,1.25762,46.46989,32.24446,30.6498,29.71551,NA,NA,NA,"2017_H_04"
"420",55.73361,-133.29,17,1.2,1.25931,34.71374,23.12953,21.50961,20.65988,26.79513,45.4519522,45.13296,"2017_H_04"
"421",55.73361,-133.29,18,1.2,1.28213,32.36572,21.2421,19.85864,19.00663,NA,NA,NA,"2017_H_04"
"422",55.73361,-133.29,19,1.4,1.26275,15.14136,10.25233,8.74265,8.44913,NA,NA,NA,"2017_H_04"
"423",55.73361,-133.29,20,1.2,1.31741,30.43606,19.86816,18.34853,17.95268,NA,NA,NA,"2017_H_04"
"424",55.73361,-133.29,21,1.4,1.28549,47.55736,31.5045,30.08998,29.21415,NA,NA,NA,"2017_H_04"
"425",55.73361,-133.29,22,1.4,1.26439,41.63412,29.58523,28.16153,27.30757,26.19505,52.23181,49.23045,"2017_H_04"
"426",55.73361,-133.29,23,1.4,1.26708,53.71901,39.26088,37.89641,36.87906,NA,NA,NA,"2017_H_04"
"427",55.73361,-133.29,24,1.4,1.307,43.19681,31.08385,29.46235,28.69373,NA,NA,NA,"2017_H_04"
"428",55.73361,-133.29,25,1.3,1.24762,48.32515,33.79137,32.24644,31.26195,NA,NA,NA,"2017_H_04"
"429",55.73361,-133.29,26,1.2,1.26581,42.41775,29.42572,27.72345,26.88665,NA,NA,NA,"2017_H_04"
