region,site_name,latitude_N,longitude_E,date_DDMMYY,year,replicate,n_otter
"west prince of wales island, alaska",Kinani Point,55.887665,-133.27977,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.905674,-133.257629,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.906853,-133.256409,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.902271,-133.257187,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.907143,-133.264404,5/8/17,2018,2,4
"west prince of wales island, alaska",Kinani Point,55.910942,-133.268341,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.913441,-133.277771,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.916615,-133.266373,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.885017,-133.254974,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.886738,-133.260696,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.888195,-133.255905,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.889244,-133.25528,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.8787,-133.269058,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.877529,-133.266449,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.872639,-133.275299,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.873615,-133.283691,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.871246,-133.284958,7/6/18,2018,1,4
"west prince of wales island, alaska",Kinani Point,55.877151,-133.279312,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.869869,-133.281509,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.87674,-133.285675,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.868073,-133.282333,7/6/18,2018,1,4
"west prince of wales island, alaska",Kinani Point,55.880901,-133.276184,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.879185,-133.291428,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.880516,-133.284927,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.882359,-133.289612,7/6/18,2018,1,26
"west prince of wales island, alaska",Kinani Point,55.88456,-133.287552,7/6/18,2018,1,30
"west prince of wales island, alaska",Kinani Point,55.886204,-133.274506,7/6/18,2018,1,2
"west prince of wales island, alaska",Kinani Point,55.885098,-133.270142,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.890026,-133.273346,7/6/18,2018,1,2
"west prince of wales island, alaska",Kinani Point,55.893856,-133.26886,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.893734,-133.273941,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.907749,-133.262329,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.902359,-133.264389,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.90625,-133.268417,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.91198,-133.272171,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.91518,-133.280273,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point,55.912842,-133.284409,7/6/18,2018,1,1
"west prince of wales island, alaska",Mushroom Island,55.214375,-132.846741,12/6/18,2018,1,0
"west prince of wales island, alaska",Mushroom Island,55.214375,-132.846741,26/7/18,2018,2,0
"west prince of wales island, alaska",N Fish Egg Island,55.472855,-133.159195,21/7/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.467472,-133.17366,21/6/17,2017,1,4
"west prince of wales island, alaska",N Fish Egg Island,55.478146,-133.211517,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.472572,-133.204391,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.476574,-133.193527,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.476768,-133.195023,21/6/17,2017,1,2
"west prince of wales island, alaska",N Fish Egg Island,55.487724,-133.18721,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.493855,-133.19487,21/6/17,2017,1,10
"west prince of wales island, alaska",N Fish Egg Island,55.485275,-133.186432,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.492455,-133.188492,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.494236,-133.216248,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.506054,-133.213745,21/6/17,2017,1,2
"west prince of wales island, alaska",N Fish Egg Island,55.50943,-133.179153,21/6/17,2017,1,5
"west prince of wales island, alaska",N Fish Egg Island,55.505924,-133.183258,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.512859,-133.178375,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.524097,-133.176376,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.524902,-133.179932,21/6/17,2017,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.495296,-133.193069,5/8/17,2017,2,4
"west prince of wales island, alaska",N Fish Egg Island,55.49498,-133.190842,5/8/17,2017,2,1
"west prince of wales island, alaska",N Fish Egg Island,55.493584,-133.193436,5/8/17,2017,2,1
"west prince of wales island, alaska",N Fish Egg Island,55.477821,-133.192612,5/8/17,2017,2,2
"west prince of wales island, alaska",N Fish Egg Island,55.50415,-133.188812,9/7/18,2018,1,1
"west prince of wales island, alaska",N Fish Egg Island,55.503952,-133.188538,8/8/18,2018,2,1
"west prince of wales island, alaska",N Fish Egg Island,55.490326,-133.203018,8/8/18,2018,2,1
"west prince of wales island, alaska",N Fish Egg Island,55.493473,-133.187973,8/8/18,2018,2,1
"west prince of wales island, alaska",Natzuhini Bay 1,55.25051,-132.883,28/6/17,2017,1,0
"west prince of wales island, alaska",Natzuhini Bay 1,55.25051,-132.883,25/7/17,2017,2,0
"west prince of wales island, alaska",Natzuhini Bay 2,55.247539,-132.879147,12/6/18,2018,1,0
"west prince of wales island, alaska",Natzuhini Bay 2,55.247539,-132.879147,26/7/18,2018,2,0
"west prince of wales island, alaska",Natzuhini Bay 3,55.241887,-132.837131,12/6/18,2018,1,0
"west prince of wales island, alaska",Natzuhini Bay 3,55.241887,-132.837131,26/7/18,2018,2,0
"west prince of wales island, alaska",Naukati Bay,55.840263,-133.218735,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.849903,-133.204849,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.855869,-133.188629,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.856236,-133.185242,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.856026,-133.177948,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.859459,-133.179367,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.863777,-133.179459,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.867065,-133.176315,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.867535,-133.158371,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.86565,-133.161636,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.864269,-133.164276,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.874985,-133.160446,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.877335,-133.161758,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.881207,-133.154221,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.88031,-133.157288,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.88134,-133.156754,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.881824,-133.157211,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.881798,-133.165741,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.845081,-133.190262,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.841194,-133.176086,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.838497,-133.183487,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.842487,-133.200516,21/7/17,2017,1,1
"west prince of wales island, alaska",Naukati Bay,55.853447,-133.192322,18/8/17,2017,2,4
"west prince of wales island, alaska",Naukati Bay,55.855408,-133.20723,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.858868,-133.202362,18/8/17,2017,2,2
"west prince of wales island, alaska",Naukati Bay,55.856171,-133.194244,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.856983,-133.190491,18/8/17,2017,2,2
"west prince of wales island, alaska",Naukati Bay,55.856911,-133.186874,18/8/17,2017,2,2
"west prince of wales island, alaska",Naukati Bay,55.856102,-133.180237,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.858017,-133.181992,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.857307,-133.174484,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.858166,-133.16925,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.858955,-133.16655,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.858486,-133.164154,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.866371,-133.169983,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.867554,-133.166611,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.863914,-133.167572,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.87027,-133.158493,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.869568,-133.159851,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.871391,-133.156464,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.872528,-133.15509,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.874775,-133.157959,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.873299,-133.159073,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.881336,-133.166077,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.877167,-133.152466,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.879326,-133.152451,18/8/17,2017,2,1
"west prince of wales island, alaska",Naukati Bay,55.880081,-133.155029,18/8/17,2017,2,1
"west prince of wales island, alaska",North Pass 1,55.22962,-132.925,27/6/17,2017,1,0
"west prince of wales island, alaska",North Pass 1,55.22962,-132.925,25/7/17,2017,2,0
"west prince of wales island, alaska",North Pass 2,55.228252,-132.910143,12/6/18,2018,1,0
"west prince of wales island, alaska",North Pass 2,55.228252,-132.910143,26/7/18,2018,2,0
"west prince of wales island, alaska",Nossuk Bay 1,55.742424,-133.349731,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.739788,-133.345352,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.737988,-133.343948,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.732716,-133.342651,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.72385,-133.350098,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.717709,-133.334351,23/6/17,2017,1,10
"west prince of wales island, alaska",Nossuk Bay 1,55.715092,-133.336914,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.716122,-133.344864,23/6/17,2017,1,3
"west prince of wales island, alaska",Nossuk Bay 1,55.712334,-133.341644,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.712517,-133.345627,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.713089,-133.347672,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.719166,-133.350632,23/6/17,2017,1,3
"west prince of wales island, alaska",Nossuk Bay 1,55.72065,-133.355698,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.729664,-133.362305,23/6/17,2017,1,2
"west prince of wales island, alaska",Nossuk Bay 1,55.727631,-133.363113,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.729561,-133.370819,23/6/17,2017,1,1
"west prince of wales island, alaska",Nossuk Bay 1,55.73262,-133.342987,21/7/17,2017,2,5
"west prince of wales island, alaska",Nossuk Bay 1,55.734688,-133.344833,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.736729,-133.338562,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.73138,-133.339005,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.736,-133.341888,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.73262,-133.34021,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.732185,-133.339279,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.732372,-133.335815,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.73177,-133.335785,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.729633,-133.341446,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.729134,-133.342209,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.728756,-133.340027,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.72752,-133.344513,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.728691,-133.341278,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.724396,-133.340134,21/7/17,2017,2,3
"west prince of wales island, alaska",Nossuk Bay 1,55.724495,-133.342285,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.72533,-133.343262,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.718117,-133.339844,21/7/17,2017,2,8
"west prince of wales island, alaska",Nossuk Bay 1,55.719254,-133.337234,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.71957,-133.334305,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.719707,-133.338287,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.719292,-133.33815,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.716297,-133.333694,21/7/17,2017,2,3
"west prince of wales island, alaska",Nossuk Bay 1,55.713963,-133.331757,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.714672,-133.338806,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.713261,-133.343399,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.712433,-133.341644,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.712444,-133.343674,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.71241,-133.345215,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.712669,-133.349625,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.711403,-133.344467,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.711281,-133.340744,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.712234,-133.338211,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.717701,-133.354156,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.721951,-133.351944,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.723255,-133.352448,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.724869,-133.352798,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.718075,-133.357162,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.727352,-133.350723,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.728378,-133.349487,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.729534,-133.350372,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 1,55.72578,-133.361313,21/7/17,2017,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.73695,-133.337036,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.732433,-133.335388,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.723297,-133.349503,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay 2,55.725449,-133.349991,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.718941,-133.339035,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.723667,-133.347885,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay 2,55.726353,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.712727,-133.343185,5/8/17,2018,2,9
"west prince of wales island, alaska",Nossuk Bay 2,55.716503,-133.336319,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.714413,-133.340897,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay 2,55.717083,-133.334427,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.733734,-133.362366,5/8/17,2018,2,4
"west prince of wales island, alaska",Nossuk Bay 2,55.737751,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.734573,-133.365189,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 2,55.733395,-133.359818,5/8/17,2018,2,2
"west prince of wales island, alaska",Nossuk Bay 2,55.7337,-133.367081,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.718109,-133.339737,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.716091,-133.333313,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.715408,-133.334091,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.724358,-133.33783,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.729038,-133.340088,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.730083,-133.343491,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.731995,-133.338867,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.737759,-133.339661,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.735161,-133.333344,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 2,55.736958,-133.354248,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.743195,-133.348343,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.73695,-133.337036,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.732433,-133.335388,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.723297,-133.349503,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay 3,55.725449,-133.349991,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.718941,-133.339035,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.723667,-133.347885,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay 3,55.726353,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.712727,-133.343185,5/8/17,2018,2,9
"west prince of wales island, alaska",Nossuk Bay 3,55.716503,-133.336319,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.714413,-133.340897,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay 3,55.717083,-133.334427,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.733734,-133.362366,5/8/17,2018,2,4
"west prince of wales island, alaska",Nossuk Bay 3,55.737751,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.734573,-133.365189,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay 3,55.733395,-133.359818,5/8/17,2018,2,2
"west prince of wales island, alaska",Nossuk Bay 3,55.7337,-133.367081,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.718109,-133.339737,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.716091,-133.333313,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.715408,-133.334091,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.724358,-133.33783,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.729038,-133.340088,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.730083,-133.343491,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.731995,-133.338867,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.737759,-133.339661,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.735161,-133.333344,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.742439,-133.352478,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.736958,-133.354248,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay 3,55.745426,-133.349335,5/5/18,2018,1,1
"west prince of wales island, alaska",Port Caldera,55.36209,-133.161232,9/7/18,2018,1,0
"west prince of wales island, alaska",Port Caldera,55.36209,-133.161232,26/7/18,2018,2,0
"west prince of wales island, alaska",Port Refugio,55.297726,-133.300232,22/7/17,2017,1,0
"west prince of wales island, alaska",Port Refugio,55.297726,-133.300232,20/8/17,2017,2,1
"west prince of wales island, alaska",Port Refugio,55.297726,-133.300232,20/8/17,2017,2,1
"west prince of wales island, alaska",Port Refugio,55.282137,-133.334028,24/7/18,2018,1,0
"west prince of wales island, alaska",Port Refugio,55.282137,-133.334028,14/8/18,2018,2,0
"west prince of wales island, alaska",S Fish Egg Island,55.464462,-133.153534,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.462708,-133.174713,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.462681,-133.176941,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.458973,-133.17572,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.457355,-133.175613,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.458363,-133.169785,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.454464,-133.15625,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.466183,-133.200287,21/6/17,2017,1,2
"west prince of wales island, alaska",S Fish Egg Island,55.463009,-133.204239,21/6/17,2017,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.469387,-133.221085,21/6/17,2017,1,10
"west prince of wales island, alaska",S Fish Egg Island,55.50415,-133.188812,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.498596,-133.215668,9/7/18,2018,1,2
"west prince of wales island, alaska",S Fish Egg Island,55.485199,-133.195892,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.478764,-133.192657,9/7/18,2018,1,3
"west prince of wales island, alaska",S Fish Egg Island,55.479568,-133.225403,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.486057,-133.232559,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.480019,-133.228027,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.47501,-133.193436,9/7/18,2018,1,2
"west prince of wales island, alaska",S Fish Egg Island,55.471405,-133.205444,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.469635,-133.219482,9/7/18,2018,1,8
"west prince of wales island, alaska",S Fish Egg Island,55.465527,-133.202576,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.470875,-133.187164,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.475163,-133.157257,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island,55.503952,-133.188538,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island,55.490326,-133.203018,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island,55.493473,-133.187973,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island,55.480896,-133.192688,8/8/18,2018,2,2
"west prince of wales island, alaska",S Fish Egg Island,55.472973,-133.193924,8/8/18,2018,2,7
"west prince of wales island, alaska",S Fish Egg Island,55.466896,-133.212219,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island,55.476746,-133.159119,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island,55.478092,-133.155838,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island,55.480141,-133.150574,8/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.497635,-133.142532,25/6/17,2017,1,1
"west prince of wales island, alaska",S Wadleigh Island,55.510597,-133.181381,25/6/17,2017,1,1
"west prince of wales island, alaska",S Wadleigh Island,55.515724,-133.182922,25/6/17,2017,1,1
"west prince of wales island, alaska",S Wadleigh Island,55.545929,-133.164276,25/6/17,2017,1,1
"west prince of wales island, alaska",S Wadleigh Island,55.52623,-133.204407,25/6/17,2017,1,6
"west prince of wales island, alaska",S Wadleigh Island,55.526657,-133.204025,20/7/17,2017,2,5
"west prince of wales island, alaska",S Wadleigh Island,55.536926,-133.186172,20/7/17,2017,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.511108,-133.178238,20/7/17,2017,2,2
"west prince of wales island, alaska",S Wadleigh Island,55.511356,-133.167038,20/7/17,2017,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.521561,-133.180756,11/6/18,2018,1,2
"west prince of wales island, alaska",S Wadleigh Island,55.527645,-133.199982,11/6/18,2018,1,2
"west prince of wales island, alaska",S Wadleigh Island,55.526649,-133.20256,11/6/18,2018,1,3
"west prince of wales island, alaska",S Wadleigh Island,55.552891,-133.169449,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.538914,-133.17688,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.536732,-133.186172,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.531502,-133.195724,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.529076,-133.199814,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.527618,-133.197861,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.528908,-133.198547,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island,55.536198,-133.169128,3/8/18,2018,2,1
"west prince of wales island, alaska",S16,54.887367,-132.812622,23/7/17,2017,NA,5
"west prince of wales island, alaska",S16,54.886642,-132.828949,23/7/17,2017,NA,3
"west prince of wales island, alaska",S16,54.882229,-132.826736,23/7/17,2017,NA,1
"west prince of wales island, alaska",S16,54.887424,-132.835953,23/7/17,2017,NA,150
"west prince of wales island, alaska",S16,54.87822,-132.823456,23/7/17,2017,NA,5
"west prince of wales island, alaska",S16,54.880283,-132.825928,23/7/17,2017,NA,1
"west prince of wales island, alaska",S16,54.87912,-132.826584,23/7/17,2017,NA,1
