geo_region,site_name,site_code,so_region,latitude_N,longitude_E,date_mm.dd.yyyy,year,replicate,n_otter
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.755524,-133.303299,31/7/18,2018,2,2
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.752914,-133.301865,31/7/18,2018,2,3
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.746338,-133.307251,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.754375,-133.300171,31/7/18,2018,2,27
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.754162,-133.296967,31/7/18,2018,2,4
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.750961,-133.291046,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.754528,-133.287582,31/7/18,2018,2,5
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.755386,-133.290253,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.760189,-133.291687,31/7/18,2018,2,51
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.76305,-133.284836,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.760532,-133.280762,31/7/18,2018,2,3
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.759781,-133.283783,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.761009,-133.270859,31/7/18,2018,2,2
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.747227,-133.26535,31/7/18,2018,2,2
"west prince of wales island, alaska",Guktu Cove b,H_06_b,High,55.740803,-133.291962,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.760326,-133.307114,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.762115,-133.303635,6/6/18,2018,1,2
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.758949,-133.308655,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.758083,-133.308044,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.751186,-133.288498,6/6/18,2018,1,2
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.748653,-133.301529,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.75391,-133.299744,6/6/18,2018,1,2
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.754585,-133.296021,6/6/18,2018,1,6
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.75713,-133.300232,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.757771,-133.295471,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.759029,-133.290329,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.763535,-133.287292,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.761444,-133.281723,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.764179,-133.278687,6/6/18,2018,1,6
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.761086,-133.274826,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.752193,-133.284683,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.73624,-133.295547,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.746967,-133.276978,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.752132,-133.267273,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.750481,-133.262772,6/6/18,2018,1,3
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.754589,-133.254517,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.761406,-133.304214,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.755524,-133.303299,31/7/18,2018,2,2
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.752914,-133.301865,31/7/18,2018,2,3
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.746338,-133.307251,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.754375,-133.300171,31/7/18,2018,2,27
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.754162,-133.296967,31/7/18,2018,2,4
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.750961,-133.291046,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.754528,-133.287582,31/7/18,2018,2,5
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.755386,-133.290253,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.760189,-133.291687,31/7/18,2018,2,51
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.76305,-133.284836,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.760532,-133.280762,31/7/18,2018,2,3
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.759781,-133.283783,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.761009,-133.270859,31/7/18,2018,2,2
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.759583,-133.266006,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.754898,-133.257401,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.747227,-133.26535,31/7/18,2018,2,2
"west prince of wales island, alaska",Kaguk Cove a,H_04_a,High,55.740803,-133.291962,31/7/18,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.885738,-133.254913,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.887108,-133.268234,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.875191,-133.273544,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.878216,-133.280792,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.880264,-133.285172,5/8/17,2018,2,75
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.882683,-133.279587,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.887665,-133.27977,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.905674,-133.257629,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.906853,-133.256409,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.902271,-133.257187,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.907143,-133.264404,5/8/17,2018,2,4
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.910942,-133.268341,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.913441,-133.277771,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.916615,-133.266373,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.885017,-133.254974,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.886738,-133.260696,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.888195,-133.255905,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.889244,-133.25528,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.8787,-133.269058,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.877529,-133.266449,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.872639,-133.275299,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.873615,-133.283691,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.871246,-133.284958,7/6/18,2018,1,4
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.877151,-133.279312,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.869869,-133.281509,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.87674,-133.285675,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.868073,-133.282333,7/6/18,2018,1,4
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.880901,-133.276184,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.879185,-133.291428,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.880516,-133.284927,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.882359,-133.289612,7/6/18,2018,1,26
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.88456,-133.287552,7/6/18,2018,1,30
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.886204,-133.274506,7/6/18,2018,1,2
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.885098,-133.270142,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.890026,-133.273346,7/6/18,2018,1,2
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.893856,-133.26886,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.893734,-133.273941,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.907749,-133.262329,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.902359,-133.264389,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.90625,-133.268417,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.91198,-133.272171,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.91518,-133.280273,7/6/18,2018,1,1
"west prince of wales island, alaska",Kinani Point a,H_08_a,High,55.912842,-133.284409,7/6/18,2018,1,1
"west prince of wales island, alaska",Mushroom Island a,L_09_a,Low,55.214375,-132.846741,12/6/18,2018,1,0
"west prince of wales island, alaska",Mushroom Island a,L_09_a,Low,55.214375,-132.846741,26/7/18,2018,2,0
"west prince of wales island, alaska",N Fish Egg Island a,M_02_a,Mid,55.50415,-133.188812,9/7/18,2018,1,1
"west prince of wales island, alaska",N Fish Egg Island a,M_02_a,Mid,55.503952,-133.188538,8/8/18,2018,2,1
"west prince of wales island, alaska",N Fish Egg Island a,M_02_a,Mid,55.490326,-133.203018,8/8/18,2018,2,1
"west prince of wales island, alaska",N Fish Egg Island a,M_02_a,Mid,55.493473,-133.187973,8/8/18,2018,2,1
"west prince of wales island, alaska",Natzuhini Bay b,L_04_b,Low,55.247539,-132.879147,12/6/18,2018,1,0
"west prince of wales island, alaska",Natzuhini Bay b,L_04_b,Low,55.247539,-132.879147,26/7/18,2018,2,0
"west prince of wales island, alaska",Natzuhini Bay c,L_04_c,Low,55.241887,-132.837131,12/6/18,2018,1,0
"west prince of wales island, alaska",Natzuhini Bay c,L_04_c,Low,55.241887,-132.837131,26/7/18,2018,2,0
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.848503,-133.195084,6/6/18,2018,1,3
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.849056,-133.190628,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.848515,-133.192307,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.843834,-133.180954,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.837101,-133.171738,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.848583,-133.17366,6/6/18,2018,1,2
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.853249,-133.171219,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.853832,-133.17511,6/6/18,2018,1,4
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.861637,-133.168777,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.858509,-133.169083,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.880466,-133.152298,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.884262,-133.170776,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.884251,-133.15889,6/6/18,2018,1,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.839386,-133.179855,31/7/18,2018,2,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.844585,-133.188919,31/7/18,2018,2,7
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.849068,-133.193283,31/7/18,2018,2,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.850529,-133.186752,31/7/18,2018,2,8
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.850952,-133.167786,31/7/18,2018,2,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.847706,-133.168732,31/7/18,2018,2,3
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.84684,-133.164566,31/7/18,2018,2,2
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.847424,-133.173157,31/7/18,2018,2,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.859211,-133.175888,31/7/18,2018,2,1
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.858982,-133.169327,31/7/18,2018,2,2
"west prince of wales island, alaska",Naukati Bay b,H_05_b,High,55.879932,-133.156769,31/7/18,2018,2,1
"west prince of wales island, alaska",North Pass b,L_03_b,Low,55.228252,-132.910143,12/6/18,2018,1,0
"west prince of wales island, alaska",North Pass b,L_03_b,Low,55.228252,-132.910143,26/7/18,2018,2,0
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.73695,-133.337036,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.732433,-133.335388,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.723297,-133.349503,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.725449,-133.349991,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.718941,-133.339035,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.723667,-133.347885,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.726353,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.712727,-133.343185,5/8/17,2018,2,9
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.716503,-133.336319,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.714413,-133.340897,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.717083,-133.334427,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.733734,-133.362366,5/8/17,2018,2,4
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.737751,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.734573,-133.365189,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.733395,-133.359818,5/8/17,2018,2,2
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.7337,-133.367081,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.718109,-133.339737,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.716091,-133.333313,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.715408,-133.334091,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.724358,-133.33783,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.729038,-133.340088,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.730083,-133.343491,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.731995,-133.338867,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.737759,-133.339661,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.735161,-133.333344,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay b,H_02_b,High,55.736958,-133.354248,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.743195,-133.348343,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.73695,-133.337036,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.732433,-133.335388,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.723297,-133.349503,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.725449,-133.349991,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.718941,-133.339035,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.723667,-133.347885,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.726353,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.712727,-133.343185,5/8/17,2018,2,9
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.716503,-133.336319,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.714413,-133.340897,5/8/17,2018,2,3
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.717083,-133.334427,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.733734,-133.362366,5/8/17,2018,2,4
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.737751,-133.354996,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.734573,-133.365189,5/8/17,2018,2,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.733395,-133.359818,5/8/17,2018,2,2
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.7337,-133.367081,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.718109,-133.339737,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.716091,-133.333313,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.715408,-133.334091,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.724358,-133.33783,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.729038,-133.340088,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.730083,-133.343491,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.731995,-133.338867,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.737759,-133.339661,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.735161,-133.333344,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.742439,-133.352478,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.736958,-133.354248,5/5/18,2018,1,1
"west prince of wales island, alaska",Nossuk Bay c,H_02_c,High,55.745426,-133.349335,5/5/18,2018,1,1
"west prince of wales island, alaska",Port Caldera a,M_09_a,Mid,55.36209,-133.161232,9/7/18,2018,1,0
"west prince of wales island, alaska",Port Caldera a,M_09_a,Mid,55.36209,-133.161232,26/7/18,2018,2,0
"west prince of wales island, alaska",Port Refugio a,M_08_a,Mid,55.282137,-133.334028,24/7/18,2018,1,0
"west prince of wales island, alaska",Port Refugio a,M_08_a,Mid,55.282137,-133.334028,14/8/18,2018,2,0
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.50415,-133.188812,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.498596,-133.215668,9/7/18,2018,1,2
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.485199,-133.195892,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.478764,-133.192657,9/7/18,2018,1,3
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.479568,-133.225403,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.486057,-133.232559,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.480019,-133.228027,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.47501,-133.193436,9/7/18,2018,1,2
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.471405,-133.205444,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.469635,-133.219482,9/7/18,2018,1,8
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.465527,-133.202576,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.470875,-133.187164,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.475163,-133.157257,9/7/18,2018,1,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.503952,-133.188538,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.490326,-133.203018,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.493473,-133.187973,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.480896,-133.192688,8/8/18,2018,2,2
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.472973,-133.193924,8/8/18,2018,2,7
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.466896,-133.212219,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.476746,-133.159119,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.478092,-133.155838,8/8/18,2018,2,1
"west prince of wales island, alaska",S Fish Egg Island a,M_03_a,Mid,55.480141,-133.150574,8/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.521561,-133.180756,11/6/18,2018,1,2
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.527645,-133.199982,11/6/18,2018,1,2
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.526649,-133.20256,11/6/18,2018,1,3
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.552891,-133.169449,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.538914,-133.17688,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.536732,-133.186172,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.531502,-133.195724,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.529076,-133.199814,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.527618,-133.197861,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.528908,-133.198547,3/8/18,2018,2,1
"west prince of wales island, alaska",S Wadleigh Island a,M_04_a,Mid,55.536198,-133.169128,3/8/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.666553,-133.416122,7/5/18,2018,1,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.672516,-133.42775,7/5/18,2018,1,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.672192,-133.425613,7/5/18,2018,1,12
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.675182,-133.429764,7/5/18,2018,1,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.673191,-133.43306,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.709118,-133.396866,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.705444,-133.405472,7/5/18,2018,1,5
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.682926,-133.401581,7/5/18,2018,1,11
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.681084,-133.402298,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.676811,-133.40773,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.669815,-133.411957,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.669094,-133.404282,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.684204,-133.397995,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.685505,-133.392883,7/5/18,2018,1,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.68362,-133.384354,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.683174,-133.378464,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.684811,-133.374725,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.684917,-133.375748,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.684486,-133.373825,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.675854,-133.376511,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.688984,-133.367004,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.691063,-133.366669,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.688534,-133.368607,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.689613,-133.375381,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.691051,-133.361282,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.690258,-133.380676,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.689579,-133.376862,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.689789,-133.382553,7/5/18,2018,1,2
