,site,longitude,latitude,n_otters,survey_dat
433,Naukati,-133.211395,55.858063,1,7/31/2019
434,Naukati,-133.224731,55.85033,1,7/31/2019
435,Chusini,-133.208313,55.829838,1,7/31/2019
436,Chusini,-133.209045,55.831993,1,7/31/2019
437,Chusini,-133.208237,55.828133,1,7/31/2019
438,Chusini,-133.199402,55.832016,40,7/31/2019
439,Chusini,-133.19429,55.83382,1,7/31/2019
440,Chusini,-133.190872,55.827118,1,7/31/2019
441,Chusini,-133.180038,55.832375,1,7/31/2019
442,Chusini,-133.170303,55.835968,1,7/31/2019
443,Chusini,-133.169281,55.834656,1,7/31/2019
444,Chusini,-133.171326,55.835033,1,7/31/2019
445,Chusini,-133.171463,55.834938,1,7/31/2019
446,Chusini,-133.17038,55.834881,1,7/31/2019
447,Chusini,-133.1707,55.835793,1,7/31/2019
448,Chusini,-133.161026,55.834976,1,7/31/2019
449,Chusini,-133.161453,55.833736,1,7/31/2019
450,Chusini,-133.167557,55.831726,1,7/31/2019
451,Chusini,-133.167114,55.830471,1,7/31/2019
452,Chusini,-133.175446,55.826408,8,7/31/2019
453,Chusini,-133.178436,55.827847,2,7/31/2019
454,Chusini,-133.169418,55.825672,1,7/31/2019
455,Chusini,-133.181839,55.826447,1,7/31/2019
456,Chusini,-133.182709,55.825932,1,7/31/2019
457,Chusini,-133.181427,55.826359,1,7/31/2019
458,Chusini,-133.181198,55.825768,1,7/31/2019
459,Chusini,-133.182617,55.825783,1,7/31/2019
460,Chusini,-133.175674,55.824154,1,7/31/2019
461,Chusini,-133.187134,55.821144,3,7/31/2019
462,Chusini,-133.187378,55.825249,1,7/31/2019
463,Chusini,-133.186646,55.825027,1,7/31/2019
464,Chusini,-133.186874,55.819569,1,7/31/2019
465,Chusini,-133.178818,55.813995,1,7/31/2019
466,Chusini,-133.173386,55.810146,1,7/31/2019
467,Chusini,-133.175781,55.809906,1,7/31/2019
468,Chusini,-133.179352,55.812489,1,7/31/2019
469,Chusini,-133.179367,55.8125,1,7/31/2019
470,Chusini,-133.181885,55.811802,1,7/31/2019
471,Chusini,-133.181976,55.811943,1,7/31/2019
472,Chusini,-133.197189,55.813843,1,7/31/2019
473,Chusini,-133.213821,55.809124,1,7/31/2019
474,Chusini,-133.219666,55.804581,1,7/31/2019
475,Kaguk & Guktu,-133.262192,55.757263,1,8/1/2019
476,Kaguk & Guktu,-133.261765,55.757347,1,8/1/2019
477,Kaguk & Guktu,-133.286896,55.74651,1,8/1/2019
478,Kaguk & Guktu,-133.286758,55.747227,1,8/1/2019
479,Kaguk & Guktu,-133.287598,55.7453,1,8/1/2019
480,Kaguk & Guktu,-133.284378,55.74966,1,8/1/2019
481,Kaguk & Guktu,-133.284286,55.7444,1,8/1/2019
482,Kaguk & Guktu,-133.284836,55.750229,1,8/1/2019
483,Kaguk & Guktu,-133.284775,55.749752,1,8/1/2019
484,Kaguk & Guktu,-133.285904,55.752514,1,8/1/2019
485,Kaguk & Guktu,-133.286697,55.75259,1,8/1/2019
486,Kaguk & Guktu,-133.289062,55.75322,1,8/1/2019
487,Kaguk & Guktu,-133.286407,55.754391,1,8/1/2019
488,Kaguk & Guktu,-133.30014,55.7523,30,8/1/2019
489,Kaguk & Guktu,-133.300552,55.749813,1,8/1/2019
490,Kaguk & Guktu,-133.302139,55.750324,1,8/1/2019
491,Kaguk & Guktu,-133.301224,55.748165,1,8/1/2019
492,Kaguk & Guktu,-133.313217,55.753742,1,8/1/2019
493,Kaguk & Guktu,-133.302246,55.756248,40,8/1/2019
494,Kaguk & Guktu,-133.317032,55.766117,3,8/1/2019
495,Kaguk & Guktu,-133.320251,55.765976,4,8/1/2019
496,Kaguk & Guktu,-133.317978,55.770042,1,8/1/2019
497,Kaguk & Guktu,-133.312576,55.77309,1,8/1/2019
498,Kaguk & Guktu,-133.311295,55.771713,1,8/1/2019
499,Kaguk & Guktu,-133.311401,55.771378,1,8/1/2019
500,Kaguk & Guktu,-133.307251,55.763432,1,8/1/2019
501,Kaguk & Guktu,-133.295761,55.764622,1,8/1/2019
502,Kaguk & Guktu,-133.302399,55.768044,1,8/1/2019
503,Kaguk & Guktu,-133.288925,55.763351,4,8/1/2019
504,Kaguk & Guktu,-133.273834,55.75951,3,8/1/2019
505,Nossuk,-133.370193,55.733723,1,8/1/2019
506,Nossuk,-133.37114,55.730892,1,8/1/2019
507,Nossuk,-133.345856,55.716095,1,8/1/2019
508,Nossuk,-133.345795,55.718769,1,8/1/2019
509,Nossuk,-133.34613,55.715115,1,8/1/2019
510,Nossuk,-133.343704,55.713219,1,8/1/2019
511,Nossuk,-133.337723,55.711514,1,8/1/2019
512,Nossuk,-133.33699,55.715412,1,8/1/2019
513,Nossuk,-133.346939,55.724796,1,8/1/2019
514,Nossuk,-133.350128,55.72794,1,8/1/2019
515,Nossuk,-133.348785,55.729889,1,8/1/2019
516,Nossuk,-133.351852,55.729458,1,8/1/2019
517,Nossuk,-133.34137,55.729996,1,8/1/2019
518,Nossuk,-133.338577,55.732964,1,8/1/2019
519,Nossuk,-133.34404,55.737103,1,8/1/2019
520,Nossuk,-133.361359,55.731236,4,8/1/2019
521,Heceta,-133.510986,55.767803,2,8/2/2019
522,Heceta,-133.520447,55.767101,1,8/2/2019
523,Heceta,-133.519333,55.76453,1,8/2/2019
524,Heceta,-133.52356,55.765663,1,8/2/2019
525,Heceta,-133.527603,55.767735,1,8/2/2019
526,Heceta,-133.527527,55.772305,1,8/2/2019
527,Heceta,-133.538071,55.774151,4,8/2/2019
528,Heceta,-133.506927,55.755993,3,8/2/2019
529,Heceta,-133.500595,55.758465,1,8/2/2019
530,Heceta,-133.497391,55.754242,1,8/2/2019
