site_code,site_name,latitude_N,longitude_E,date_MMDDYYYY,depth_m_MLLW,layer_number,layer_thickness_cm,layer_depth_cm,layer_volume_cm3,dry_bulk_density,organic_dw_g,organic_dw_percent,organic_density,inorganic_dw_g,inorganic_dw_percent,inorganic_density
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,6,1.3,10,25.52544031,0.890877874,1.17879,5.510097334,1.050157929,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,7,1.5,12,29.45243113,0.954694703,1.42955,5.329798403,1.364783813,0.70585,2.779446938,0.673871256
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,8,1.4,14,27.48893572,0.923176883,1.31875,5.45259314,1.217439515,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,9,1.3,16,25.52544031,1.002995039,1.25803,5.165174906,1.261797849,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,10,1.4,18,27.48893572,1.008655638,1.44955,5.516454794,1.46209678,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,11,1.4,20,27.48893572,0.715753793,1.62314,8.781785238,1.161768611,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,12,1.3,22,25.52544031,0.698368364,1.26553,7.580393392,0.883806116,0.81173,3.927635851,0.566886552
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,13,1.3,24,25.52544031,0.861645078,1.22156,5.930740702,1.052551161,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,14,1.4,26,27.48893572,0.965325114,1.02127,4.064439152,0.985857579,NA,NA,NA
2017_H_05,Naukati Bay,55.862405,-133.190722,7/25/2017,-0.78,15,1.4,28,27.48893572,1.014968724,1.12823,4.24723506,1.145118163,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,1,1.6,0,31.41592654,0.917855788,-1.32392,-4.905402271,-1.215167635,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,2,1.6,2,31.41592654,1.48415836,0.95211,2.115096848,1.413082016,1.276,2.902599146,1.893786067
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,3,1.6,4,31.41592654,1.161387997,0.62716,1.784788376,0.728376096,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,4,1.6,6,31.41592654,1.048409314,0.50791,1.607593999,0.532497575,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,5,1.6,8,31.41592654,1.324569242,0.72666,1.810084822,0.962511485,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,6,1.5,10,29.45243113,1.276998148,0.62092,1.722620674,0.79291369,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,7,1.4,12,27.48893572,1.320433078,1.12543,3.228203894,1.486054999,0.7304,2.175467022,0.96444432
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,8,1.6,14,31.41592654,1.22125954,0.82184,2.227451338,1.003679941,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,9,1.6,16,31.41592654,1.107784294,0.59917,1.795106711,0.663751115,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,10,1.6,18,31.41592654,1.30038724,0.70148,1.779383172,0.912195641,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,11,1.5,20,29.45243113,0.490718065,0.30477,2.351504247,0.149556145,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,12,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,13,1.5,24,29.45243113,0.465382635,-0.64915,-5.336513127,-0.302103137,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,14,1.6,26,31.41592654,0.737016302,0.54813,2.543936309,0.403980746,NA,NA,NA
2017_M_02,N Fish Egg Island,55.49709,-133.17,5/24/2017,-0.37,15,1.5,28,29.45243113,0.75336022,-0.77392,-3.763325568,-0.583040542,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,1,1.4,0,27.48893572,0.212390544,0.31202,6.441876117,0.066270097,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,2,1.4,2,27.48893572,1.132955831,0.9179,3.068303942,1.039940157,1.57291,5.427707461,1.782037556
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,3,1.2,4,23.5619449,1.30318147,0.94863,3.243756155,1.236237038,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,4,1.3,6,25.52544031,1.394805714,0.92197,2.704321511,1.285969024,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,5,1.3,8,25.52544031,1.337525605,0.9473,2.897075675,1.267038006,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,6,1.3,10,25.52544031,1.328240751,1.01017,3.109294549,1.341748959,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,7,1.3,12,25.52544031,1.432535132,0.93181,2.648599083,1.334850561,1.68066,4.911550821,2.407604495
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,8,1.3,14,25.52544031,1.472769893,0.8156,2.250436374,1.201191125,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,9,1.3,16,25.52544031,1.369589695,0.93399,2.77145983,1.279183079,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,10,1.4,18,27.48893572,1.308742556,0.854,2.456386201,1.117666143,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,11,1.2,20,23.5619449,1.569710826,0.80989,2.269790921,1.271293101,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,12,1.4,22,27.48893572,1.406349463,0.98278,2.627959891,1.382132126,4.35847,12.0313643,6.129531946
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,13,1.3,24,25.52544031,1.417432552,0.97065,2.793387731,1.375830907,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,14,1.2,26,23.5619449,1.594202013,0.77104,2.130100096,1.22919352,NA,NA,NA
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,15,1.4,28,27.48893572,1.631012945,0.77813,1.792662738,1.269140103,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,1,1.5,0,29.45243113,0.522624089,0.94474,6.689930901,0.493743882,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,2,1.5,2,29.45243113,0.71688683,1.19395,6.021723495,0.855927031,0.71464,3.831202773,0.512316005
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,3,1.4,4,27.48893572,0.701284335,1.29573,7.095815663,0.908675151,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,4,1.4,6,27.48893572,0.681509106,1.22891,6.934555349,0.837513355,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,5,1.4,8,27.48893572,0.708519973,1.0816,5.890473999,0.766335203,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,6,1.4,10,27.48893572,0.999696397,1.2397,4.746273274,1.239323624,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,7,1.4,12,27.48893572,1.063929513,1.4224,5.106995945,1.51333334,1.0387,3.929349635,1.105103585
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,8,1.4,14,27.48893572,1.261307835,1.16795,3.484485321,1.473144486,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,9,1.4,16,27.48893572,1.183676965,1.32346,4.221699008,1.566549116,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,10,1.2,18,23.5619449,1.227747969,1.08459,3.933018404,1.33160317,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,11,1.4,20,27.48893572,0.990574909,1.21851,4.687038416,1.207025432,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,12,1.4,22,27.48893572,1.187616004,1.17606,3.782415431,1.396707678,1.01823,3.402758887,1.209266244
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,13,1.4,24,27.48893572,1.088698024,1.11199,3.896487068,1.210621316,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,14,1.2,26,23.5619449,1.223125261,0.92312,3.347449053,1.129091391,NA,NA,NA
2017_H_02,Nossuk Bay,55.7073,-133.342,5/29/2017,-0.53,15,1.4,28,27.48893572,1.596336812,1.14886,2.696941193,1.833967509,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,1,1.1,0,21.59844949,0.925569218,2.26548,11.33257899,2.096858551,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,2,1.1,2,21.59844949,0.855140551,1.88326,10.19647845,1.610451994,1.65208,8.788884408,1.412760601
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,3,1,4,19.63495408,0.659800372,1.66874,12.88090065,1.101035272,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,4,1,6,19.63495408,0.655668455,1.93372,15.02032776,1.267879204,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,5,0.9,8,17.67145868,0.68781249,1.87338,15.41286668,1.288534163,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,6,0.9,10,17.67145868,0.732842163,2.01687,15.5738167,1.478047373,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,7,0.9,12,17.67145868,0.971455176,2.27117,13.22983649,2.206339852,6.65832,39.04824907,6.468259428
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,8,0.9,14,17.67145868,0.872108539,2.17539,14.11543251,1.897176194,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,9,0.9,16,17.67145868,0.841902204,1.98773,13.36051954,1.673474267,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,10,0.8,18,15.70796327,0.936192665,2.16438,14.71798652,2.026276681,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,11,0.8,20,15.70796327,1.328928496,1.84861,8.855718581,2.456670507,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,12,0.9,22,17.67145868,1.203634651,1.81426,8.529674217,2.183706202,3.33541,15.57063203,4.014615052
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,13,1,24,19.63495408,1.220488721,2.11714,8.834580191,2.583945491,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,14,1,26,19.63495408,1.051984635,2.14542,10.38659119,2.256948875,NA,NA,NA
2017_M_08,Port Refugio,55.282137,-133.334028,8/22/2017,-0.55,15,0.9,28,17.67145868,1.2330595,2.08944,9.589003376,2.576403842,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,1,1,0,19.63495408,1.025619918,2.09046,10.38067335,2.144017414,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,2,1,2,19.63495408,1.064072262,2.21935,10.6224522,2.361548774,2.2717,11.0689528,2.417252957
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,3,0.9,4,17.67145868,1.079582639,1.98055,10.38143811,2.138167396,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,4,1,6,19.63495408,1.011748228,1.8826,9.476669001,1.904717214,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,5,0.9,8,17.67145868,1.2102289,1.98242,9.269488103,2.399181976,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,6,1,10,19.63495408,1.298323892,2.32563,9.122790088,3.019420992,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,7,0.9,12,17.67145868,1.354576916,2.17123,9.070469371,2.941098038,2.26972,9.651844368,3.074510318
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,8,0.9,14,17.67145868,1.252953161,2.22957,10.06963843,2.793546778,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,9,0.9,16,17.67145868,1.33052627,2.14662,9.129759097,2.856134302,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,10,0.9,18,17.67145868,1.285067657,2.35398,10.36583701,3.025023564,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,11,0.9,20,17.67145868,1.379888353,2.21127,9.06829053,3.051305717,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,12,0.9,22,17.67145868,1.62206587,1.91669,6.686686945,3.108997433,2.39897,8.401081543,3.891287361
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,13,0.8,24,15.70796327,1.299179891,1.97762,9.690667192,2.569284135,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,14,0.9,26,17.67145868,1.182281009,1.77086,8.47600326,2.093654148,NA,NA,NA
2017_H_01,Salt Lake Bay,55.67264,-133.378,4/29/2017,-0.71,15,0.9,28,17.67145868,1.397474903,2.20768,8.939633341,3.085177394,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,1,1,0,19.63495408,0.58940092,2.3852,20.61028994,1.405839074,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,2,1,2,19.63495408,0.344436252,1.52857,22.60198522,0.526494922,2.53326,34.56563385,0.872546581
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,3,1.3,4,25.52544031,0.376998002,1.91412,19.89101157,0.721619416,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,4,1.2,6,23.5619449,0.433875049,2.07578,20.30511771,0.900629149,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,5,0.9,8,17.67145868,0.380878575,1.64535,24.44552408,0.626678563,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,6,1,10,19.63495408,0.431338416,1.83333,21.64674572,0.790785659,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,7,1.1,12,21.59844949,0.480365963,2.07301,19.98051114,0.995803446,2.9446,27.37555909,1.414485616
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,8,0.9,14,17.67145868,0.515158945,1.81702,19.95933481,0.936054105,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,9,1.1,16,21.59844949,0.514324883,2.04196,18.38176119,1.050230837,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,10,1,18,19.63495408,0.437160177,1.74473,20.3262726,0.762726475,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,11,1.2,20,23.5619449,0.562187037,2.18442,16.49089325,1.228052608,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,12,0.9,22,17.67145868,0.736672633,2.00022,15.36493861,1.473507335,2.97795,22.41515706,2.193774269
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,13,0.9,24,17.67145868,1.38449748,2.0078,8.206460452,2.77979404,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,14,1.3,26,25.52544031,1.124041335,2.34785,8.183042802,2.639080448,NA,NA,NA
2017_M_05,Shinaku Inlet,55.59929,-133.16,6/23/2017,-0.69,15,0.9,28,17.67145868,0.871265371,1.94728,12.64752512,1.696597632,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,1,1.5,0,29.45243113,1.335377709,2.38989,6.076487944,3.191405833,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,2,1.3,2,25.52544031,1.518264897,2.46239,6.35383665,3.738560299,2.69531,7.049923938,4.092194559
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,3,1.3,4,25.52544031,1.489240128,4.1776,10.98977706,6.22144956,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,4,1.2,6,23.5619449,1.540267162,2.32347,6.402209431,3.578764542,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,5,1.4,8,27.48893572,1.393833155,2.4867,6.490149156,3.466044906,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,6,1.3,10,25.52544031,1.376062844,2.72909,7.769737515,3.755399348,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,7,1.2,12,23.5619449,1.357466463,2.89645,9.055778493,3.931833736,3.12259,10.00122349,4.238811202
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,8,1.3,14,25.52544031,1.461337377,2.55219,6.842097644,3.729610641,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,9,1.2,16,23.5619449,1.475949891,2.55727,7.353495561,3.774402377,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,10,1.3,18,25.52544031,1.481109025,2.68625,7.105361165,3.978629117,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,11,1.3,20,25.52544031,1.489919842,2.0696,5.441896397,3.083538105,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,12,1.4,22,27.48893572,1.473985403,2.83771,7.00352853,4.182743119,2.99068,7.523246325,4.408218666
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,13,1.3,24,25.52544031,1.545234853,3.04476,7.719431683,4.70486927,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,14,1.4,26,27.48893572,1.457933854,2.4303,6.064069087,3.543216646,NA,NA,NA
2017_L_01,Soda Bay,55.26366,-132.995,4/30/2017,-0.48,15,1.2,28,23.5619449,1.607441158,2.56104,6.76192176,4.116721104,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,1,1.5,0,29.45243113,0.491369624,0.49154,3.773104064,0.241527825,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,2,1.6,2,31.41592654,1.319216861,0.6511,1.647333917,0.858942098,1.45245,11.5763323,1.91609653
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,3,1.6,4,31.41592654,1.40701946,0.78654,1.84800644,1.106677086,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,4,1.5,6,29.45243113,1.481798898,0.78615,1.871691238,1.164916204,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,5,1.4,8,27.48893572,1.204106639,-9.01623,-28.63396964,-10.8565024,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,6,1.6,10,31.41592654,1.371997097,1.01165,2.436666893,1.387980863,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,7,1.6,12,31.41592654,1.281482498,1.83771,4.761539552,2.354993201,0.66461,1.641757014,0.851686083
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,8,1.6,14,31.41592654,1.436845097,0.88663,2.040945516,1.273949968,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,9,1.6,16,31.41592654,1.354843695,1.17838,2.86796571,1.596520714,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,10,1.6,18,31.41592654,1.472227787,0.73913,1.655665187,1.088167724,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,11,1.6,20,31.41592654,1.542856931,0.90706,1.947473229,1.399463808,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,12,1.6,22,31.41592654,1.50428955,0.93997,2.064346867,1.413987049,0.76715,1.72328432,1.154015728
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,13,1.6,24,31.41592654,1.492547417,0.83314,1.836714628,1.243500955,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,14,1.6,26,31.41592654,1.504775291,0.77237,1.69559543,1.162243292,NA,NA,NA
2017_M_03,S Fish Egg Island,55.48442,-133.175,5/25/2017,-0.64,15,1.5,28,29.45243113,1.457808349,0.74451,1.804834662,1.085352894,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,1,0.9,0,17.67145868,0.264752904,0.59102,15.96751491,0.156474261,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,2,1,2,19.63495408,0.535298934,0.57934,6.260657945,0.310120085,0.42122,4.864882345,0.225478617
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,3,1,4,19.63495408,0.701487762,0.73925,5.886474844,0.518574828,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,4,1.1,6,21.59844949,0.70266155,0.84836,6.016170106,0.596109953,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,5,1.1,8,21.59844949,0.637132772,0.77512,6.166977487,0.493854354,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,6,1.1,10,21.59844949,0.863541617,0.86802,5.005002004,0.749571394,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,7,1.1,12,21.59844949,0.886395109,0.83827,4.737999004,0.743038428,0.60292,3.575931912,0.534425339
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,8,1.2,14,23.5619449,0.972820796,0.92614,4.320138224,0.900968252,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,9,1.1,16,21.59844949,1.119481285,0.80783,3.572450434,0.904350567,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,10,1.1,18,21.59844949,1.438222684,0.74787,2.513656096,1.075603599,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,11,1.2,20,23.5619449,1.355759048,0.75826,2.493919456,1.028017856,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,12,1.1,22,21.59844949,1.415401601,0.87669,3.028642712,1.24086843,1.01229,3.606223442,1.432796887
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,13,1,24,19.63495408,1.461674414,0.97339,3.568966756,1.422779258,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,14,1.1,26,21.59844949,1.504677917,0.81305,2.636978215,1.223378381,NA,NA,NA
2017_M_04,S Wadleigh Island,55.52904,-133.147,6/22/2017,-0.5,15,1.1,28,21.59844949,1.433331129,0.66248,2.266697597,0.949553206,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,1,1.1,0,21.59844949,2.361498681,1.207,2.548200468,2.850328909,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,2,1.1,2,21.59844949,2.110913564,1.22943,2.793934941,2.595220463,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,3,1.1,4,21.59844949,1.224678188,0.59657,2.38859407,0.730606267,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,4,1.3,6,25.52544031,1.024248737,0.49052,2.020727993,0.50241449,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,5,1.1,8,21.59844949,1.457876873,0.44788,1.497423608,0.652953894,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,6,1.3,10,25.52544031,1.474321678,0.56743,1.576944807,0.83657435,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,7,1.1,12,21.59844949,1.753957385,0.63558,1.753351224,1.114780235,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,8,1.3,14,25.52544031,1.859345791,0.6654,1.456450616,1.237208689,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,9,1.3,16,25.52544031,1.836183017,0.62655,1.394300226,1.150460469,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,10,1.2,18,23.5619449,1.794341689,0.64477,1.592309341,1.156937691,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,11,1.1,20,21.59844949,1.507334589,0.48964,1.597639237,0.738051308,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,12,1.3,22,25.52544031,1.820437549,0.55715,1.268427082,1.014256781,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,13,1.1,24,21.59844949,1.965445715,0.51261,1.268807112,1.007507128,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,14,1.3,26,25.52544031,2.177955378,-0.10569,-0.198300235,-0.230188104,NA,NA,NA
2017_M_06,Trocadero Bay,55.344914,-133.0011,8/21/2017,-0.51,15,1.2,28,23.5619449,2.143713527,0.59958,1.239641484,1.285327756,NA,NA,NA
