"","Field1","site","longitude","latitude","n_otters","survey_dat","area","site.site"
"5037","294","Chusini & Naukati",-133.197693,55.83305,13,"2019/08/14",14.9075,"Naukati"
"5390","438","Chusini",-133.199402,55.832016,40,"2019/07/31",14.9075,"Naukati"
"5527","447","Chusini",-133.1707,55.835793,1,"2019/07/31",14.9075,"Naukati"
"5573","442","Chusini",-133.170303,55.835968,1,"2019/07/31",14.9075,"Naukati"
"5606","302","Chusini & Naukati",-133.177307,55.834023,1,"2019/08/14",14.9075,"Naukati"
"5692","430","Naukati",-133.185165,55.859577,1,"2019/07/31",14.9075,"Naukati"
"5871","429","Naukati",-133.177704,55.864529,1,"2019/07/31",14.9075,"Naukati"
"113",NA,NA,NA,NA,NA,NA,17.32,"North Fish Egg Island"
"360","163","North Fish Egg & South Fish Egg & South Wadleight",-133.169907,55.508148,1,"2019/08/11",17.32,"North Fish Egg Island"
"549","31","South Wadleigh",-133.167221,55.509918,1,"2019/07/30",17.32,"North Fish Egg Island"
"936","33","South Wadleigh",-133.178665,55.509468,1,"2019/07/30",17.32,"North Fish Egg Island"
"1037","32","South Wadleigh",-133.168854,55.512226,1,"2019/07/30",17.32,"North Fish Egg Island"
"2888","5","North Fish Egg & South Fish Egg",-133.174942,55.517441,1,"2019/07/29",17.32,"North Fish Egg Island"
"31871","4","North Fish Egg & South Fish Egg",-133.17363,55.518875,1,"2019/07/29",17.32,"North Fish Egg Island"
"3240","141","North Fish Egg & South Fish Egg & South Wadleight",-133.195312,55.49691,1,"2019/08/11",17.32,"North Fish Egg Island"
"3911","16","North Fish Egg & South Fish Egg",-133.19133,55.491516,9,"2019/07/29",17.32,"North Fish Egg Island"
"4264","147","North Fish Egg & South Fish Egg & South Wadleight",-133.187912,55.489632,2,"2019/08/11",17.32,"North Fish Egg Island"
"4407","3","North Fish Egg & South Fish Egg",-133.170197,55.523594,1,"2019/07/29",17.32,"North Fish Egg Island"
"4670","148","North Fish Egg & South Fish Egg & South Wadleight",-133.187134,55.488338,1,"2019/08/11",17.32,"North Fish Egg Island"
"5422","142","North Fish Egg & South Fish Egg & South Wadleight",-133.20752,55.499413,2,"2019/08/11",17.32,"North Fish Egg Island"
"5826","14","North Fish Egg & South Fish Egg",-133.205032,55.492626,3,"2019/07/29",17.32,"North Fish Egg Island"
"5881","7","North Fish Egg & South Fish Egg",-133.207367,55.496555,1,"2019/07/29",17.32,"North Fish Egg Island"
"6315","15","North Fish Egg & South Fish Egg",-133.213913,55.502838,1,"2019/07/29",17.32,"North Fish Egg Island"
"6416","143","North Fish Egg & South Fish Egg & South Wadleight",-133.211929,55.500076,1,"2019/08/11",17.32,"North Fish Egg Island"
"6442","153","North Fish Egg & South Fish Egg & South Wadleight",-133.190506,55.484692,1,"2019/08/11",17.32,"North Fish Egg Island"
"114",NA,NA,NA,NA,NA,NA,6.61,"North Pass"
"115",NA,NA,NA,NA,NA,NA,6.4175,"Nossuk Bay"
"150","331","Nossuk",-133.347473,55.717251,3,"2019/08/15",6.4175,"Nossuk Bay"
"229","508","Nossuk",-133.345795,55.718769,1,"2019/08/01",6.4175,"Nossuk Bay"
"330","329","Nossuk",-133.349838,55.718788,1,"2019/08/15",6.4175,"Nossuk Bay"
"443","336","Nossuk",-133.335205,55.720352,1,"2019/08/15",6.4175,"Nossuk Bay"
"530","335","Nossuk",-133.332565,55.720612,1,"2019/08/15",6.4175,"Nossuk Bay"
"561","337","Nossuk",-133.347305,55.722027,1,"2019/08/15",6.4175,"Nossuk Bay"
"695","339","Nossuk",-133.339539,55.724083,1,"2019/08/15",6.4175,"Nossuk Bay"
"745","330","Nossuk",-133.348831,55.723591,1,"2019/08/15",6.4175,"Nossuk Bay"
"779","513","Nossuk",-133.346939,55.724796,1,"2019/08/01",6.4175,"Nossuk Bay"
"788","338","Nossuk",-133.340393,55.725479,1,"2019/08/15",6.4175,"Nossuk Bay"
"1079","514","Nossuk",-133.350128,55.72794,1,"2019/08/01",6.4175,"Nossuk Bay"
"1251","515","Nossuk",-133.348785,55.729889,1,"2019/08/01",6.4175,"Nossuk Bay"
"1279","516","Nossuk",-133.351852,55.729458,1,"2019/08/01",6.4175,"Nossuk Bay"
"1334","343","Nossuk",-133.342896,55.731918,1,"2019/08/15",6.4175,"Nossuk Bay"
"1403","341","Nossuk",-133.33432,55.731201,1,"2019/08/15",6.4175,"Nossuk Bay"
"1460","518","Nossuk",-133.338577,55.732964,1,"2019/08/01",6.4175,"Nossuk Bay"
"1491","340","Nossuk",-133.335297,55.732388,1,"2019/08/15",6.4175,"Nossuk Bay"
"16351","520","Nossuk",-133.361359,55.731236,4,"2019/08/01",6.4175,"Nossuk Bay"
"17011","342","Nossuk",-133.343353,55.735497,1,"2019/08/15",6.4175,"Nossuk Bay"
"1869","506","Nossuk",-133.37114,55.730892,1,"2019/08/01",6.4175,"Nossuk Bay"
"1941","328","Nossuk",-133.356812,55.734451,1,"2019/08/15",6.4175,"Nossuk Bay"
"1958","519","Nossuk",-133.34404,55.737103,1,"2019/08/01",6.4175,"Nossuk Bay"
"2122","505","Nossuk",-133.370193,55.733723,1,"2019/08/01",6.4175,"Nossuk Bay"
"2250","333","Nossuk",-133.342712,55.711292,1,"2019/08/15",6.4175,"Nossuk Bay"
"2274","511","Nossuk",-133.337723,55.711514,1,"2019/08/01",6.4175,"Nossuk Bay"
"2332","510","Nossuk",-133.343704,55.713219,1,"2019/08/01",6.4175,"Nossuk Bay"
"2392","332","Nossuk",-133.341583,55.71479,1,"2019/08/15",6.4175,"Nossuk Bay"
"2471","334","Nossuk",-133.342682,55.715874,2,"2019/08/15",6.4175,"Nossuk Bay"
"2472","509","Nossuk",-133.34613,55.715115,1,"2019/08/01",6.4175,"Nossuk Bay"
"2531","507","Nossuk",-133.345856,55.716095,1,"2019/08/01",6.4175,"Nossuk Bay"
"2540","512","Nossuk",-133.33699,55.715412,1,"2019/08/01",6.4175,"Nossuk Bay"
"116",NA,NA,NA,NA,NA,NA,5.04,"Port Refugio"
"46","191","Port Refugio",-133.319366,55.278969,1,"2019/08/12",5.04,"Port Refugio"
"118",NA,NA,NA,NA,NA,NA,8.6525,"Salt Lake Bay"
"8","361","Salt Lake Bay",-133.377579,55.683117,1,"2019/08/15",8.6525,"Salt Lake Bay"
"36","100","Salt Lake Bay",-133.367996,55.684349,2,"2019/08/01",8.6525,"Salt Lake Bay"
"44","101","Salt Lake Bay",-133.37117,55.684967,2,"2019/08/01",8.6525,"Salt Lake Bay"
"48","103","Salt Lake Bay",-133.378708,55.683735,1,"2019/08/01",8.6525,"Salt Lake Bay"
"117","355","Salt Lake Bay",-133.373322,55.686371,1,"2019/08/15",8.6525,"Salt Lake Bay"
"218","97","Salt Lake Bay",-133.372253,55.688347,1,"2019/08/01",8.6525,"Salt Lake Bay"
"248","359","Salt Lake Bay",-133.368027,55.687622,2,"2019/08/15",8.6525,"Salt Lake Bay"
"324","88","Salt Lake Bay",-133.392883,55.683128,1,"2019/08/01",8.6525,"Salt Lake Bay"
"381","353","Salt Lake Bay",-133.378815,55.688332,1,"2019/08/15",8.6525,"Salt Lake Bay"
"388","92","Salt Lake Bay",-133.385315,55.686115,1,"2019/08/01",8.6525,"Salt Lake Bay"
"416","351","Salt Lake Bay",-133.376114,55.690109,2,"2019/08/15",8.6525,"Salt Lake Bay"
"4311","98","Salt Lake Bay",-133.363129,55.688637,2,"2019/08/01",8.6525,"Salt Lake Bay"
"441","354","Salt Lake Bay",-133.368881,55.690155,2,"2019/08/15",8.6525,"Salt Lake Bay"
"463","350","Salt Lake Bay",-133.377258,55.689503,3,"2019/08/15",8.6525,"Salt Lake Bay"
"479","356","Salt Lake Bay",-133.361481,55.688782,1,"2019/08/15",8.6525,"Salt Lake Bay"
"490","352","Salt Lake Bay",-133.381042,55.689171,1,"2019/08/15",8.6525,"Salt Lake Bay"
"602","365","Salt Lake Bay",-133.396561,55.683723,1,"2019/08/15",8.6525,"Salt Lake Bay"
"604","349","Salt Lake Bay",-133.380997,55.690186,3,"2019/08/15",8.6525,"Salt Lake Bay"
"628","357","Salt Lake Bay",-133.362274,55.689926,1,"2019/08/15",8.6525,"Salt Lake Bay"
"630","96","Salt Lake Bay",-133.381821,55.690453,1,"2019/08/01",8.6525,"Salt Lake Bay"
"676","95","Salt Lake Bay",-133.388199,55.688629,2,"2019/08/01",8.6525,"Salt Lake Bay"
"691","348","Salt Lake Bay",-133.382645,55.690804,3,"2019/08/15",8.6525,"Salt Lake Bay"
"735","94","Salt Lake Bay",-133.386398,55.690308,25,"2019/08/01",8.6525,"Salt Lake Bay"
"749","358","Salt Lake Bay",-133.356903,55.689468,1,"2019/08/15",8.6525,"Salt Lake Bay"
"833","347","Salt Lake Bay",-133.385147,55.691311,4,"2019/08/15",8.6525,"Salt Lake Bay"
"867","346","Salt Lake Bay",-133.384521,55.691505,2,"2019/08/15",8.6525,"Salt Lake Bay"
"900","93","Salt Lake Bay",-133.399918,55.68441,1,"2019/08/01",8.6525,"Salt Lake Bay"
"911","91","Salt Lake Bay",-133.40062,55.683628,1,"2019/08/01",8.6525,"Salt Lake Bay"
"960","364","Salt Lake Bay",-133.398376,55.687916,3,"2019/08/15",8.6525,"Salt Lake Bay"
"1031","363","Salt Lake Bay",-133.392929,55.68932,1,"2019/08/15",8.6525,"Salt Lake Bay"
"1221","99","Salt Lake Bay",-133.36174,55.693829,1,"2019/08/01",8.6525,"Salt Lake Bay"
"1291","89","Salt Lake Bay",-133.401031,55.688957,1,"2019/08/01",8.6525,"Salt Lake Bay"
"1294","104","Salt Lake Bay",-133.376846,55.675098,1,"2019/08/01",8.6525,"Salt Lake Bay"
"1349","370","Salt Lake Bay",-133.404068,55.686771,1,"2019/08/15",8.6525,"Salt Lake Bay"
"1703","90","Salt Lake Bay",-133.401489,55.692413,2,"2019/08/01",8.6525,"Salt Lake Bay"
"1855","366","Salt Lake Bay",-133.404037,55.673229,1,"2019/08/15",8.6525,"Salt Lake Bay"
"1870","2","Salt Lake Bay",-133.407547,55.67437,1,"2019/08/01",8.6525,"Salt Lake Bay"
"1884","345","Salt Lake Bay",-133.402481,55.693344,2,"2019/08/15",8.6525,"Salt Lake Bay"
"2048","106","Salt Lake Bay",-133.394272,55.697598,1,"2019/08/01",8.6525,"Salt Lake Bay"
"2311","372","Salt Lake Bay",-133.401733,55.69651,3,"2019/08/15",8.6525,"Salt Lake Bay"
"2317","110","Salt Lake Bay",-133.406937,55.694969,1,"2019/08/01",8.6525,"Salt Lake Bay"
"2683","107","Salt Lake Bay",-133.391342,55.701496,1,"2019/08/01",8.6525,"Salt Lake Bay"
"2811","344","Salt Lake Bay",-133.397873,55.701229,1,"2019/08/15",8.6525,"Salt Lake Bay"
"2960","368","Salt Lake Bay",-133.412796,55.668903,1,"2019/08/15",8.6525,"Salt Lake Bay"
"2979","369","Salt Lake Bay",-133.414917,55.669315,1,"2019/08/15",8.6525,"Salt Lake Bay"
"3002","367","Salt Lake Bay",-133.404129,55.666817,2,"2019/08/15",8.6525,"Salt Lake Bay"
"3269","105","Salt Lake Bay",-133.380386,55.674892,3,"2019/08/01",8.6525,"Salt Lake Bay"
"3273","362","Salt Lake Bay",-133.381104,55.675827,2,"2019/08/15",8.6525,"Salt Lake Bay"
"34261","360","Salt Lake Bay",-133.376541,55.682968,1,"2019/08/15",8.6525,"Salt Lake Bay"
"3439","102","Salt Lake Bay",-133.371094,55.683956,2,"2019/08/01",8.6525,"Salt Lake Bay"
"119",NA,NA,NA,NA,NA,NA,7.5525,"Shakan - eel"
"359","399","Calder Bay",-133.526535,56.180416,1,"2019/08/05",7.5525,"Shakan - eel"
"651","398","Calder Bay",-133.542801,56.183022,1,"2019/08/05",7.5525,"Shakan - eel"
"844","396","Calder Bay",-133.547379,56.18581,1,"2019/08/05",7.5525,"Shakan - eel"
"1041","397","Calder Bay",-133.546249,56.188602,1,"2019/08/05",7.5525,"Shakan - eel"
"1070","402","Calder Bay",-133.518463,56.172844,1,"2019/08/05",7.5525,"Shakan - eel"
"1101","395","Calder Bay",-133.55127,56.183914,1,"2019/08/05",7.5525,"Shakan - eel"
"1128","403","Calder Bay",-133.520493,56.171894,1,"2019/08/05",7.5525,"Shakan - eel"
"1186","408","Calder Bay",-133.516144,56.17218,1,"2019/08/05",7.5525,"Shakan - eel"
"1385","394","Calder Bay",-133.554092,56.185177,1,"2019/08/05",7.5525,"Shakan - eel"
"1434","405","Calder Bay",-133.515671,56.17065,2,"2019/08/05",7.5525,"Shakan - eel"
"1513","404","Calder Bay",-133.522766,56.168205,2,"2019/08/05",7.5525,"Shakan - eel"
"1532","393","Calder Bay",-133.555832,56.185764,3,"2019/08/05",7.5525,"Shakan - eel"
"1582","392","Calder Bay",-133.557373,56.1847,2,"2019/08/05",7.5525,"Shakan - eel"
"1655","401","Calder Bay",-133.496658,56.175816,1,"2019/08/05",7.5525,"Shakan - eel"
"1665","407","Calder Bay",-133.515915,56.168724,2,"2019/08/05",7.5525,"Shakan - eel"
"1675","406","Calder Bay",-133.522141,56.167435,1,"2019/08/05",7.5525,"Shakan - eel"
"2092","390","Calder Bay",-133.562592,56.183079,2,"2019/08/05",7.5525,"Shakan - eel"
"2158","411","Calder Bay",-133.506821,56.168304,1,"2019/08/05",7.5525,"Shakan - eel"
"2242","409","Calder Bay",-133.516769,56.16581,1,"2019/08/05",7.5525,"Shakan - eel"
"2266","391","Calder Bay",-133.564148,56.183144,1,"2019/08/05",7.5525,"Shakan - eel"
"2280","388","Calder Bay",-133.565109,56.184189,3,"2019/08/05",7.5525,"Shakan - eel"
"2354","386","Calder Bay",-133.558319,56.17828,3,"2019/08/05",7.5525,"Shakan - eel"
"2422","410","Calder Bay",-133.512039,56.165413,1,"2019/08/05",7.5525,"Shakan - eel"
"2479","387","Calder Bay",-133.564453,56.180786,1,"2019/08/05",7.5525,"Shakan - eel"
"2528","389","Calder Bay",-133.564606,56.187313,5,"2019/08/05",7.5525,"Shakan - eel"
"2604","385","Calder Bay",-133.558319,56.176853,1,"2019/08/05",7.5525,"Shakan - eel"
"2939","400","Calder Bay",-133.527771,56.189869,1,"2019/08/05",7.5525,"Shakan - eel"
"120",NA,NA,NA,NA,NA,NA,11.905,"Shinaku Inlet"
"361","71","Klawock & Shinaku",-133.168472,55.592216,1,"2019/07/30",11.905,"Shinaku Inlet"
"43","207","Klawock & Shinaku",-133.167145,55.591595,1,"2019/08/12",11.905,"Shinaku Inlet"
"58","43","Klawock & Shinaku",-133.144287,55.598572,2,"2019/07/30",11.905,"Shinaku Inlet"
"84","199","Klawock & Shinaku",-133.146057,55.595638,1,"2019/08/12",11.905,"Shinaku Inlet"
"236","72","Klawock & Shinaku",-133.160141,55.599838,1,"2019/07/30",11.905,"Shinaku Inlet"
"367","44","Klawock & Shinaku",-133.141495,55.597179,2,"2019/07/30",11.905,"Shinaku Inlet"
"436","45","Klawock & Shinaku",-133.147049,55.592213,1,"2019/07/30",11.905,"Shinaku Inlet"
"576","213","Klawock & Shinaku",-133.163239,55.586784,1,"2019/08/12",11.905,"Shinaku Inlet"
"620","198","Klawock & Shinaku",-133.138733,55.596191,1,"2019/08/12",11.905,"Shinaku Inlet"
"665","42","Klawock & Shinaku",-133.137894,55.602966,1,"2019/07/30",11.905,"Shinaku Inlet"
"9361","40","Klawock & Shinaku",-133.1362,55.604141,1,"2019/07/30",11.905,"Shinaku Inlet"
"948","65","Klawock & Shinaku",-133.164001,55.584785,1,"2019/07/30",11.905,"Shinaku Inlet"
"10411","195","Klawock & Shinaku",-133.133682,55.601028,1,"2019/08/12",11.905,"Shinaku Inlet"
"1104","67","Klawock & Shinaku",-133.176926,55.587376,1,"2019/07/30",11.905,"Shinaku Inlet"
"1132","64","Klawock & Shinaku",-133.158493,55.585201,2,"2019/07/30",11.905,"Shinaku Inlet"
"1139","197","Klawock & Shinaku",-133.132538,55.598038,1,"2019/08/12",11.905,"Shinaku Inlet"
"1156","196","Klawock & Shinaku",-133.131775,55.599129,1,"2019/08/12",11.905,"Shinaku Inlet"
"1278","233","Klawock & Shinaku",-133.139069,55.589317,1,"2019/08/12",11.905,"Shinaku Inlet"
"1316","210","Klawock & Shinaku",-133.162643,55.583405,1,"2019/08/12",11.905,"Shinaku Inlet"
"14461","41","Klawock & Shinaku",-133.133331,55.605461,1,"2019/07/30",11.905,"Shinaku Inlet"
"14601","232","Klawock & Shinaku",-133.138275,55.588654,1,"2019/08/12",11.905,"Shinaku Inlet"
"1480","211","Klawock & Shinaku",-133.14975,55.585384,1,"2019/08/12",11.905,"Shinaku Inlet"
"1610","66","Klawock & Shinaku",-133.179413,55.585625,3,"2019/07/30",11.905,"Shinaku Inlet"
"1714","46","Klawock & Shinaku",-133.13591,55.588516,1,"2019/07/30",11.905,"Shinaku Inlet"
"19581","212","Klawock & Shinaku",-133.150742,55.582878,1,"2019/08/12",11.905,"Shinaku Inlet"
"2244","194","Klawock & Shinaku",-133.125336,55.604939,1,"2019/08/12",11.905,"Shinaku Inlet"
"23321","214","Klawock & Shinaku",-133.163788,55.578358,1,"2019/08/12",11.905,"Shinaku Inlet"
"2464","216","Klawock & Shinaku",-133.154617,55.578552,1,"2019/08/12",11.905,"Shinaku Inlet"
"2529","39","Klawock & Shinaku",-133.124542,55.608753,1,"2019/07/30",11.905,"Shinaku Inlet"
"2621","215","Klawock & Shinaku",-133.166794,55.577362,1,"2019/08/12",11.905,"Shinaku Inlet"
"2660","221","Klawock & Shinaku",-133.169067,55.576847,16,"2019/08/12",11.905,"Shinaku Inlet"
"2784","36","Klawock & Shinaku",-133.117905,55.602139,1,"2019/07/30",11.905,"Shinaku Inlet"
"2809","47","Klawock & Shinaku",-133.172531,55.576431,13,"2019/07/30",11.905,"Shinaku Inlet"
"2865","35","Klawock & Shinaku",-133.117142,55.602226,1,"2019/07/30",11.905,"Shinaku Inlet"
"2882","48","Klawock & Shinaku",-133.160965,55.574757,1,"2019/07/30",11.905,"Shinaku Inlet"
"2985","217","Klawock & Shinaku",-133.158142,55.574894,1,"2019/08/12",11.905,"Shinaku Inlet"
"3016","218","Klawock & Shinaku",-133.161453,55.573837,1,"2019/08/12",11.905,"Shinaku Inlet"
"3031","234","Klawock & Shinaku",-133.11441,55.59729,1,"2019/08/12",11.905,"Shinaku Inlet"
"3069","219","Klawock & Shinaku",-133.162766,55.573399,1,"2019/08/12",11.905,"Shinaku Inlet"
"3154","53","Klawock & Shinaku",-133.186462,55.577972,1,"2019/07/30",11.905,"Shinaku Inlet"
"32401","220","Klawock & Shinaku",-133.164169,55.572948,1,"2019/08/12",11.905,"Shinaku Inlet"
"3258","37","Klawock & Shinaku",-133.114182,55.604473,1,"2019/07/30",11.905,"Shinaku Inlet"
"3272","54","Klawock & Shinaku",-133.188644,55.578125,1,"2019/07/30",11.905,"Shinaku Inlet"
"3305","223","Klawock & Shinaku",-133.175705,55.574383,2,"2019/08/12",11.905,"Shinaku Inlet"
"3312","193","Klawock & Shinaku",-133.113251,55.602016,1,"2019/08/12",11.905,"Shinaku Inlet"
"3361","192","Klawock & Shinaku",-133.110947,55.599438,1,"2019/08/12",11.905,"Shinaku Inlet"
"33821","230","Klawock & Shinaku",-133.18689,55.576908,1,"2019/08/12",11.905,"Shinaku Inlet"
"3437","224","Klawock & Shinaku",-133.176895,55.5741,2,"2019/08/12",11.905,"Shinaku Inlet"
"3458","231","Klawock & Shinaku",-133.190552,55.578342,1,"2019/08/12",11.905,"Shinaku Inlet"
"3486","222","Klawock & Shinaku",-133.168503,55.572575,1,"2019/08/12",11.905,"Shinaku Inlet"
"3549","57","Klawock & Shinaku",-133.191589,55.578568,1,"2019/07/30",11.905,"Shinaku Inlet"
"3760","49","Klawock & Shinaku",-133.187302,55.575207,1,"2019/07/30",11.905,"Shinaku Inlet"
"3808","209","Klawock & Shinaku",-133.164322,55.600193,1,"2019/08/12",11.905,"Shinaku Inlet"
"3927","51","Klawock & Shinaku",-133.188629,55.574863,1,"2019/07/30",11.905,"Shinaku Inlet"
"3996","225","Klawock & Shinaku",-133.186447,55.573746,2,"2019/08/12",11.905,"Shinaku Inlet"
"4052","236","Klawock & Shinaku",-133.125336,55.587509,1,"2019/08/12",11.905,"Shinaku Inlet"
"4093","226","Klawock & Shinaku",-133.190262,55.574341,1,"2019/08/12",11.905,"Shinaku Inlet"
"4209","229","Klawock & Shinaku",-133.19603,55.576172,3,"2019/08/12",11.905,"Shinaku Inlet"
"4347","204","Klawock & Shinaku",-133.161819,55.596272,1,"2019/08/12",11.905,"Shinaku Inlet"
"4439","208","Klawock & Shinaku",-133.16925,55.598431,1,"2019/08/12",11.905,"Shinaku Inlet"
"4500","70","Klawock & Shinaku",-133.168304,55.595715,10,"2019/07/30",11.905,"Shinaku Inlet"
"4523","205","Klawock & Shinaku",-133.169434,55.596165,4,"2019/08/12",11.905,"Shinaku Inlet"
"4541","203","Klawock & Shinaku",-133.155304,55.595936,2,"2019/08/12",11.905,"Shinaku Inlet"
"4573","68","Klawock & Shinaku",-133.165283,55.593376,36,"2019/07/30",11.905,"Shinaku Inlet"
"4598","201","Klawock & Shinaku",-133.152481,55.595642,1,"2019/08/12",11.905,"Shinaku Inlet"
"4599","206","Klawock & Shinaku",-133.164612,55.59269,1,"2019/08/12",11.905,"Shinaku Inlet"
"4724","202","Klawock & Shinaku",-133.14978,55.595451,1,"2019/08/12",11.905,"Shinaku Inlet"
"4744","200","Klawock & Shinaku",-133.147552,55.595646,1,"2019/08/12",11.905,"Shinaku Inlet"
"4755","69","Klawock & Shinaku",-133.161163,55.591957,1,"2019/07/30",11.905,"Shinaku Inlet"
"121",NA,NA,NA,NA,NA,NA,24.58,"South Fish Egg Island"
"131","154","North Fish Egg & South Fish Egg & South Wadleight",-133.19043,55.481979,1,"2019/08/11",24.58,"South Fish Egg Island"
"28","28","North Fish Egg & South Fish Egg",-133.17514,55.475063,1,"2019/07/29",24.58,"South Fish Egg Island"
"94","147","North Fish Egg & South Fish Egg & South Wadleight",-133.187912,55.489632,2,"2019/08/11",24.58,"South Fish Egg Island"
"1051","18","North Fish Egg & South Fish Egg",-133.19043,55.480289,2,"2019/07/29",24.58,"South Fish Egg Island"
"216","19","North Fish Egg & South Fish Egg",-133.191437,55.47934,2,"2019/07/29",24.58,"South Fish Egg Island"
"476","16","North Fish Egg & South Fish Egg",-133.19133,55.491516,9,"2019/07/29",24.58,"South Fish Egg Island"
"512","161","North Fish Egg & South Fish Egg & South Wadleight",-133.179749,55.472675,1,"2019/08/11",24.58,"South Fish Egg Island"
"9601","162","North Fish Egg & South Fish Egg & South Wadleight",-133.175949,55.469631,1,"2019/08/11",24.58,"South Fish Egg Island"
"10371","27","North Fish Egg & South Fish Egg",-133.194916,55.474579,1,"2019/07/29",24.58,"South Fish Egg Island"
"1601","22","North Fish Egg & South Fish Egg",-133.198044,55.472988,2,"2019/07/29",24.58,"South Fish Egg Island"
"1743","20","North Fish Egg & South Fish Egg",-133.202484,55.478157,1,"2019/07/29",24.58,"South Fish Egg Island"
"2082","141","North Fish Egg & South Fish Egg & South Wadleight",-133.195312,55.49691,1,"2019/08/11",24.58,"South Fish Egg Island"
"2110","21","North Fish Egg & South Fish Egg",-133.20314,55.47665,1,"2019/07/29",24.58,"South Fish Egg Island"
"2552","14","North Fish Egg & South Fish Egg",-133.205032,55.492626,3,"2019/07/29",24.58,"South Fish Egg Island"
"3344","152","North Fish Egg & South Fish Egg & South Wadleight",-133.212509,55.488438,1,"2019/08/11",24.58,"South Fish Egg Island"
"35121","159","North Fish Egg & South Fish Egg & South Wadleight",-133.204056,55.46936,1,"2019/08/11",24.58,"South Fish Egg Island"
"36171","7","North Fish Egg & South Fish Egg",-133.207367,55.496555,1,"2019/07/29",24.58,"South Fish Egg Island"
"4381","17","North Fish Egg & South Fish Egg",-133.216965,55.48769,2,"2019/07/29",24.58,"South Fish Egg Island"
"4417","142","North Fish Egg & South Fish Egg & South Wadleight",-133.20752,55.499413,2,"2019/08/11",24.58,"South Fish Egg Island"
"5610","143","North Fish Egg & South Fish Egg & South Wadleight",-133.211929,55.500076,1,"2019/08/11",24.58,"South Fish Egg Island"
"6358","12","North Fish Egg & South Fish Egg",-133.21907,55.493694,1,"2019/07/29",24.58,"South Fish Egg Island"
"6940","15","North Fish Egg & South Fish Egg",-133.213913,55.502838,1,"2019/07/29",24.58,"South Fish Egg Island"
"7045","33","South Wadleigh",-133.178665,55.509468,1,"2019/07/30",24.58,"South Fish Egg Island"
"7476","163","North Fish Egg & South Fish Egg & South Wadleight",-133.169907,55.508148,1,"2019/08/11",24.58,"South Fish Egg Island"
"7629","26","North Fish Egg & South Fish Egg",-133.220474,55.471729,1,"2019/07/29",24.58,"South Fish Egg Island"
"7667","144","North Fish Egg & South Fish Egg & South Wadleight",-133.216339,55.502354,4,"2019/08/11",24.58,"South Fish Egg Island"
"7907","155","North Fish Egg & South Fish Egg & South Wadleight",-133.226471,55.490417,1,"2019/08/11",24.58,"South Fish Egg Island"
"8116","146","North Fish Egg & South Fish Egg & South Wadleight",-133.217499,55.501759,3,"2019/08/11",24.58,"South Fish Egg Island"
"8256","149","North Fish Egg & South Fish Egg & South Wadleight",-133.22171,55.497063,2,"2019/08/11",24.58,"South Fish Egg Island"
"8365","145","North Fish Egg & South Fish Egg & South Wadleight",-133.21759,55.502922,1,"2019/08/11",24.58,"South Fish Egg Island"
"8706","25","North Fish Egg & South Fish Egg",-133.222656,55.470222,1,"2019/07/29",24.58,"South Fish Egg Island"
"9043","31","South Wadleigh",-133.167221,55.509918,1,"2019/07/30",24.58,"South Fish Egg Island"
"9292","23","North Fish Egg & South Fish Egg",-133.232162,55.482292,1,"2019/07/29",24.58,"South Fish Egg Island"
"9355","158","North Fish Egg & South Fish Egg & South Wadleight",-133.2276,55.475601,1,"2019/08/11",24.58,"South Fish Egg Island"
"9571","160","North Fish Egg & South Fish Egg & South Wadleight",-133.184174,55.479813,1,"2019/08/11",24.58,"South Fish Egg Island"
"9770","148","North Fish Egg & South Fish Egg & South Wadleight",-133.187134,55.488338,1,"2019/08/11",24.58,"South Fish Egg Island"
"9805","153","North Fish Egg & South Fish Egg & South Wadleight",-133.190506,55.484692,1,"2019/08/11",24.58,"South Fish Egg Island"
"122",NA,NA,NA,NA,NA,NA,19.095,"South Wadleigh"
"9001","3","North Fish Egg & South Fish Egg",-133.170197,55.523594,1,"2019/07/29",19.095,"South Wadleigh"
"1834","135","North Fish Egg & South Fish Egg & South Wadleight",-133.16716,55.539795,1,"2019/08/11",19.095,"South Wadleigh"
"1900","4","North Fish Egg & South Fish Egg",-133.17363,55.518875,1,"2019/07/29",19.095,"South Wadleigh"
"2220","5","North Fish Egg & South Fish Egg",-133.174942,55.517441,1,"2019/07/29",19.095,"South Wadleigh"
"2908","32","South Wadleigh",-133.168854,55.512226,1,"2019/07/30",19.095,"South Wadleigh"
"3565","31","South Wadleigh",-133.167221,55.509918,1,"2019/07/30",19.095,"South Wadleigh"
"4473","163","North Fish Egg & South Fish Egg & South Wadleight",-133.169907,55.508148,1,"2019/08/11",19.095,"South Wadleigh"
"4740","33","South Wadleigh",-133.178665,55.509468,1,"2019/07/30",19.095,"South Wadleigh"
"5864","29","South Wadleigh",-133.172058,55.549778,1,"2019/07/30",19.095,"South Wadleigh"
