"Species_common","FA","n_all_sp","n","mean_prop_corr","sd_prop_corr","min_prop_corr","max_prop_corr"
"Helmet crab","C20.2w6",10,4,0.00712118979055164,0.000586826842569729,0.00655952685895009,0.00764251775210464
"Helmet crab","C20.4w",10,1,0.011937159803657,NA,0.011937159803657,0.011937159803657
"Helmet crab","C20.4w3",10,5,0.0188247121144904,0.00217678823265857,0.0155247229894548,0.0207541879234787
"Helmet crab","C20.4w6",10,10,0.0183100058524135,0.0042911165566647,0.0110514553693791,0.0231664582975701
"Helmet crab","C20.5w3",10,10,0.162130842786225,0.00822064060278676,0.147928480984052,0.176175954795059
"Helmet crab","C22.1w9",10,4,0.0139120985827241,0.00749069163488919,0.00939935860617068,0.0250742316415378
"Helmet crab","C22.1w9.1",10,5,0.0100111815346058,0.00266669835930763,0.00531948770583369,0.0117087987784952
"Helmet crab","C22.4w3",10,9,0.0378072056740388,0.00792642865018707,0.0254616851525096,0.0496460103989081
"Helmet crab","C22.5w3",10,10,0.00784295076275806,0.00212089729081069,0.00567206498278362,0.011769543517876
"Helmet crab","C22.6w3",10,10,0.0666974594840485,0.00628601003039136,0.0578763001054497,0.0788518610912782
"Helmet crab","i.C15.0",10,1,0.0109075429015299,NA,0.0109075429015299,0.0109075429015299
"Helmet crab","i.C17.0",10,10,0.0176737441025544,0.00439966363278737,0.0114771223838485,0.0250669885915037
"Helmet crab","i.C18.0",10,3,0.0062332671162952,0.00071479193527679,0.00559330402842175,0.00700464975167539
"Helmet crab","i.C19.0",10,1,0.00706739115739634,NA,0.00706739115739634,0.00706739115739634
"Idotea","a.C15.0",13,2,0.00593391033474874,0.00091825458801151,0.00528460628871015,0.00658321438078734
"Idotea","a.C17.0",13,4,0.011316044215783,0.00566671853795219,0.00672905849357807,0.0185664004350265
"Idotea","C14.0",13,11,0.026879817857776,0.0126609049207497,0.00587728404273939,0.0515029347381104
"Idotea","C15.0",13,3,0.00543095531715263,0.000161529930319657,0.00531939346023625,0.00561618655441733
"Idotea","C16.0",13,12,0.18196910130663,0.0474835862468954,0.106395204079353,0.253390578958962
"Idotea","C16.1w",13,5,0.0120490438305168,0.00496473552995437,0.00642793798497842,0.0178010531670868
"Idotea","C16.1w5",13,1,0.00952546532313253,NA,0.00952546532313253,0.00952546532313253
"Idotea","C16.1w7",13,13,0.0877536532870821,0.157996450647743,0.0107896876522432,0.503185810115055
"Idotea","C16.1w9",13,2,0.00849879976409073,0.00127808938549902,0.00759505409264183,0.00940254543553964
"Idotea","C16.2w6",13,7,0.0448718845118778,0.0374825335695131,0.00577192738976376,0.095871878255005
"Idotea","C17.0",13,1,0.00723537828464444,NA,0.00723537828464444,0.00723537828464444
"Idotea","C17.1w",13,4,0.0124075158337259,0.00533082178223494,0.00623310945867975,0.0169413069046097
"Idotea","C17.1w9",13,1,0.00801150790344626,NA,0.00801150790344626,0.00801150790344626
"Idotea","C18.0",13,13,0.0776255106360543,0.0300760083524633,0.0292740732473312,0.129945544058108
"Idotea","C18.1w",13,5,0.0105945685931163,0.00386438648285949,0.00665150354876797,0.0165845440495428
"Idotea","C18.1w6",13,1,0.00524637442995412,NA,0.00524637442995412,0.00524637442995412
"Idotea","C18.1w7",13,13,0.0243632267370634,0.00715998433745819,0.0157387596535687,0.0349183037794956
"Idotea","C18.1w9",13,13,0.0339854991126307,0.00801412322007176,0.0229501702871585,0.0552332371625022
"Idotea","C18.2w3",13,2,0.0101258822412114,0.0031513779088666,0.00789752155177035,0.0123542429306525
"Idotea","C18.2w6",13,13,0.0176834988674964,0.00827544799834272,0.00711630508311905,0.033797171407455
"Idotea","C18.3w3",13,12,0.0113684843972227,0.00356371995539778,0.00582787586905769,0.0174946328526487
"Idotea","C18.3w6",13,1,0.00531034757705365,NA,0.00531034757705365,0.00531034757705365
"Idotea","C18.4w2",13,2,0.00808798893365864,0.00246669854881912,0.00634376966264562,0.00983220820467166
"Idotea","C18.4w3",13,11,0.0570116170138401,0.0499064818296311,0.0119898326063317,0.141972723272788
"Idotea","C19.0",13,13,0.203189245713406,0.102094760735342,0.0452038586984602,0.340278144608132
"Idotea","C20.0",13,1,0.00564769991308087,NA,0.00564769991308087,0.00564769991308087
"Idotea","C20.1w",13,3,0.0187245580480186,0.00975513255930522,0.0110584910499381,0.029705050804398
"Idotea","C20.1w.1",13,2,0.00906390644018351,0.00326126316389445,0.00675784514175985,0.0113699677386072
"Idotea","C20.1w7",13,1,0.0109590073108792,NA,0.0109590073108792,0.0109590073108792
"Idotea","C20.1w9",13,4,0.0101289482655067,0.00242811243139267,0.00819639970854791,0.0135529888887893
"Idotea","C20.2w6",13,4,0.00723753892795694,0.00267346508294254,0.00529803668341308,0.0110447582506292
"Idotea","C20.3w3",13,3,0.00814694065622272,0.0038536814789708,0.00559755604500471,0.0125801673560447
"Idotea","C20.4w",13,1,0.0151892942885054,NA,0.0151892942885054,0.0151892942885054
"Idotea","C20.4w3",13,5,0.0206705613764312,0.010751387130892,0.00565276584070405,0.0318499477597358
"Idotea","C20.4w3.1",13,2,0.0560094510241677,0.0101297747441047,0.048846618610719,0.0631722834376163
"Idotea","C20.4w6",13,13,0.0239406507429559,0.0130655942907758,0.00657649972466489,0.0428240710633603
"Idotea","C20.5w3",13,13,0.134073885163092,0.0404736436772562,0.0616638546444762,0.182177112158685
"Idotea","C22.0",13,9,0.0108372198959379,0.00352623934529602,0.00687221301408926,0.0177172987658523
"Idotea","C22.1w9",13,1,0.0370235146075543,NA,0.0370235146075543,0.0370235146075543
"Idotea","C22.2w6",13,3,0.00852123607140704,0.00194875996510944,0.00631321850519776,0.0100009564754349
"Idotea","C22.4w3",13,7,0.0290806137118095,0.0230549455528169,0.0125047708124182,0.0771189446303967
"Idotea","C22.6w3",13,13,0.0265113592524991,0.00945341740764608,0.0122863196370914,0.0394009281065572
"Idotea","i.C15.0",13,6,0.00952755832717922,0.00168296304222034,0.00665413991516784,0.0118956608115204
"Idotea","i.C16.0",13,4,0.00847056673069334,0.00183298290164351,0.0060750197744935,0.0103281570367751
"Idotea","i.C17.0",13,6,0.00932976968454818,0.00300966433803976,0.00626045514916163,0.0132058584019187
"Idotea","i.C19.0",13,2,0.00663950365949069,0.000174354504192357,0.00651621640724586,0.00676279091173552
"Limpet","a.C17.0",13,1,0.00542892881390841,NA,0.00542892881390841,0.00542892881390841
"Limpet","C14.0",13,13,0.0269836677388977,0.00499386687156381,0.0194832624902239,0.0355982978435047
"Limpet","C14.1w",13,2,0.00731759889196938,0.000119445682613981,0.00723313803980958,0.00740205974412918
"Limpet","C14.1w5",13,8,0.00839693528553495,0.000765450543361302,0.00757265104786986,0.00937061929450605
"Limpet","C16.0",13,13,0.0942337491511456,0.0188598829143034,0.0621406051830767,0.12265730092761
"Limpet","C16.1w",13,11,0.01423517537999,0.00551815300979726,0.00990738853487812,0.0291647975530301
"Limpet","C16.1w5",13,2,0.00769170462053639,0.000926017965977503,0.00703691103729312,0.00834649820377965
"Limpet","C16.1w7",13,13,0.0717734063671352,0.118583912406195,0.0151335872123589,0.357541669284838
"Limpet","C16.2w",13,1,0.0222652770502339,NA,0.0222652770502339,0.0222652770502339
"Limpet","C16.2w6",13,12,0.0139696404440174,0.00505572078462187,0.00855231084963379,0.0241512272673013
"Limpet","C18.0",13,13,0.0341040528438299,0.00695492128362181,0.0193945425984657,0.0440028827641419
"Limpet","C18.1w",13,2,0.0165332535538242,0.000237794341111757,0.0163651075626963,0.0167013995449521
"Limpet","C18.1w7",13,13,0.0361652287140773,0.00625982061089586,0.0241169590075507,0.0427717083794527
"Limpet","C18.1w9",13,13,0.0109361119130774,0.00393603237872098,0.00641766773951621,0.0172252281407916
"Limpet","C18.2w3",13,2,0.0193358165872849,0.000591727853338014,0.0189174018095726,0.0197542313649972
"Limpet","C18.2w6",13,11,0.0309239971239005,0.00467714103195419,0.0241956054577186,0.0388520099238253
"Limpet","C18.3w3",13,11,0.00726067774353963,0.00176898086757233,0.00520742645707893,0.0102324042031315
"Limpet","C18.4w",13,1,0.0131085743703838,NA,0.0131085743703838,0.0131085743703838
"Limpet","C18.4w2",13,10,0.0082363870974524,0.0022736784777395,0.0058371056864017,0.0132634915007372
"Limpet","C18.4w3",13,13,0.0408110894980213,0.0108635041955142,0.0246879215312965,0.0665372063879693
"Limpet","C19.0",13,13,0.0365316579825639,0.0141570161597646,0.0201133057581429,0.0703825626797947
"Limpet","C19.1w",13,1,0.0160943602502356,NA,0.0160943602502356,0.0160943602502356
"Limpet","C20.1w",13,11,0.193879307458297,0.0848965141206087,0.136841673841252,0.368803454276838
"Limpet","C20.1w.1",13,2,0.117957937657573,0.00394057910888137,0.115171527447881,0.120744347867265
"Limpet","C20.1w7",13,2,0.096559003396074,0.00417117434722543,0.0936095377296395,0.0995084690625084
"Limpet","C20.1w9",13,8,0.174145302944667,0.0448926928224259,0.106843421903148,0.230849536282264
"Limpet","C20.2w",13,5,0.0170160257205458,0.00866899925140794,0.0091267373063177,0.0302741467098622
"Limpet","C20.2w3",13,2,0.0348833781276836,0.00291620388626554,0.0328213105843827,0.0369454456709846
"Limpet","C20.2w6",13,10,0.0330099017727884,0.0133369337697268,0.00785390398994282,0.044372236635199
"Limpet","C20.4w",13,3,0.0506475729365041,0.0180576904231381,0.0306157550213504,0.0656759550040827
"Limpet","C20.4w3",13,4,0.0252544059086576,0.00418157167350176,0.0197911814961161,0.0288016546903483
"Limpet","C20.4w3.1",13,2,0.0411019325989985,2.23748070103806e-05,0.0410861112212337,0.0411177539767633
"Limpet","C20.4w6",13,13,0.0125316305528708,0.00327525788541317,0.00642717911495487,0.0164035686653925
"Limpet","C20.5w3",13,13,0.0586971485720174,0.0106681876734477,0.0372396227689783,0.0726544258175584
"Limpet","C22.1w",13,3,0.0128341290320131,0.00227249032232383,0.01132016997753,0.0154472223087503
"Limpet","C22.1w9",13,4,0.0134930124068256,0.00279010939144424,0.0107723691954803,0.0160973618505537
"Limpet","C22.2w",13,7,0.0697053579052831,0.0141729839240433,0.0509674985084782,0.0875243479801011
"Limpet","C22.2w2",13,2,0.0478741370458959,0.000279660220874107,0.0476763874072877,0.0480718866845041
"Limpet","C22.2w3",13,2,0.0135584092844913,0.000411133869740406,0.0132676937372223,0.0138491248317602
"Limpet","C22.2w6",13,8,0.0526839463738671,0.00733414409137737,0.043988798989518,0.0668956451981735
"Limpet","C22.4w3",13,10,0.0109359178182089,0.00203467362780922,0.00796045184238359,0.0145942145701025
"Limpet","C22.5w3",13,11,0.00789304083576112,0.000971780803784677,0.00613803259135259,0.00898245549235389
"Limpet","i.C15.0",13,13,0.0175796667338774,0.00522654758987348,0.00959200786738881,0.0253614542400969
"Limpet","i.C16.0",13,9,0.00785364774099109,0.000994480818148124,0.00598592163068898,0.00893466313201985
"Limpet","i.C17.0",13,9,0.0062715032590167,0.000536091155266135,0.00526394789345113,0.00708417929403567
"Macoma sp.","a.C17.0",4,4,0.0246489737571992,0.0100653235651158,0.0098486944833005,0.0312391834484346
"Macoma sp.","a.C18.0",4,3,0.0076538312051229,0.00117154519663026,0.00632498382255211,0.00853766689043664
"Macoma sp.","a.C19.0",4,3,0.00974602743042609,0.00205332649510943,0.00737763896750753,0.0110261474772537
"Macoma sp.","C14.0",4,2,0.0105586504772129,0.00710833753525987,0.00553229680306782,0.0155850041513581
"Macoma sp.","C15.0",4,4,0.0115064044653186,0.00694530201297186,0.0064163657469034,0.0217625397280424
"Macoma sp.","C16.0",4,4,0.1067362017239,0.0615105940123972,0.072607112727495,0.19882861232666
"Macoma sp.","C16.1w",4,1,0.00530208861861821,NA,0.00530208861861821,0.00530208861861821
"Macoma sp.","C16.1w7",4,4,0.0168703345777834,0.0142062808737332,0.00717843088153219,0.0376566606662779
"Macoma sp.","C17.0",4,4,0.0115781514995595,0.00725413749765738,0.00665949713625767,0.0223537518321698
"Macoma sp.","C17.1w",4,1,0.00845283238897327,NA,0.00845283238897327,0.00845283238897327
"Macoma sp.","C17.1w9",4,1,0.061850357117815,NA,0.061850357117815,0.061850357117815
"Macoma sp.","C18.0",4,4,0.0741806663470522,0.0424428742071866,0.0487992740247041,0.137664269275125
"Macoma sp.","C18.1w",4,1,0.00706219720190167,NA,0.00706219720190167,0.00706219720190167
"Macoma sp.","C18.1w9",4,4,0.0161752307220042,0.00325143415924583,0.0124382395936613,0.0201641849410053
"Macoma sp.","C18.4w3",4,3,0.00995248019159426,0.00188094911769181,0.0088040858369733,0.0121231930713179
"Macoma sp.","C19.0",4,4,0.170755524995153,0.0646978657121355,0.100983251369134,0.255742849364466
"Macoma sp.","C20.1w",4,3,0.333754969123865,0.200051385945723,0.10315771981941,0.460853529314846
"Macoma sp.","C20.1w7",4,1,0.00866674125093118,NA,0.00866674125093118,0.00866674125093118
"Macoma sp.","C20.1w9",4,2,0.174817752947371,0.173856469676097,0.0518826642862499,0.297752841608493
"Macoma sp.","C20.2w6",4,1,0.00569019491148579,NA,0.00569019491148579,0.00569019491148579
"Macoma sp.","C20.4w",4,1,0.00522287057849268,NA,0.00522287057849268,0.00522287057849268
"Macoma sp.","C20.4w3",4,1,0.00601356036344726,NA,0.00601356036344726,0.00601356036344726
"Macoma sp.","C20.4w6",4,4,0.0200333811050724,0.0113930079792823,0.0126219618367975,0.0370181158715675
"Macoma sp.","C20.5w3",4,4,0.0362076277860931,0.02573935280727,0.0222603661886958,0.0747794905622614
"Macoma sp.","C22.2w",4,1,0.0111874264159385,NA,0.0111874264159385,0.0111874264159385
"Macoma sp.","C22.3w3",4,1,0.00594277372181413,NA,0.00594277372181413,0.00594277372181413
"Macoma sp.","C22.4w3",4,1,0.0211535040983103,NA,0.0211535040983103,0.0211535040983103
"Macoma sp.","C22.4w6",4,1,0.00739447839253889,NA,0.00739447839253889,0.00739447839253889
"Macoma sp.","C22.5w3",4,4,0.0121755445615159,0.0079032045787381,0.00750253583842403,0.023999675183631
"Macoma sp.","C22.6w3",4,4,0.0317722139310987,0.0190651049863017,0.0193152276849159,0.0600644966151846
"Macoma sp.","i.C16.0",4,4,0.0122596127798225,0.00431604061990785,0.00610404371456875,0.0159006898015815
"Macoma sp.","i.C17.0",4,4,0.051715740927908,0.0161467836257206,0.0278821845188146,0.063347873062804
"Macoma sp.","i.C18.0",4,1,0.00552380751961579,NA,0.00552380751961579,0.00552380751961579
"Particulate organic matter","a.C17.0",11,1,0.0104103541021382,NA,0.0104103541021382,0.0104103541021382
"Particulate organic matter","C14.0",11,11,0.0931615184857391,0.0167055332623205,0.0548615287397448,0.11203356407804
"Particulate organic matter","C15.0",11,5,0.0064234362388672,0.00177165776930953,0.00528335753037285,0.00955481594487236
"Particulate organic matter","C16.0",11,11,0.11526258526317,0.0160197803297534,0.0972803397049468,0.146428804834319
"Particulate organic matter","C16.1w5",11,11,0.0200821813985334,0.00460877994689783,0.0148554653771101,0.0280517449507185
"Particulate organic matter","C16.1w7",11,11,0.0459811647234308,0.0139108972227794,0.00966809140835488,0.0586587222878357
"Particulate organic matter","C16.1w9",11,10,0.0195396853298692,0.00526974414843714,0.0107142717649523,0.0283368115649457
"Particulate organic matter","C16.2w3",11,11,0.0354997995029121,0.010977862379527,0.00876175017185579,0.0506140591549329
"Particulate organic matter","C16.2w6",11,11,0.0849656508362191,0.0233949987151171,0.0186792979019951,0.10198131058474
"Particulate organic matter","C16.3w3",11,11,0.0497652308976186,0.0182451591555183,0.0109961642162364,0.0783526911487667
"Particulate organic matter","C16.4w",11,4,0.00891898718711291,0.00437913438065288,0.00558377388492099,0.0153519850223611
"Particulate organic matter","C16.4w3.1",11,11,0.132195298626902,0.038862751839801,0.0447249116406,0.178827044548341
"Particulate organic matter","C17.1w",11,11,0.00901951099874444,0.00347937137156926,0.00561783021900387,0.0176486376523047
"Particulate organic matter","C18.0",11,11,0.0125347881826521,0.00640583730668215,0.0067754139972033,0.0286082398798726
"Particulate organic matter","C18.1w7",11,2,0.00677758525669785,0.00185773431271294,0.0054639687265356,0.0080912017868601
"Particulate organic matter","C18.1w9",11,8,0.00766471416430718,0.00208216848348009,0.00551206277195315,0.0120959944948936
"Particulate organic matter","C18.2w6",11,11,0.00861852158023598,0.00236112455230857,0.0060577394608292,0.0130346618379811
"Particulate organic matter","C18.3w3",11,1,0.0096851037009947,NA,0.0096851037009947,0.0096851037009947
"Particulate organic matter","C18.4w3",11,11,0.126676145209399,0.0280995287903006,0.104967907307237,0.196463490932352
"Particulate organic matter","C19.0",11,11,0.0933252391692024,0.019889077297666,0.0669522846876126,0.125202662535607
"Particulate organic matter","C20.0",11,2,0.0057510676140815,3.71122560821556e-05,0.00572482528614068,0.00577730994202233
"Particulate organic matter","C20.1w",11,5,0.0111040437420619,0.00584886378667379,0.00625065036767422,0.0210679434385416
"Particulate organic matter","C20.1w.1",11,6,0.0103412676399299,0.00362225753532323,0.00742313573614841,0.0172069988104323
"Particulate organic matter","C20.4w3",11,11,0.025978589753911,0.00613917942264991,0.0198736256639564,0.0415364614277277
"Particulate organic matter","C20.5w3",11,11,0.0529205822351674,0.00850685271452392,0.042080050249664,0.0671761377529703
"Particulate organic matter","C22.4w3",11,5,0.00745163285263598,0.00322735519641376,0.0054694319844231,0.0131571517202742
"Particulate organic matter","C22.6w3",11,11,0.0286952225974307,0.0203642778334633,0.0128923309378823,0.081644632928361
"Particulate organic matter","i.C15.0",11,11,0.0122957608447138,0.00485283196574434,0.0071833127016464,0.024033418469062
"Particulate organic matter","i.C17.0",11,6,0.00788828371606994,0.00338657676924378,0.00547851502163897,0.0146169700878511
"Particulate organic matter","i.C18.0",11,1,0.0114281554240855,NA,0.0114281554240855,0.0114281554240855
"Pointed Macoma","a.C17.0",2,2,0.027119413677451,0.00428449884467583,0.0240898154903948,0.0301490118645072
"Pointed Macoma","a.C18.0",2,1,0.0083208310427708,NA,0.0083208310427708,0.0083208310427708
"Pointed Macoma","a.C19.0",2,1,0.0103247038138495,NA,0.0103247038138495,0.0103247038138495
"Pointed Macoma","C14.0",2,2,0.00689705213974754,0.000952532310793717,0.00622351008348601,0.00757059419600907
"Pointed Macoma","C15.0",2,2,0.0074613995305278,0.000790780637540508,0.00690223317929188,0.00802056588176371
"Pointed Macoma","C16.0",2,2,0.0777052168978788,0.000875878294794491,0.0770858774161355,0.0783245563796221
"Pointed Macoma","C16.1w",2,1,0.00557001625611003,NA,0.00557001625611003,0.00557001625611003
"Pointed Macoma","C16.1w5",2,1,0.00555672533819364,NA,0.00555672533819364,0.00555672533819364
"Pointed Macoma","C16.1w7",2,2,0.0196850287767968,0.0163721251589721,0.00810818805445277,0.0312618694991409
"Pointed Macoma","C17.0",2,2,0.00765648344325684,0.000199527343204571,0.00751539630584475,0.00779757058066893
"Pointed Macoma","C17.1w",2,2,0.0200635245421917,0.0195425291795733,0.00624486963777942,0.0338821794466039
"Pointed Macoma","C17.1w9",2,1,0.0170782082810299,NA,0.0170782082810299,0.0170782082810299
"Pointed Macoma","C18.0",2,2,0.0545142555638965,2.75354229326217e-05,0.054494785079618,0.054533726048175
"Pointed Macoma","C18.1w",2,2,0.00902370372216728,0.0012551502370706,0.00813617847812676,0.00991122896620781
"Pointed Macoma","C18.1w9",2,2,0.0123189377624657,0.000110666079112089,0.0122406850274782,0.0123971904974531
"Pointed Macoma","C18.4w3",2,2,0.0158396959361084,0.00103895106019877,0.0151050465961209,0.0165743452760959
"Pointed Macoma","C19.0",2,2,0.125637844633143,0.0294987910768933,0.104779049425867,0.14649663984042
"Pointed Macoma","C20.1w",2,2,0.2153451867299,0.122173522884981,0.12895546021648,0.30173491324332
"Pointed Macoma","C20.1w.1",2,1,0.115790904185002,NA,0.115790904185002,0.115790904185002
"Pointed Macoma","C20.1w9",2,1,0.281884415068857,NA,0.281884415068857,0.281884415068857
"Pointed Macoma","C20.2w6",2,1,0.00541369166528617,NA,0.00541369166528617,0.00541369166528617
"Pointed Macoma","C20.4w3",2,1,0.0104695963784981,NA,0.0104695963784981,0.0104695963784981
"Pointed Macoma","C20.4w6",2,2,0.0114762762216533,0.00252386620455784,0.00969163331360287,0.0132609191297037
"Pointed Macoma","C20.5w3",2,2,0.0297216486202086,0.000508138159283715,0.0293623406819995,0.0300809565584178
"Pointed Macoma","C22.2w",2,1,0.00732770454347468,NA,0.00732770454347468,0.00732770454347468
"Pointed Macoma","C22.2w3",2,1,0.0071327172297593,NA,0.0071327172297593,0.0071327172297593
"Pointed Macoma","C22.4w3",2,2,0.0245131098112889,0.00213760064702177,0.0230015978983111,0.0260246217242668
"Pointed Macoma","C22.5w3",2,2,0.00796261407634458,0.000834828942645822,0.00737230086986892,0.00855292728282023
"Pointed Macoma","C22.6w3",2,2,0.0205739248454967,0.00177647740129842,0.0193177656284139,0.0218300840625795
"Pointed Macoma","i.C16.0",2,2,0.0136270775666666,0.00304641577087367,0.0114729363167682,0.015781218816565
"Pointed Macoma","i.C17.0",2,2,0.0520788142197739,0.00639280004387724,0.0475584219579787,0.0565992064815692
"Pointed Macoma","i.C19.0",2,1,0.00668806876323977,NA,0.00668806876323977,0.00668806876323977
"Red rock crab","a.C17.0",6,6,0.0271189325940271,0.00411528714336999,0.0220993815799903,0.0337717053699957
"Red rock crab","a.C18.0",6,6,0.0149631573583571,0.00914592673343543,0.00663806950646794,0.0285162094137658
"Red rock crab","a.C19.0",6,2,0.0056179207303758,0.000129171486548879,0.00552658269630114,0.00570925876445046
"Red rock crab","C14.0",6,1,0.00572373742100168,NA,0.00572373742100168,0.00572373742100168
"Red rock crab","C15.0",6,2,0.00654428279893185,0.000409632039555714,0.00625462920597073,0.00683393639189297
"Red rock crab","C16.0",6,6,0.152303417942829,0.00766421937444556,0.141085186781173,0.16251995523719
"Red rock crab","C16.1w",6,5,0.00852182855712639,0.00477213584746383,0.00532280996154759,0.0168909765097185
"Red rock crab","C16.1w7",6,6,0.0276920875900576,0.00314448597298769,0.0240527216492313,0.0311660254007966
"Red rock crab","C16.1w9",6,1,0.0140568617531565,NA,0.0140568617531565,0.0140568617531565
"Red rock crab","C17.0",6,4,0.00666095499670268,0.0014222050158763,0.00533011897111366,0.00865081114733999
"Red rock crab","C17.1w9",6,1,0.0399502153696289,NA,0.0399502153696289,0.0399502153696289
"Red rock crab","C18.0",6,6,0.0577780985568019,0.00682691731076522,0.0509290054379432,0.0674590402422414
"Red rock crab","C18.1w",6,1,0.0130467461013533,NA,0.0130467461013533,0.0130467461013533
"Red rock crab","C18.1w.1",6,5,0.014340473191438,0.00244530649542129,0.010715400490024,0.0169498844386124
"Red rock crab","C18.1w7",6,6,0.0232990483428861,0.00433863435708482,0.0186643800239637,0.0304525928513547
"Red rock crab","C18.1w9",6,6,0.0353456443182345,0.00335061249925457,0.031719980670221,0.0403684906788392
"Red rock crab","C18.2w6",6,6,0.0144217622251633,0.00245588625426862,0.0115053424687009,0.0185341720158259
"Red rock crab","C18.4w3",6,6,0.00786316815745673,0.00134131547699545,0.00667846472699587,0.0101920857721363
"Red rock crab","C19.0",6,6,0.235439749844523,0.0466953966714586,0.153494878445098,0.294756605506702
"Red rock crab","C19.1w",6,1,0.0107896433055802,NA,0.0107896433055802,0.0107896433055802
"Red rock crab","C20.1w",6,6,0.0551005644042885,0.0229860031420497,0.0284663321750439,0.0846912147499456
"Red rock crab","C20.1w9",6,1,0.0199156895789594,NA,0.0199156895789594,0.0199156895789594
"Red rock crab","C20.4w",6,1,0.00659291540954297,NA,0.00659291540954297,0.00659291540954297
"Red rock crab","C20.4w6",6,6,0.0171735425869695,0.00486279450022835,0.0111054848660282,0.0236409646565635
"Red rock crab","C20.5w3",6,6,0.142589399910125,0.0135377585699036,0.125571994300989,0.154727167492321
"Red rock crab","C22.1w9",6,1,0.0174282169682563,NA,0.0174282169682563,0.0174282169682563
"Red rock crab","C22.4w3",6,1,0.0243924555605257,NA,0.0243924555605257,0.0243924555605257
"Red rock crab","C22.6w3",6,6,0.0576819744010293,0.00788728588443008,0.0436573649390019,0.0668290198433518
"Red rock crab","i.C16.0",6,5,0.00810798774501188,0.00240706762019193,0.00577170468886863,0.0117795315170924
"Red rock crab","i.C17.0",6,6,0.0478793932639527,0.00987017288148113,0.0398744587451589,0.0660632844085507
"Red rock crab","i.C18.0",6,6,0.0216558655290553,0.00981763790678398,0.011547827888423,0.0369578271678491
"Red rock crab","i.C19.0",6,2,0.00622450093207259,0.000548366515405042,0.00583674725045405,0.00661225461369113
"Shiner perch","a.C17.0",12,6,0.00690374187569486,0.00101707418258007,0.00532194531698983,0.00776787024639774
"Shiner perch","C14.0",12,12,0.0135482681821439,0.00870057745914026,0.00543813595236327,0.0343799724541266
"Shiner perch","C16.0",12,12,0.22592423931965,0.0276552769870081,0.176416556052545,0.258775252815464
"Shiner perch","C16.1w",12,12,0.0370346553901105,0.0204921250697939,0.00988178748053164,0.0680045283608522
"Shiner perch","C16.1w5",12,2,0.00729860800077061,0.000275991356822052,0.00710345264081286,0.00749376336072836
"Shiner perch","C16.1w7",12,12,0.0161545606747296,0.0125264226746681,0.00695543926331967,0.0499559618185973
"Shiner perch","C16.1w9",12,2,0.0147124090456326,0.00264665366436628,0.012840942292107,0.0165838757991582
"Shiner perch","C16.2w",12,4,0.0105620902438061,0.0052653775941602,0.00644673746881977,0.0176237131883588
"Shiner perch","C16.2w6",12,2,0.00868332012935082,0.000691769773495347,0.00819416503149238,0.00917247522720926
"Shiner perch","C17.1w",12,6,0.0149923467068144,0.00681350303134885,0.00856755148566935,0.0263933880953111
"Shiner perch","C17.1w9",12,6,0.0135588612288917,0.00449128968090979,0.0074490848982541,0.0189356246255129
"Shiner perch","C18.0",12,12,0.0862158685966734,0.0112887619004323,0.0591226614028186,0.0986916935204771
"Shiner perch","C18.1w",12,2,0.0144876746770074,0.00247333571467756,0.012738762221008,0.0162365871330067
"Shiner perch","C18.1w.1",12,4,0.0170278602109112,0.00754219868262571,0.0105734271168747,0.0275111520899733
"Shiner perch","C18.1w7",12,12,0.0212884608830423,0.00304156229037026,0.0178584515787545,0.0279247296338443
"Shiner perch","C18.1w9",12,12,0.0419775518459538,0.0182134922223777,0.0269406985506219,0.086924955122995
"Shiner perch","C18.2w6",12,12,0.0174154789284317,0.00785311260299189,0.00846863599739371,0.0377891167188722
"Shiner perch","C18.3w3",12,3,0.00754379271799951,0.00118699741600114,0.00672548114438693,0.00890517615193761
"Shiner perch","C18.4w3",12,12,0.0320721892840533,0.0196319665476823,0.00930767207917279,0.0615530207478794
"Shiner perch","C19.0",12,12,0.17045364783965,0.055761693266644,0.0531239258738851,0.221539780325541
"Shiner perch","C20.1w",12,10,0.043584582941523,0.0334242792938772,0.0154488847371695,0.129798543985997
"Shiner perch","C20.1w.1",12,2,0.0125182342331855,0.00316663679845603,0.0102790838794424,0.0147573845869286
"Shiner perch","C20.2w",12,3,0.00833413159611768,0.00297657139973724,0.00536927902198061,0.0113222850191436
"Shiner perch","C20.2w6",12,3,0.00778360205897744,0.00175926948761167,0.00612497206232156,0.00962866261141153
"Shiner perch","C20.4w",12,10,0.0229403776405647,0.00926359925841414,0.0119726238892636,0.0381707200824632
"Shiner perch","C20.4w3",12,2,0.0178254990641633,0.00774893208233093,0.0123461766417931,0.0233048214865334
"Shiner perch","C20.4w6",12,12,0.0134025421624388,0.00336118324799578,0.00736489542042731,0.019241508852399
"Shiner perch","C20.5w3",12,12,0.0748321186014216,0.0100513662843789,0.0599627735787106,0.0891674379264256
"Shiner perch","C22.1w",12,2,0.0082517197846671,0.00293822164762754,0.00617408333300055,0.0103293562363336
"Shiner perch","C22.1w9.1",12,2,0.0102290220900698,0.00263832821644229,0.0083634423172276,0.0120946018629119
"Shiner perch","C22.2w",12,3,0.0134886677854388,0.00523040295645336,0.00745781479740613,0.0167846727255785
