"ID","Sample","Batch","FA","Area","Conc"
"B_039","B_039_EG_322019_27.qgd","1","C22.6w3",14061,0.0759
"B_104","B_104_EG_322019_8.qgd","1","C22.6w3",12705,0.0686
"B_040","B_040_EG_342019_15.qgd","1","C22.6w3",19790,0.1068
"B_063","B_063_EG_342019_7.qgd","1","C22.6w3",23572,0.1272
"B_064","B_064_EG_342019_9.qgd","1","C22.6w3",21687,0.1171
"B_005","B_005_Fucus_322019_20.qgd","1","C22.6w3",19646,0.1061
"B_006","B_006_Fucus_322019_21.qgd","1","C22.6w3",12515,0.0676
"B_030","B_030_Fucus_322019_13.qgd","1","C22.6w3",2774,0.015
"B_031","B_031_Fucus_322019_14.qgd","1","C22.6w3",4576,0.0247
"B_066","B_066_Fucus_342019_8.qgd","1","C22.6w3",5185,0.028
"B_067","B_067_Fucus_342019_19.qgd","1","C22.6w3",12064,0.0651
"B_033","B_033_SKelp_322019_15.qgd","1","C22.6w3",16951,0.0915
"B_034","B_034_SKelp_322019_24.qgd","1","C22.6w3",4825,0.026
"B_060","B_060_SKelp_322019_16.qgd","1","C22.6w3",7527,0.0406
"B_061","B_061_SKelp_322019_18.qgd","1","C22.6w3",3876,0.0209
"B_001","B_001_ButterC__322019_11.qgd","1","C22.6w3",8845364,47.7495
"B_002","B_002_ButterC_322019_12.qgd","1","C22.6w3",6047892,32.6481
"B_048","B_048_ButterC_342019_18.qgd","1","C22.6w3",8409220,45.3951
"B_050","B_050_Macoma_322019_7.qgd","1","C22.6w3",3060768,16.5228
"B_018","B_018_Ido_342019_12.qgd","1","C22.6w3",1959377,10.5772
"B_019","B_019_Ido_342019_13.qgd","1","C22.6w3",2058581,11.1127
"B_020","B_020_Ido_342019_14.qgd","1","C22.6w3",1581364,8.5366
"B_042","B_042_Ido_342019_16.qgd","1","C22.6w3",1696001,9.1554
"B_079","B_079_Ido_342019_22.qgd","1","C22.6w3",1531356,8.2667
"B_015","B_015_Dung_342019_11.qgd","1","C22.6w3",5597311,30.2157
"B_287","B_287_Stag_322019_9.qgd","1","C22.6w3",10762493,58.0987
"Blank","Blank_2-23__322019_10.qgd","1","C22.6w3",4149,0.0224
"Blank","Blank_2-27__322019_19.qgd","1","C22.6w3",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C22.6w3",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C22.6w3",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C12.0",4464,0.0072
"B_137","B_137_Fucus_3102019_10.qgd","3","C12.0",90112,0.1455
"B_139","B_139_Ulva_3102019_12.qgd","3","C12.0",43906,0.0709
"B_140","B_140_Ulva_3102019_23.qgd","3","C12.0",48466,0.0783
"B_143","B_143_Limpet_3102019_14.qgd","3","C12.0",98092,0.1584
"B_144","B_144_Limpet_3102019_25.qgd","3","C12.0",107388,0.1734
"B_150","B_150_Idotea_3102019_16.qgd","3","C12.0",233219,0.3765
"B_151","B_151_Idotea_3102019_27.qgd","3","C12.0",960974,1.5516
"B_157","B_157_BMacoma_3102019_19.qgd","3","C12.0",5808,0.0094
"B_158","B_158_BMacoma_3102019_30.qgd","3","C12.0",3717,0.006
"B_161","B_161_Ulva_3102019_32.qgd","3","C12.0",49468,0.0799
"B_162","B_162_Ulva_3102019_34.qgd","3","C12.0",38382,0.062
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C12.0",5271,0.0085
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C12.0",55190,0.0891
"Blank","Blank_ProdMar9.qgd","3","C12.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","i.C13.0",0,0
"B_137","B_137_Fucus_3102019_10.qgd","3","i.C13.0",0,0
"B_139","B_139_Ulva_3102019_12.qgd","3","i.C13.0",2776,0.004
"B_140","B_140_Ulva_3102019_23.qgd","3","i.C13.0",4712,0.0069
"B_143","B_143_Limpet_3102019_14.qgd","3","i.C13.0",23884,0.0348
"B_144","B_144_Limpet_3102019_25.qgd","3","i.C13.0",24221,0.0353
"B_150","B_150_Idotea_3102019_16.qgd","3","i.C13.0",11901,0.0173
"B_151","B_151_Idotea_3102019_27.qgd","3","i.C13.0",29670,0.0432
"B_157","B_157_BMacoma_3102019_19.qgd","3","i.C13.0",0,0
"B_158","B_158_BMacoma_3102019_30.qgd","3","i.C13.0",0,0
"B_161","B_161_Ulva_3102019_32.qgd","3","i.C13.0",0,0
"B_162","B_162_Ulva_3102019_34.qgd","3","i.C13.0",0,0
"B_164","B_164_SugarKelp_3102019_8.qgd","3","i.C13.0",0,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","i.C13.0",0,0
"Blank","Blank_ProdMar9.qgd","3","i.C13.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C13.0",0,0
"B_137","B_137_Fucus_3102019_10.qgd","3","C13.0",0,0
"B_139","B_139_Ulva_3102019_12.qgd","3","C13.0",0,0
"B_140","B_140_Ulva_3102019_23.qgd","3","C13.0",0,0
"B_143","B_143_Limpet_3102019_14.qgd","3","C13.0",26052,0.038
"B_144","B_144_Limpet_3102019_25.qgd","3","C13.0",27230,0.0397
"B_150","B_150_Idotea_3102019_16.qgd","3","C13.0",17975,0.0262
"B_151","B_151_Idotea_3102019_27.qgd","3","C13.0",49887,0.0727
"B_157","B_157_BMacoma_3102019_19.qgd","3","C13.0",4983,0.0073
"B_158","B_158_BMacoma_3102019_30.qgd","3","C13.0",4073,0.0059
"B_161","B_161_Ulva_3102019_32.qgd","3","C13.0",0,0
"B_162","B_162_Ulva_3102019_34.qgd","3","C13.0",0,0
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C13.0",0,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C13.0",0,0
"Blank","Blank_ProdMar9.qgd","3","C13.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C13.1w",8277,0.0323
"B_137","B_137_Fucus_3102019_10.qgd","3","C13.1w",3384,0.0132
"B_139","B_139_Ulva_3102019_12.qgd","3","C13.1w",9565,0.0373
"B_140","B_140_Ulva_3102019_23.qgd","3","C13.1w",16206,0.0632
"B_143","B_143_Limpet_3102019_14.qgd","3","C13.1w",38823,0.1514
"B_144","B_144_Limpet_3102019_25.qgd","3","C13.1w",51585,0.2011
"B_150","B_150_Idotea_3102019_16.qgd","3","C13.1w",37125,0.1448
"B_151","B_151_Idotea_3102019_27.qgd","3","C13.1w",110046,0.4291
"B_157","B_157_BMacoma_3102019_19.qgd","3","C13.1w",6906,0.0269
"B_158","B_158_BMacoma_3102019_30.qgd","3","C13.1w",4477,0.0175
"B_161","B_161_Ulva_3102019_32.qgd","3","C13.1w",11267,0.0439
"B_162","B_162_Ulva_3102019_34.qgd","3","C13.1w",4681,0.0183
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C13.1w",1189,0.0046
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C13.1w",384,0.0015
"Blank","Blank_ProdMar9.qgd","3","C13.1w",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C14.0",905137,1.3732
"B_137","B_137_Fucus_3102019_10.qgd","3","C14.0",19109319,28.9902
"B_139","B_139_Ulva_3102019_12.qgd","3","C14.0",1304322,1.9787
"B_140","B_140_Ulva_3102019_23.qgd","3","C14.0",1495751,2.2692
"B_143","B_143_Limpet_3102019_14.qgd","3","C14.0",13045219,19.7905
"B_144","B_144_Limpet_3102019_25.qgd","3","C14.0",14202517,21.5462
"B_150","B_150_Idotea_3102019_16.qgd","3","C14.0",3409889,5.173
"B_151","B_151_Idotea_3102019_27.qgd","3","C14.0",8161309,12.3813
"B_157","B_157_BMacoma_3102019_19.qgd","3","C14.0",504045,0.7647
"B_158","B_158_BMacoma_3102019_30.qgd","3","C14.0",483467,0.7335
"B_161","B_161_Ulva_3102019_32.qgd","3","C14.0",1338136,2.03
"B_162","B_162_Ulva_3102019_34.qgd","3","C14.0",1294773,1.9643
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C14.0",5463273,8.2882
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C14.0",672561,1.0203
"Blank","Blank_ProdMar9.qgd","3","C14.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C14.1w5",1927,0.0069
"B_137","B_137_Fucus_3102019_10.qgd","3","C14.1w5",85902,0.3061
"B_139","B_139_Ulva_3102019_12.qgd","3","C14.1w5",1539,0.0055
"B_140","B_140_Ulva_3102019_23.qgd","3","C14.1w5",2136,0.0076
"B_143","B_143_Limpet_3102019_14.qgd","3","C14.1w5",24618,0.0877
"B_144","B_144_Limpet_3102019_25.qgd","3","C14.1w5",17620,0.0628
"B_150","B_150_Idotea_3102019_16.qgd","3","C14.1w5",5390,0.0192
"B_151","B_151_Idotea_3102019_27.qgd","3","C14.1w5",34011,0.1212
"B_157","B_157_BMacoma_3102019_19.qgd","3","C14.1w5",879,0.0031
"B_158","B_158_BMacoma_3102019_30.qgd","3","C14.1w5",655,0.0023
"B_161","B_161_Ulva_3102019_32.qgd","3","C14.1w5",534,0.0019
"B_162","B_162_Ulva_3102019_34.qgd","3","C14.1w5",560,0.002
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C14.1w5",11069,0.0394
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C14.1w5",15873,0.0566
"Blank","Blank_ProdMar9.qgd","3","C14.1w5",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","i.C15.0",41396,0.0617
"B_137","B_137_Fucus_3102019_10.qgd","3","i.C15.0",154,2e-04
"B_139","B_139_Ulva_3102019_12.qgd","3","i.C15.0",15,0
"B_140","B_140_Ulva_3102019_23.qgd","3","i.C15.0",28,0
"B_143","B_143_Limpet_3102019_14.qgd","3","i.C15.0",982548,1.4641
"B_144","B_144_Limpet_3102019_25.qgd","3","i.C15.0",1046451,1.5593
"B_150","B_150_Idotea_3102019_16.qgd","3","i.C15.0",132023,0.1967
"B_151","B_151_Idotea_3102019_27.qgd","3","i.C15.0",443269,0.6605
"B_157","B_157_BMacoma_3102019_19.qgd","3","i.C15.0",42357,0.0631
"B_158","B_158_BMacoma_3102019_30.qgd","3","i.C15.0",33843,0.0504
"B_161","B_161_Ulva_3102019_32.qgd","3","i.C15.0",10,0
"B_162","B_162_Ulva_3102019_34.qgd","3","i.C15.0",-15,0
"B_164","B_164_SugarKelp_3102019_8.qgd","3","i.C15.0",26,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","i.C15.0",19,0
"Blank","Blank_ProdMar9.qgd","3","i.C15.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","a.C15.0",19515,0.0291
"B_137","B_137_Fucus_3102019_10.qgd","3","a.C15.0",2928,0.0044
"B_139","B_139_Ulva_3102019_12.qgd","3","a.C15.0",21509,0.0321
"B_140","B_140_Ulva_3102019_23.qgd","3","a.C15.0",19378,0.0289
"B_143","B_143_Limpet_3102019_14.qgd","3","a.C15.0",57512,0.0857
"B_144","B_144_Limpet_3102019_25.qgd","3","a.C15.0",70373,0.1049
"B_150","B_150_Idotea_3102019_16.qgd","3","a.C15.0",48257,0.0719
"B_151","B_151_Idotea_3102019_27.qgd","3","a.C15.0",157998,0.2354
"B_157","B_157_BMacoma_3102019_19.qgd","3","a.C15.0",18990,0.0283
"B_158","B_158_BMacoma_3102019_30.qgd","3","a.C15.0",13104,0.0195
"B_161","B_161_Ulva_3102019_32.qgd","3","a.C15.0",14749,0.022
"B_162","B_162_Ulva_3102019_34.qgd","3","a.C15.0",7934,0.0118
"B_164","B_164_SugarKelp_3102019_8.qgd","3","a.C15.0",0,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","a.C15.0",12916,0.0192
"Blank","Blank_ProdMar9.qgd","3","a.C15.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C15.0",830674,1.2378
"B_137","B_137_Fucus_3102019_10.qgd","3","C15.0",608733,0.9071
"B_139","B_139_Ulva_3102019_12.qgd","3","C15.0",86434,0.1288
"B_140","B_140_Ulva_3102019_23.qgd","3","C15.0",135666,0.2022
"B_143","B_143_Limpet_3102019_14.qgd","3","C15.0",909870,1.3558
"B_144","B_144_Limpet_3102019_25.qgd","3","C15.0",944234,1.407
"B_150","B_150_Idotea_3102019_16.qgd","3","C15.0",365904,0.5452
"B_151","B_151_Idotea_3102019_27.qgd","3","C15.0",961007,1.432
"B_157","B_157_BMacoma_3102019_19.qgd","3","C15.0",1282670,1.9113
"B_158","B_158_BMacoma_3102019_30.qgd","3","C15.0",928210,1.3831
"B_161","B_161_Ulva_3102019_32.qgd","3","C15.0",81561,0.1215
"B_162","B_162_Ulva_3102019_34.qgd","3","C15.0",82829,0.1234
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C15.0",155300,0.2314
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C15.0",37354,0.0557
"Blank","Blank_ProdMar9.qgd","3","C15.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","i.C16.0",333234,0.5258
"B_137","B_137_Fucus_3102019_10.qgd","3","i.C16.0",0,0
"B_139","B_139_Ulva_3102019_12.qgd","3","i.C16.0",14,0
"B_140","B_140_Ulva_3102019_23.qgd","3","i.C16.0",0,0
"B_143","B_143_Limpet_3102019_14.qgd","3","i.C16.0",413424,0.6523
"B_144","B_144_Limpet_3102019_25.qgd","3","i.C16.0",445053,0.7022
"B_150","B_150_Idotea_3102019_16.qgd","3","i.C16.0",66051,0.1042
"B_151","B_151_Idotea_3102019_27.qgd","3","i.C16.0",175938,0.2776
"B_157","B_157_BMacoma_3102019_19.qgd","3","i.C16.0",219468,0.3463
"B_158","B_158_BMacoma_3102019_30.qgd","3","i.C16.0",203421,0.3209
"B_161","B_161_Ulva_3102019_32.qgd","3","i.C16.0",-24,0
"B_162","B_162_Ulva_3102019_34.qgd","3","i.C16.0",11,0
"B_164","B_164_SugarKelp_3102019_8.qgd","3","i.C16.0",0,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","i.C16.0",0,0
"Blank","Blank_ProdMar9.qgd","3","i.C16.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C16.0",9011858,14.2183
"B_137","B_137_Fucus_3102019_10.qgd","3","C16.0",29294685,46.219
"B_139","B_139_Ulva_3102019_12.qgd","3","C16.0",29685250,46.8352
"B_140","B_140_Ulva_3102019_23.qgd","3","C16.0",23617379,37.2618
"B_143","B_143_Limpet_3102019_14.qgd","3","C16.0",41606882,65.6443
"B_144","B_144_Limpet_3102019_25.qgd","3","C16.0",43189304,68.141
"B_150","B_150_Idotea_3102019_16.qgd","3","C16.0",13646409,21.5303
"B_151","B_151_Idotea_3102019_27.qgd","3","C16.0",31807791,50.184
"B_157","B_157_BMacoma_3102019_19.qgd","3","C16.0",8435038,13.3082
"B_158","B_158_BMacoma_3102019_30.qgd","3","C16.0",8349483,13.1732
"B_161","B_161_Ulva_3102019_32.qgd","3","C16.0",30785068,48.5704
"B_162","B_162_Ulva_3102019_34.qgd","3","C16.0",30002425,47.3357
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C16.0",9948737,15.6964
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C16.0",16625153,26.23
"Blank","Blank_ProdMar9.qgd","3","C16.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C16.1w7",969698,3.9396
"B_137","B_137_Fucus_3102019_10.qgd","3","C16.1w7",779183,3.1656
"B_139","B_139_Ulva_3102019_12.qgd","3","C16.1w7",651526,2.647
"B_140","B_140_Ulva_3102019_23.qgd","3","C16.1w7",375938,1.5273
"B_143","B_143_Limpet_3102019_14.qgd","3","C16.1w7",9023897,36.6613
"B_144","B_144_Limpet_3102019_25.qgd","3","C16.1w7",10289670,41.8038
"B_150","B_150_Idotea_3102019_16.qgd","3","C16.1w7",2034684,8.2663
"B_151","B_151_Idotea_3102019_27.qgd","3","C16.1w7",6638068,26.9684
"B_157","B_157_BMacoma_3102019_19.qgd","3","C16.1w7",437144,1.776
"B_158","B_158_BMacoma_3102019_30.qgd","3","C16.1w7",364083,1.4792
"B_161","B_161_Ulva_3102019_32.qgd","3","C16.1w7",530084,2.1536
"B_162","B_162_Ulva_3102019_34.qgd","3","C16.1w7",804064,3.2667
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C16.1w7",432748,1.7581
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C16.1w7",346552,1.4079
"Blank","Blank_ProdMar9.qgd","3","C16.1w7",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C16.1w5",1072,0.0044
"B_137","B_137_Fucus_3102019_10.qgd","3","C16.1w5",13862,0.0563
"B_139","B_139_Ulva_3102019_12.qgd","3","C16.1w5",244166,0.992
"B_140","B_140_Ulva_3102019_23.qgd","3","C16.1w5",252189,1.0246
"B_143","B_143_Limpet_3102019_14.qgd","3","C16.1w5",5877,0.0239
"B_144","B_144_Limpet_3102019_25.qgd","3","C16.1w5",10637,0.0432
"B_150","B_150_Idotea_3102019_16.qgd","3","C16.1w5",10599,0.0431
"B_151","B_151_Idotea_3102019_27.qgd","3","C16.1w5",8496,0.0345
"B_157","B_157_BMacoma_3102019_19.qgd","3","C16.1w5",6541,0.0266
"B_158","B_158_BMacoma_3102019_30.qgd","3","C16.1w5",8694,0.0353
"B_161","B_161_Ulva_3102019_32.qgd","3","C16.1w5",244128,0.9918
"B_162","B_162_Ulva_3102019_34.qgd","3","C16.1w5",270279,1.0981
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C16.1w5",5342,0.0217
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C16.1w5",812039,3.2991
"Blank","Blank_ProdMar9.qgd","3","C16.1w5",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C16.1w",32946,0.1338
"B_137","B_137_Fucus_3102019_10.qgd","3","C16.1w",73255,0.2976
"B_139","B_139_Ulva_3102019_12.qgd","3","C16.1w",26642,0.1082
"B_140","B_140_Ulva_3102019_23.qgd","3","C16.1w",20238,0.0822
"B_143","B_143_Limpet_3102019_14.qgd","3","C16.1w",297133,1.2072
"B_144","B_144_Limpet_3102019_25.qgd","3","C16.1w",311087,1.2639
"B_150","B_150_Idotea_3102019_16.qgd","3","C16.1w",40193,0.1633
"B_151","B_151_Idotea_3102019_27.qgd","3","C16.1w",125908,0.5115
"B_157","B_157_BMacoma_3102019_19.qgd","3","C16.1w",29568,0.1201
"B_158","B_158_BMacoma_3102019_30.qgd","3","C16.1w",28362,0.1152
"B_161","B_161_Ulva_3102019_32.qgd","3","C16.1w",24614,0.1
"B_162","B_162_Ulva_3102019_34.qgd","3","C16.1w",22538,0.0916
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C16.1w",18571,0.0754
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C16.1w",4414,0.0179
"Blank","Blank_ProdMar9.qgd","3","C16.1w",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","i.C17.0",1213648,1.879
"B_137","B_137_Fucus_3102019_10.qgd","3","i.C17.0",0,0
"B_139","B_139_Ulva_3102019_12.qgd","3","i.C17.0",5248,0.0081
"B_140","B_140_Ulva_3102019_23.qgd","3","i.C17.0",23160,0.0359
"B_143","B_143_Limpet_3102019_14.qgd","3","i.C17.0",374135,0.5792
"B_144","B_144_Limpet_3102019_25.qgd","3","i.C17.0",371467,0.5751
"B_150","B_150_Idotea_3102019_16.qgd","3","i.C17.0",98176,0.152
"B_151","B_151_Idotea_3102019_27.qgd","3","i.C17.0",264921,0.4101
"B_157","B_157_BMacoma_3102019_19.qgd","3","i.C17.0",1170059,1.8115
"B_158","B_158_BMacoma_3102019_30.qgd","3","i.C17.0",1066294,1.6508
"B_161","B_161_Ulva_3102019_32.qgd","3","i.C17.0",7962,0.0123
"B_162","B_162_Ulva_3102019_34.qgd","3","i.C17.0",3683,0.0057
"B_164","B_164_SugarKelp_3102019_8.qgd","3","i.C17.0",0,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","i.C17.0",35,1e-04
"Blank","Blank_ProdMar9.qgd","3","i.C17.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C16.2w6",26419,0.09
"B_137","B_137_Fucus_3102019_10.qgd","3","C16.2w6",177278,0.6037
"B_139","B_139_Ulva_3102019_12.qgd","3","C16.2w6",1906010,6.4902
"B_140","B_140_Ulva_3102019_23.qgd","3","C16.2w6",178839,0.6089
"B_143","B_143_Limpet_3102019_14.qgd","3","C16.2w6",990295,3.3721
"B_144","B_144_Limpet_3102019_25.qgd","3","C16.2w6",1133493,3.8597
"B_150","B_150_Idotea_3102019_16.qgd","3","C16.2w6",386865,1.3174
"B_151","B_151_Idotea_3102019_27.qgd","3","C16.2w6",1528103,5.2035
"B_157","B_157_BMacoma_3102019_19.qgd","3","C16.2w6",20146,0.0686
"B_158","B_158_BMacoma_3102019_30.qgd","3","C16.2w6",14067,0.0479
"B_161","B_161_Ulva_3102019_32.qgd","3","C16.2w6",1209951,4.12
"B_162","B_162_Ulva_3102019_34.qgd","3","C16.2w6",1166710,3.9729
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C16.2w6",173102,0.5894
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C16.2w6",271327,0.9239
"Blank","Blank_ProdMar9.qgd","3","C16.2w6",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","a.C17.0",484987,0.7509
"B_137","B_137_Fucus_3102019_10.qgd","3","a.C17.0",0,0
"B_139","B_139_Ulva_3102019_12.qgd","3","a.C17.0",31,0
"B_140","B_140_Ulva_3102019_23.qgd","3","a.C17.0",12,0
"B_143","B_143_Limpet_3102019_14.qgd","3","a.C17.0",277914,0.4303
"B_144","B_144_Limpet_3102019_25.qgd","3","a.C17.0",294428,0.4558
"B_150","B_150_Idotea_3102019_16.qgd","3","a.C17.0",52960,0.082
"B_151","B_151_Idotea_3102019_27.qgd","3","a.C17.0",138911,0.2151
"B_157","B_157_BMacoma_3102019_19.qgd","3","a.C17.0",349132,0.5405
"B_158","B_158_BMacoma_3102019_30.qgd","3","a.C17.0",347645,0.5382
"B_161","B_161_Ulva_3102019_32.qgd","3","a.C17.0",58,1e-04
"B_162","B_162_Ulva_3102019_34.qgd","3","a.C17.0",49,1e-04
"B_164","B_164_SugarKelp_3102019_8.qgd","3","a.C17.0",2,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","a.C17.0",29,0
"Blank","Blank_ProdMar9.qgd","3","a.C17.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C17.0",824266,1.2761
"B_137","B_137_Fucus_3102019_10.qgd","3","C17.0",263288,0.4076
"B_139","B_139_Ulva_3102019_12.qgd","3","C17.0",32973,0.051
"B_140","B_140_Ulva_3102019_23.qgd","3","C17.0",46850,0.0725
"B_143","B_143_Limpet_3102019_14.qgd","3","C17.0",427556,0.6619
"B_144","B_144_Limpet_3102019_25.qgd","3","C17.0",398560,0.617
"B_150","B_150_Idotea_3102019_16.qgd","3","C17.0",152475,0.2361
"B_151","B_151_Idotea_3102019_27.qgd","3","C17.0",309054,0.4785
"B_157","B_157_BMacoma_3102019_19.qgd","3","C17.0",1122436,1.7377
"B_158","B_158_BMacoma_3102019_30.qgd","3","C17.0",821979,1.2726
"B_161","B_161_Ulva_3102019_32.qgd","3","C17.0",28291,0.0438
"B_162","B_162_Ulva_3102019_34.qgd","3","C17.0",29534,0.0457
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C17.0",53503,0.0828
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C17.0",107896,0.167
"Blank","Blank_ProdMar9.qgd","3","C17.0",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C17.1w",147784,0.5807
"B_137","B_137_Fucus_3102019_10.qgd","3","C17.1w",91220,0.3584
"B_139","B_139_Ulva_3102019_12.qgd","3","C17.1w",-18,-1e-04
"B_140","B_140_Ulva_3102019_23.qgd","3","C17.1w",-12,0
"B_143","B_143_Limpet_3102019_14.qgd","3","C17.1w",52435,0.206
"B_144","B_144_Limpet_3102019_25.qgd","3","C17.1w",53122,0.2087
"B_150","B_150_Idotea_3102019_16.qgd","3","C17.1w",25299,0.0994
"B_151","B_151_Idotea_3102019_27.qgd","3","C17.1w",93222,0.3663
"B_157","B_157_BMacoma_3102019_19.qgd","3","C17.1w",322639,1.2677
"B_158","B_158_BMacoma_3102019_30.qgd","3","C17.1w",187758,0.7377
"B_161","B_161_Ulva_3102019_32.qgd","3","C17.1w",88,3e-04
"B_162","B_162_Ulva_3102019_34.qgd","3","C17.1w",210,8e-04
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C17.1w",9218,0.0362
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C17.1w",-12,0
"Blank","Blank_ProdMar9.qgd","3","C17.1w",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C16.3w3",19,1e-04
"B_137","B_137_Fucus_3102019_10.qgd","3","C16.3w3",36,1e-04
"B_139","B_139_Ulva_3102019_12.qgd","3","C16.3w3",3660373,10.9538
"B_140","B_140_Ulva_3102019_23.qgd","3","C16.3w3",819871,2.4535
"B_143","B_143_Limpet_3102019_14.qgd","3","C16.3w3",43,1e-04
"B_144","B_144_Limpet_3102019_25.qgd","3","C16.3w3",-8,0
"B_150","B_150_Idotea_3102019_16.qgd","3","C16.3w3",12,0
"B_151","B_151_Idotea_3102019_27.qgd","3","C16.3w3",187,6e-04
"B_157","B_157_BMacoma_3102019_19.qgd","3","C16.3w3",33,1e-04
"B_158","B_158_BMacoma_3102019_30.qgd","3","C16.3w3",21,1e-04
"B_161","B_161_Ulva_3102019_32.qgd","3","C16.3w3",3359522,10.0535
"B_162","B_162_Ulva_3102019_34.qgd","3","C16.3w3",3318268,9.93
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C16.3w3",5,0
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C16.3w3",2960054,8.858
"Blank","Blank_ProdMar9.qgd","3","C16.3w3",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C17.1w9",147835,0.5809
"B_137","B_137_Fucus_3102019_10.qgd","3","C17.1w9",91479,0.3594
"B_139","B_139_Ulva_3102019_12.qgd","3","C17.1w9",67079,0.2636
"B_140","B_140_Ulva_3102019_23.qgd","3","C17.1w9",105268,0.4136
"B_143","B_143_Limpet_3102019_14.qgd","3","C17.1w9",7176,0.0282
"B_144","B_144_Limpet_3102019_25.qgd","3","C17.1w9",9458,0.0372
"B_150","B_150_Idotea_3102019_16.qgd","3","C17.1w9",1621,0.0064
"B_151","B_151_Idotea_3102019_27.qgd","3","C17.1w9",6739,0.0265
"B_157","B_157_BMacoma_3102019_19.qgd","3","C17.1w9",323752,1.272
"B_158","B_158_BMacoma_3102019_30.qgd","3","C17.1w9",187758,0.7377
"B_161","B_161_Ulva_3102019_32.qgd","3","C17.1w9",79834,0.3137
"B_162","B_162_Ulva_3102019_34.qgd","3","C17.1w9",43534,0.171
"B_164","B_164_SugarKelp_3102019_8.qgd","3","C17.1w9",9218,0.0362
"B_165","B_165_Eelgrass_3102019_21.qgd","3","C17.1w9",739,0.0029
"Blank","Blank_ProdMar9.qgd","3","C17.1w9",0,0
"B_004","B_004_PMacoma_3102019_9.qgd","3","C17.1w7",6905,0.0271
"B_137","B_137_Fucus_3102019_10.qgd","3","C17.1w7",2557,0.01
"B_139","B_139_Ulva_3102019_12.qgd","3","C17.1w7",32,1e-04
"B_140","B_140_Ulva_3102019_23.qgd","3","C17.1w7",51,2e-04
"B_143","B_143_Limpet_3102019_14.qgd","3","C17.1w7",16561,0.0651
"B_144","B_144_Limpet_3102019_25.qgd","3","C17.1w7",17271,0.0679
"B_150","B_150_Idotea_3102019_16.qgd","3","C17.1w7",3976,0.0156
