"ID","Sample","Batch","FA","Area","Conc"
"B_357","B_357_ButterC_3212019_53.qgd","8","i.C15.0",28760,0.0581
"B_358","B_358_ButterC_3212019_54.qgd","8","i.C15.0",25380,0.0512
"B_293","B_293_DShrimp_3212019_12.qgd","8","i.C15.0",46679,0.0942
"B_294","B_294_DShrimp_3212019_13.qgd","8","i.C15.0",48176,0.0972
"B_295","B_295_DShrimp_3212019_14.qgd","8","i.C15.0",35784,0.0722
"B_320","B_320_DShrimp_3212019_31.qgd","8","i.C15.0",54323,0.1096
"B_321","B_321_DShrimp_3212019_32.qgd","8","i.C15.0",55315,0.1117
"B_322","B_322_DShrimp_3212019_33.qgd","8","i.C15.0",38498,0.0777
"B_254","B_254_SPBack_3212019_46.qgd","8","i.C15.0",45581,0.092
"B_291","B_291_SPBack_3212019_9.qgd","8","i.C15.0",53283,0.1075
"B_292","B_292_SPBack_3212019_10.qgd","8","i.C15.0",106675,0.2153
"B_333","B_333_SPBack_3212019_38.qgd","8","i.C15.0",69620,0.1405
"B_335","B_335_SPBack_3212019_40.qgd","8","i.C15.0",144240,0.2911
"B_296","B_296_RedRockC_3212019_15.qgd","8","i.C15.0",11709,0.0236
"B_299","B_299_RedRockC_3212019_16.qgd","8","i.C15.0",17621,0.0356
"B_301","B_301_RedRockC_3212019_18.qgd","8","i.C15.0",5698,0.0115
"B_304","B_304_RedRockC_3212019_20.qgd","8","i.C15.0",9478,0.0191
"B_305","B_305_RedRockC_3212019_21.qgd","8","i.C15.0",4943,0.01
"B_302","B_302_DungC_3212019_19.qgd","8","i.C15.0",23919,0.0483
"B_307","B_307_DungC_3212019_22.qgd","8","i.C15.0",21182,0.0428
"B_308","B_308_SPerch_3212019_23.qgd","8","i.C15.0",130648,0.2637
"B_310","B_310_SPerch_3212019_24.qgd","8","i.C15.0",18066,0.0365
"B_325","B_325_SPerch_3212019_34.qgd","8","i.C15.0",20201,0.0408
"B_326","B_326_SPerch_3212019_35.qgd","8","i.C15.0",19317,0.039
"B_315","B_315_SPBack_3212019_25.qgd","8","i.C15.0",71960,0.1452
"B_317","B_317_SPBack_3212019_26.qgd","8","i.C15.0",71291,0.1439
"B_348","B_348_HelmetC_3212019_51.qgd","8","i.C15.0",12175,0.0246
"B_330","B_330_Stag_3212019_36.qgd","8","i.C15.0",42680,0.0861
"B_331","B_331_Stag_3212019_37.qgd","8","i.C15.0",66174,0.1336
"Blank","Blank_ProdMar14_3212019_11.qgd","8","i.C15.0",0,0
"Blank","Blank_ProdMar15_3212019_30.qgd","8","i.C15.0",0,0
"Blank","Blank_ProdMar18_3212019_44.qgd","8","i.C15.0",0,0
"Blank","Blank_ProdMar19_3212019_56.qgd","8","i.C15.0",0,0
"Blank","Blank_ProdMar4_3212019_57.qgd","8","i.C15.0",0,0
"Blank","Blank_ProdMar5_3212019_58.qgd","8","i.C15.0",0,0
"Blank","Blank_ProdMar6_3212019_59.qgd","8","i.C15.0",0,0
"B_318","B_318_EGDia_3212019_27.qgd","8","a.C15.0",38207,0.0771
"B_319","B_319_EGDia_3212019_29.qgd","8","a.C15.0",39471,0.0797
"B_340","B_340_EGDia_3212019_42.qgd","8","a.C15.0",71584,0.1445
"B_341","B_341_EGDia_3212019_43.qgd","8","a.C15.0",52134,0.1052
"B_339","B_339_EGDia_3212019_41.qgd","8","a.C15.0",57796,0.1167
"B_062","B_062_Skelp_3212019_8.qgd","8","a.C15.0",15,0
"B_343","B_343_SKelp_3212019_48.qgd","8","a.C15.0",0,0
"B_058","B_058_Limpet_3212019_55.qgd","8","a.C15.0",40316,0.0814
"B_089","B_089_Limpet_3212019_45.qgd","8","a.C15.0",38806,0.0783
"B_044","B_044_Ido_3212019_7.qgd","8","a.C15.0",9505,0.0192
"B_342","B_342_Macoma_3212019_47.qgd","8","a.C15.0",12047,0.0243
"B_346","B_346_Macoma_3212019_49.qgd","8","a.C15.0",13130,0.0265
"B_356","B_356_ButterC_3212019_52.qgd","8","a.C15.0",3649,0.0074
"B_357","B_357_ButterC_3212019_53.qgd","8","a.C15.0",5520,0.0111
"B_358","B_358_ButterC_3212019_54.qgd","8","a.C15.0",4961,0.01
"B_293","B_293_DShrimp_3212019_12.qgd","8","a.C15.0",15196,0.0307
"B_294","B_294_DShrimp_3212019_13.qgd","8","a.C15.0",12767,0.0258
"B_295","B_295_DShrimp_3212019_14.qgd","8","a.C15.0",9981,0.0201
"B_320","B_320_DShrimp_3212019_31.qgd","8","a.C15.0",21255,0.0429
"B_321","B_321_DShrimp_3212019_32.qgd","8","a.C15.0",13395,0.027
"B_322","B_322_DShrimp_3212019_33.qgd","8","a.C15.0",11816,0.0238
"B_254","B_254_SPBack_3212019_46.qgd","8","a.C15.0",12402,0.025
"B_291","B_291_SPBack_3212019_9.qgd","8","a.C15.0",14195,0.0287
"B_292","B_292_SPBack_3212019_10.qgd","8","a.C15.0",31256,0.0631
"B_333","B_333_SPBack_3212019_38.qgd","8","a.C15.0",20725,0.0418
"B_335","B_335_SPBack_3212019_40.qgd","8","a.C15.0",59647,0.1204
"B_296","B_296_RedRockC_3212019_15.qgd","8","a.C15.0",3158,0.0064
"B_299","B_299_RedRockC_3212019_16.qgd","8","a.C15.0",4705,0.0095
"B_301","B_301_RedRockC_3212019_18.qgd","8","a.C15.0",1723,0.0035
"B_304","B_304_RedRockC_3212019_20.qgd","8","a.C15.0",2662,0.0054
"B_305","B_305_RedRockC_3212019_21.qgd","8","a.C15.0",1442,0.0029
"B_302","B_302_DungC_3212019_19.qgd","8","a.C15.0",6142,0.0124
"B_307","B_307_DungC_3212019_22.qgd","8","a.C15.0",9085,0.0183
"B_308","B_308_SPerch_3212019_23.qgd","8","a.C15.0",29304,0.0591
"B_310","B_310_SPerch_3212019_24.qgd","8","a.C15.0",4493,0.0091
"B_325","B_325_SPerch_3212019_34.qgd","8","a.C15.0",4626,0.0093
"B_326","B_326_SPerch_3212019_35.qgd","8","a.C15.0",4974,0.01
"B_315","B_315_SPBack_3212019_25.qgd","8","a.C15.0",27388,0.0553
"B_317","B_317_SPBack_3212019_26.qgd","8","a.C15.0",24571,0.0496
"B_348","B_348_HelmetC_3212019_51.qgd","8","a.C15.0",3090,0.0062
"B_330","B_330_Stag_3212019_36.qgd","8","a.C15.0",7314,0.0148
"B_331","B_331_Stag_3212019_37.qgd","8","a.C15.0",13378,0.027
"Blank","Blank_ProdMar14_3212019_11.qgd","8","a.C15.0",0,0
"Blank","Blank_ProdMar15_3212019_30.qgd","8","a.C15.0",0,0
"Blank","Blank_ProdMar18_3212019_44.qgd","8","a.C15.0",0,0
"Blank","Blank_ProdMar19_3212019_56.qgd","8","a.C15.0",0,0
"Blank","Blank_ProdMar4_3212019_57.qgd","8","a.C15.0",0,0
"Blank","Blank_ProdMar5_3212019_58.qgd","8","a.C15.0",0,0
"Blank","Blank_ProdMar6_3212019_59.qgd","8","a.C15.0",0,0
"B_318","B_318_EGDia_3212019_27.qgd","8","C15.0",271809,0.5486
"B_319","B_319_EGDia_3212019_29.qgd","8","C15.0",247486,0.4995
"B_340","B_340_EGDia_3212019_42.qgd","8","C15.0",372117,0.7511
"B_341","B_341_EGDia_3212019_43.qgd","8","C15.0",402110,0.8116
"B_339","B_339_EGDia_3212019_41.qgd","8","C15.0",334301,0.6748
"B_062","B_062_Skelp_3212019_8.qgd","8","C15.0",182342,0.368
"B_343","B_343_SKelp_3212019_48.qgd","8","C15.0",212608,0.4291
"B_058","B_058_Limpet_3212019_55.qgd","8","C15.0",583496,1.1778
"B_089","B_089_Limpet_3212019_45.qgd","8","C15.0",579195,1.1691
"B_044","B_044_Ido_3212019_7.qgd","8","C15.0",130988,0.2644
"B_342","B_342_Macoma_3212019_47.qgd","8","C15.0",484794,0.9785
"B_346","B_346_Macoma_3212019_49.qgd","8","C15.0",829799,1.6749
"B_356","B_356_ButterC_3212019_52.qgd","8","C15.0",189580,0.3827
"B_357","B_357_ButterC_3212019_53.qgd","8","C15.0",231908,0.4681
"B_358","B_358_ButterC_3212019_54.qgd","8","C15.0",217776,0.4396
"B_293","B_293_DShrimp_3212019_12.qgd","8","C15.0",323110,0.6522
"B_294","B_294_DShrimp_3212019_13.qgd","8","C15.0",322930,0.6518
"B_295","B_295_DShrimp_3212019_14.qgd","8","C15.0",274019,0.5531
"B_320","B_320_DShrimp_3212019_31.qgd","8","C15.0",307884,0.6214
"B_321","B_321_DShrimp_3212019_32.qgd","8","C15.0",469230,0.9471
"B_322","B_322_DShrimp_3212019_33.qgd","8","C15.0",369777,0.7464
"B_254","B_254_SPBack_3212019_46.qgd","8","C15.0",443641,0.8955
"B_291","B_291_SPBack_3212019_9.qgd","8","C15.0",249107,0.5028
"B_292","B_292_SPBack_3212019_10.qgd","8","C15.0",327297,0.6606
"B_333","B_333_SPBack_3212019_38.qgd","8","C15.0",569085,1.1487
"B_335","B_335_SPBack_3212019_40.qgd","8","C15.0",625421,1.2624
"B_296","B_296_RedRockC_3212019_15.qgd","8","C15.0",284479,0.5742
"B_299","B_299_RedRockC_3212019_16.qgd","8","C15.0",314749,0.6353
"B_301","B_301_RedRockC_3212019_18.qgd","8","C15.0",201390,0.4065
"B_304","B_304_RedRockC_3212019_20.qgd","8","C15.0",382125,0.7713
"B_305","B_305_RedRockC_3212019_21.qgd","8","C15.0",137075,0.2767
"B_302","B_302_DungC_3212019_19.qgd","8","C15.0",334404,0.675
"B_307","B_307_DungC_3212019_22.qgd","8","C15.0",1149555,2.3203
"B_308","B_308_SPerch_3212019_23.qgd","8","C15.0",346496,0.6994
"B_310","B_310_SPerch_3212019_24.qgd","8","C15.0",126952,0.2562
"B_325","B_325_SPerch_3212019_34.qgd","8","C15.0",130648,0.2637
"B_326","B_326_SPerch_3212019_35.qgd","8","C15.0",152887,0.3086
"B_315","B_315_SPBack_3212019_25.qgd","8","C15.0",384434,0.776
"B_317","B_317_SPBack_3212019_26.qgd","8","C15.0",362715,0.7321
"B_348","B_348_HelmetC_3212019_51.qgd","8","C15.0",135273,0.273
"B_330","B_330_Stag_3212019_36.qgd","8","C15.0",339846,0.686
"B_331","B_331_Stag_3212019_37.qgd","8","C15.0",621535,1.2545
"Blank","Blank_ProdMar14_3212019_11.qgd","8","C15.0",987,0.002
"Blank","Blank_ProdMar15_3212019_30.qgd","8","C15.0",1201,0.0024
"Blank","Blank_ProdMar18_3212019_44.qgd","8","C15.0",926,0.0019
"Blank","Blank_ProdMar19_3212019_56.qgd","8","C15.0",1075,0.0022
"Blank","Blank_ProdMar4_3212019_57.qgd","8","C15.0",1671,0.0034
"Blank","Blank_ProdMar5_3212019_58.qgd","8","C15.0",1585,0.0032
"Blank","Blank_ProdMar6_3212019_59.qgd","8","C15.0",84488,0.1705
"B_318","B_318_EGDia_3212019_27.qgd","8","i.C16.0",0,0
"B_319","B_319_EGDia_3212019_29.qgd","8","i.C16.0",0,0
"B_340","B_340_EGDia_3212019_42.qgd","8","i.C16.0",0,0
"B_341","B_341_EGDia_3212019_43.qgd","8","i.C16.0",0,0
"B_339","B_339_EGDia_3212019_41.qgd","8","i.C16.0",0,0
"B_062","B_062_Skelp_3212019_8.qgd","8","i.C16.0",0,0
"B_343","B_343_SKelp_3212019_48.qgd","8","i.C16.0",0,0
"B_058","B_058_Limpet_3212019_55.qgd","8","i.C16.0",305336,0.6379
"B_089","B_089_Limpet_3212019_45.qgd","8","i.C16.0",314741,0.6575
"B_044","B_044_Ido_3212019_7.qgd","8","i.C16.0",28741,0.06
"B_342","B_342_Macoma_3212019_47.qgd","8","i.C16.0",197252,0.4121
"B_346","B_346_Macoma_3212019_49.qgd","8","i.C16.0",256598,0.536
"B_356","B_356_ButterC_3212019_52.qgd","8","i.C16.0",211207,0.4412
"B_357","B_357_ButterC_3212019_53.qgd","8","i.C16.0",261577,0.5464
"B_358","B_358_ButterC_3212019_54.qgd","8","i.C16.0",263220,0.5499
"B_293","B_293_DShrimp_3212019_12.qgd","8","i.C16.0",42003,0.0877
"B_294","B_294_DShrimp_3212019_13.qgd","8","i.C16.0",28175,0.0589
"B_295","B_295_DShrimp_3212019_14.qgd","8","i.C16.0",29490,0.0616
"B_320","B_320_DShrimp_3212019_31.qgd","8","i.C16.0",53428,0.1116
"B_321","B_321_DShrimp_3212019_32.qgd","8","i.C16.0",58464,0.1221
"B_322","B_322_DShrimp_3212019_33.qgd","8","i.C16.0",31422,0.0656
"B_254","B_254_SPBack_3212019_46.qgd","8","i.C16.0",59817,0.125
"B_291","B_291_SPBack_3212019_9.qgd","8","i.C16.0",46078,0.0963
"B_292","B_292_SPBack_3212019_10.qgd","8","i.C16.0",76424,0.1597
"B_333","B_333_SPBack_3212019_38.qgd","8","i.C16.0",78873,0.1648
"B_335","B_335_SPBack_3212019_40.qgd","8","i.C16.0",150318,0.314
"B_296","B_296_RedRockC_3212019_15.qgd","8","i.C16.0",82167,0.1716
"B_299","B_299_RedRockC_3212019_16.qgd","8","i.C16.0",107949,0.2255
"B_301","B_301_RedRockC_3212019_18.qgd","8","i.C16.0",58642,0.1225
"B_304","B_304_RedRockC_3212019_20.qgd","8","i.C16.0",74925,0.1565
"B_305","B_305_RedRockC_3212019_21.qgd","8","i.C16.0",37247,0.0778
"B_302","B_302_DungC_3212019_19.qgd","8","i.C16.0",83570,0.1746
"B_307","B_307_DungC_3212019_22.qgd","8","i.C16.0",188897,0.3946
"B_308","B_308_SPerch_3212019_23.qgd","8","i.C16.0",37641,0.0786
"B_310","B_310_SPerch_3212019_24.qgd","8","i.C16.0",24120,0.0504
"B_325","B_325_SPerch_3212019_34.qgd","8","i.C16.0",13114,0.0274
"B_326","B_326_SPerch_3212019_35.qgd","8","i.C16.0",20362,0.0425
"B_315","B_315_SPBack_3212019_25.qgd","8","i.C16.0",74650,0.1559
"B_317","B_317_SPBack_3212019_26.qgd","8","i.C16.0",83823,0.1751
"B_348","B_348_HelmetC_3212019_51.qgd","8","i.C16.0",25107,0.0524
"B_330","B_330_Stag_3212019_36.qgd","8","i.C16.0",56405,0.1178
"B_331","B_331_Stag_3212019_37.qgd","8","i.C16.0",87329,0.1824
"Blank","Blank_ProdMar14_3212019_11.qgd","8","i.C16.0",0,0
"Blank","Blank_ProdMar15_3212019_30.qgd","8","i.C16.0",0,0
"Blank","Blank_ProdMar18_3212019_44.qgd","8","i.C16.0",0,0
"Blank","Blank_ProdMar19_3212019_56.qgd","8","i.C16.0",0,0
"Blank","Blank_ProdMar4_3212019_57.qgd","8","i.C16.0",0,0
"Blank","Blank_ProdMar5_3212019_58.qgd","8","i.C16.0",0,0
"Blank","Blank_ProdMar6_3212019_59.qgd","8","i.C16.0",0,0
"B_318","B_318_EGDia_3212019_27.qgd","8","C16.0",15935595,33.2899
"B_319","B_319_EGDia_3212019_29.qgd","8","C16.0",14970668,31.2741
"B_340","B_340_EGDia_3212019_42.qgd","8","C16.0",13680367,28.5786
"B_341","B_341_EGDia_3212019_43.qgd","8","C16.0",16472363,34.4112
"B_339","B_339_EGDia_3212019_41.qgd","8","C16.0",14658550,30.6221
"B_062","B_062_Skelp_3212019_8.qgd","8","C16.0",14037617,29.3249
"B_343","B_343_SKelp_3212019_48.qgd","8","C16.0",8643556,18.0566
"B_058","B_058_Limpet_3212019_55.qgd","8","C16.0",31944892,66.7337
"B_089","B_089_Limpet_3212019_45.qgd","8","C16.0",34259242,71.5684
"B_044","B_044_Ido_3212019_7.qgd","8","C16.0",8244559,17.2231
"B_342","B_342_Macoma_3212019_47.qgd","8","C16.0",6141831,12.8304
"B_346","B_346_Macoma_3212019_49.qgd","8","C16.0",6484575,13.5464
"B_356","B_356_ButterC_3212019_52.qgd","8","C16.0",11629500,24.2943
"B_357","B_357_ButterC_3212019_53.qgd","8","C16.0",13153447,27.4779
"B_358","B_358_ButterC_3212019_54.qgd","8","C16.0",12695998,26.5223
"B_293","B_293_DShrimp_3212019_12.qgd","8","C16.0",14687042,30.6816
"B_294","B_294_DShrimp_3212019_13.qgd","8","C16.0",15528246,32.4389
"B_295","B_295_DShrimp_3212019_14.qgd","8","C16.0",14384753,30.0501
"B_320","B_320_DShrimp_3212019_31.qgd","8","C16.0",13892976,29.0228
"B_321","B_321_DShrimp_3212019_32.qgd","8","C16.0",17208445,35.9489
"B_322","B_322_DShrimp_3212019_33.qgd","8","C16.0",16296657,34.0441
"B_254","B_254_SPBack_3212019_46.qgd","8","C16.0",12917945,26.9859
"B_291","B_291_SPBack_3212019_9.qgd","8","C16.0",13985574,29.2162
"B_292","B_292_SPBack_3212019_10.qgd","8","C16.0",15191250,31.7349
"B_333","B_333_SPBack_3212019_38.qgd","8","C16.0",13114364,27.3962
"B_335","B_335_SPBack_3212019_40.qgd","8","C16.0",15393733,32.1579
"B_296","B_296_RedRockC_3212019_15.qgd","8","C16.0",9334737,19.5005
"B_299","B_299_RedRockC_3212019_16.qgd","8","C16.0",8874817,18.5397
"B_301","B_301_RedRockC_3212019_18.qgd","8","C16.0",9007310,18.8165
"B_304","B_304_RedRockC_3212019_20.qgd","8","C16.0",8755245,18.2899
"B_305","B_305_RedRockC_3212019_21.qgd","8","C16.0",7127515,14.8896
"B_302","B_302_DungC_3212019_19.qgd","8","C16.0",7883597,16.469
"B_307","B_307_DungC_3212019_22.qgd","8","C16.0",10398126,21.722
"B_308","B_308_SPerch_3212019_23.qgd","8","C16.0",24891914,51.9999
"B_310","B_310_SPerch_3212019_24.qgd","8","C16.0",15037760,31.4143
"B_325","B_325_SPerch_3212019_34.qgd","8","C16.0",17507845,36.5743
"B_326","B_326_SPerch_3212019_35.qgd","8","C16.0",15009597,31.3554
"B_315","B_315_SPBack_3212019_25.qgd","8","C16.0",17173245,35.8754
"B_317","B_317_SPBack_3212019_26.qgd","8","C16.0",12881780,26.9104
"B_348","B_348_HelmetC_3212019_51.qgd","8","C16.0",9563222,19.9778
"B_330","B_330_Stag_3212019_36.qgd","8","C16.0",11831745,24.7168
"B_331","B_331_Stag_3212019_37.qgd","8","C16.0",13116428,27.4006
"Blank","Blank_ProdMar14_3212019_11.qgd","8","C16.0",71755,0.1499
"Blank","Blank_ProdMar15_3212019_30.qgd","8","C16.0",89816,0.1876
"Blank","Blank_ProdMar18_3212019_44.qgd","8","C16.0",66782,0.1395
"Blank","Blank_ProdMar19_3212019_56.qgd","8","C16.0",78922,0.1649
"Blank","Blank_ProdMar4_3212019_57.qgd","8","C16.0",120361,0.2514
"Blank","Blank_ProdMar5_3212019_58.qgd","8","C16.0",104431,0.2182
"Blank","Blank_ProdMar6_3212019_59.qgd","8","C16.0",1271308,2.6558
"B_318","B_318_EGDia_3212019_27.qgd","8","C16.1w9",0,0
"B_319","B_319_EGDia_3212019_29.qgd","8","C16.1w9",0,0
"B_340","B_340_EGDia_3212019_42.qgd","8","C16.1w9",0,0
"B_341","B_341_EGDia_3212019_43.qgd","8","C16.1w9",0,0
"B_339","B_339_EGDia_3212019_41.qgd","8","C16.1w9",0,0
"B_062","B_062_Skelp_3212019_8.qgd","8","C16.1w9",0,0
"B_343","B_343_SKelp_3212019_48.qgd","8","C16.1w9",0,0
"B_058","B_058_Limpet_3212019_55.qgd","8","C16.1w9",0,0
"B_089","B_089_Limpet_3212019_45.qgd","8","C16.1w9",0,0
"B_044","B_044_Ido_3212019_7.qgd","8","C16.1w9",0,0
"B_342","B_342_Macoma_3212019_47.qgd","8","C16.1w9",0,0
"B_346","B_346_Macoma_3212019_49.qgd","8","C16.1w9",0,0
"B_356","B_356_ButterC_3212019_52.qgd","8","C16.1w9",0,0
"B_357","B_357_ButterC_3212019_53.qgd","8","C16.1w9",0,0
"B_358","B_358_ButterC_3212019_54.qgd","8","C16.1w9",0,0
"B_293","B_293_DShrimp_3212019_12.qgd","8","C16.1w9",0,0
"B_294","B_294_DShrimp_3212019_13.qgd","8","C16.1w9",0,0
"B_295","B_295_DShrimp_3212019_14.qgd","8","C16.1w9",0,0
"B_320","B_320_DShrimp_3212019_31.qgd","8","C16.1w9",0,0
"B_321","B_321_DShrimp_3212019_32.qgd","8","C16.1w9",0,0
"B_322","B_322_DShrimp_3212019_33.qgd","8","C16.1w9",0,0
"B_254","B_254_SPBack_3212019_46.qgd","8","C16.1w9",0,0
"B_291","B_291_SPBack_3212019_9.qgd","8","C16.1w9",0,0
"B_292","B_292_SPBack_3212019_10.qgd","8","C16.1w9",0,0
"B_333","B_333_SPBack_3212019_38.qgd","8","C16.1w9",0,0
"B_335","B_335_SPBack_3212019_40.qgd","8","C16.1w9",0,0
"B_296","B_296_RedRockC_3212019_15.qgd","8","C16.1w9",0,0
"B_299","B_299_RedRockC_3212019_16.qgd","8","C16.1w9",0,0
"B_301","B_301_RedRockC_3212019_18.qgd","8","C16.1w9",0,0
"B_304","B_304_RedRockC_3212019_20.qgd","8","C16.1w9",0,0
"B_305","B_305_RedRockC_3212019_21.qgd","8","C16.1w9",0,0
"B_302","B_302_DungC_3212019_19.qgd","8","C16.1w9",0,0
"B_307","B_307_DungC_3212019_22.qgd","8","C16.1w9",0,0
"B_308","B_308_SPerch_3212019_23.qgd","8","C16.1w9",0,0
"B_310","B_310_SPerch_3212019_24.qgd","8","C16.1w9",0,0
"B_325","B_325_SPerch_3212019_34.qgd","8","C16.1w9",0,0
"B_326","B_326_SPerch_3212019_35.qgd","8","C16.1w9",0,0
"B_315","B_315_SPBack_3212019_25.qgd","8","C16.1w9",0,0
"B_317","B_317_SPBack_3212019_26.qgd","8","C16.1w9",0,0
"B_348","B_348_HelmetC_3212019_51.qgd","8","C16.1w9",0,0
"B_330","B_330_Stag_3212019_36.qgd","8","C16.1w9",0,0
"B_331","B_331_Stag_3212019_37.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar14_3212019_11.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar15_3212019_30.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar18_3212019_44.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar19_3212019_56.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar4_3212019_57.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar5_3212019_58.qgd","8","C16.1w9",0,0
"Blank","Blank_ProdMar6_3212019_59.qgd","8","C16.1w9",0,0
"B_318","B_318_EGDia_3212019_27.qgd","8","C16.1w7",3919434,22.0663
"B_319","B_319_EGDia_3212019_29.qgd","8","C16.1w7",3721653,20.9528
"B_340","B_340_EGDia_3212019_42.qgd","8","C16.1w7",3714241,20.911
"B_341","B_341_EGDia_3212019_43.qgd","8","C16.1w7",4221680,23.7679
"B_339","B_339_EGDia_3212019_41.qgd","8","C16.1w7",3893312,21.9192
"B_062","B_062_Skelp_3212019_8.qgd","8","C16.1w7",480674,2.7062
"B_343","B_343_SKelp_3212019_48.qgd","8","C16.1w7",187158,1.0537
"B_058","B_058_Limpet_3212019_55.qgd","8","C16.1w7",4504440,25.3598
"B_089","B_089_Limpet_3212019_45.qgd","8","C16.1w7",4195381,23.6198
"B_044","B_044_Ido_3212019_7.qgd","8","C16.1w7",317680,1.7885
"B_342","B_342_Macoma_3212019_47.qgd","8","C16.1w7",344349,1.9387
"B_346","B_346_Macoma_3212019_49.qgd","8","C16.1w7",359580,2.0244
"B_356","B_356_ButterC_3212019_52.qgd","8","C16.1w7",212948,1.1989
"B_357","B_357_ButterC_3212019_53.qgd","8","C16.1w7",351119,1.9768
"B_358","B_358_ButterC_3212019_54.qgd","8","C16.1w7",215656,1.2141
"B_293","B_293_DShrimp_3212019_12.qgd","8","C16.1w7",704171,3.9645
"B_294","B_294_DShrimp_3212019_13.qgd","8","C16.1w7",711096,4.0034
"B_295","B_295_DShrimp_3212019_14.qgd","8","C16.1w7",748719,4.2153
"B_320","B_320_DShrimp_3212019_31.qgd","8","C16.1w7",707246,3.9818
"B_321","B_321_DShrimp_3212019_32.qgd","8","C16.1w7",778711,4.3841
"B_322","B_322_DShrimp_3212019_33.qgd","8","C16.1w7",1024005,5.7651
"B_254","B_254_SPBack_3212019_46.qgd","8","C16.1w7",464300,2.614
"B_291","B_291_SPBack_3212019_9.qgd","8","C16.1w7",1088183,6.1264
"B_292","B_292_SPBack_3212019_10.qgd","8","C16.1w7",634572,3.5726
"B_333","B_333_SPBack_3212019_38.qgd","8","C16.1w7",619069,3.4853
"B_335","B_335_SPBack_3212019_40.qgd","8","C16.1w7",842332,4.7423
"B_296","B_296_RedRockC_3212019_15.qgd","8","C16.1w7",807781,4.5478
"B_299","B_299_RedRockC_3212019_16.qgd","8","C16.1w7",887587,4.9971
"B_301","B_301_RedRockC_3212019_18.qgd","8","C16.1w7",970469,5.4637
"B_304","B_304_RedRockC_3212019_20.qgd","8","C16.1w7",777512,4.3774
"B_305","B_305_RedRockC_3212019_21.qgd","8","C16.1w7",753484,4.2421
"B_302","B_302_DungC_3212019_19.qgd","8","C16.1w7",514723,2.8979
"B_307","B_307_DungC_3212019_22.qgd","8","C16.1w7",924794,5.2066
"B_308","B_308_SPerch_3212019_23.qgd","8","C16.1w7",1163880,6.5526
"B_310","B_310_SPerch_3212019_24.qgd","8","C16.1w7",378419,2.1305
"B_325","B_325_SPerch_3212019_34.qgd","8","C16.1w7",371199,2.0898
"B_326","B_326_SPerch_3212019_35.qgd","8","C16.1w7",432926,2.4374
"B_315","B_315_SPBack_3212019_25.qgd","8","C16.1w7",1194995,6.7278
"B_317","B_317_SPBack_3212019_26.qgd","8","C16.1w7",613955,3.4565
"B_348","B_348_HelmetC_3212019_51.qgd","8","C16.1w7",309049,1.7399
"B_330","B_330_Stag_3212019_36.qgd","8","C16.1w7",293219,1.6508
"B_331","B_331_Stag_3212019_37.qgd","8","C16.1w7",465936,2.6232
"Blank","Blank_ProdMar14_3212019_11.qgd","8","C16.1w7",0,0
"Blank","Blank_ProdMar15_3212019_30.qgd","8","C16.1w7",0,0
"Blank","Blank_ProdMar18_3212019_44.qgd","8","C16.1w7",0,0
"Blank","Blank_ProdMar19_3212019_56.qgd","8","C16.1w7",0,0
"Blank","Blank_ProdMar4_3212019_57.qgd","8","C16.1w7",0,0
"Blank","Blank_ProdMar5_3212019_58.qgd","8","C16.1w7",0,0
"Blank","Blank_ProdMar6_3212019_59.qgd","8","C16.1w7",0,0
"B_318","B_318_EGDia_3212019_27.qgd","8","C16.1w",59337,0.3341
"B_319","B_319_EGDia_3212019_29.qgd","8","C16.1w",55609,0.3131
"B_340","B_340_EGDia_3212019_42.qgd","8","C16.1w",50931,0.2867
"B_341","B_341_EGDia_3212019_43.qgd","8","C16.1w",62880,0.354
"B_339","B_339_EGDia_3212019_41.qgd","8","C16.1w",48210,0.2714
"B_062","B_062_Skelp_3212019_8.qgd","8","C16.1w",28570,0.1608
"B_343","B_343_SKelp_3212019_48.qgd","8","C16.1w",14025,0.079
"B_058","B_058_Limpet_3212019_55.qgd","8","C16.1w",117124,0.6594
"B_089","B_089_Limpet_3212019_45.qgd","8","C16.1w",148709,0.8372
"B_044","B_044_Ido_3212019_7.qgd","8","C16.1w",7043,0.0397
"B_342","B_342_Macoma_3212019_47.qgd","8","C16.1w",17427,0.0981
"B_346","B_346_Macoma_3212019_49.qgd","8","C16.1w",22756,0.1281
"B_356","B_356_ButterC_3212019_52.qgd","8","C16.1w",19693,0.1109
"B_357","B_357_ButterC_3212019_53.qgd","8","C16.1w",30611,0.1723
"B_358","B_358_ButterC_3212019_54.qgd","8","C16.1w",21135,0.119
"B_293","B_293_DShrimp_3212019_12.qgd","8","C16.1w",14893,0.0838
"B_294","B_294_DShrimp_3212019_13.qgd","8","C16.1w",11777,0.0663
"B_295","B_295_DShrimp_3212019_14.qgd","8","C16.1w",11718,0.066
"B_320","B_320_DShrimp_3212019_31.qgd","8","C16.1w",11803,0.0665
"B_321","B_321_DShrimp_3212019_32.qgd","8","C16.1w",15334,0.0863
