"","otter_region","site","latitude","longitude","layer_number","layer_depth","layer_thickness","layer_volume_cm3","pan_weight","pan_sed_ww_pre_60C","pan_sed_dw_post_60C","sed_ww_pre_60C","sed_dw_post_60C","pan_sed_dw_pre_450C","pan_sed_dw_post450C","sed_dw_pre_450C","sed_dw_post_450C","crucible_weight","crucible_sed_dw_pre_950C","crucible_sed_dw_post_950C","sed_dw_pre_950C","sed_dw_post_950C","dry_bulk_density","om_dw","im_dw"
"340","High","2017_H_02",55.7073,-133.342,9,18,1.4,27.4889357189107,1.27902,49.90016,33.81704,48.62114,32.53802,32.62801,31.30455,31.34899,30.02553,NA,NA,NA,NA,NA,1.18367696489667,1.32346,NA
"341","High","2017_H_02",55.7073,-133.342,10,20,1.2,23.5619449019235,1.2903,43.64178,30.21843,42.35148,28.92813,28.86683,27.78224,27.57653,26.49194,NA,NA,NA,NA,NA,1.22774796904132,1.08459,NA
"342","High","2017_H_02",55.7073,-133.342,11,22,1.4,27.4889357189107,1.29807,45.79777,28.52792,44.4997,27.22985,27.29551,26.077,25.99744,24.77893,NA,NA,NA,NA,NA,0.990574909063051,1.21851,NA
"343","High","2017_H_02",55.7073,-133.342,12,24,1.4,27.4889357189107,1.29281,49.58354,33.93911,48.29073,32.6463,32.38564,31.20958,31.09283,29.91677,25.85453,55.77819,54.75996,29.92366,28.90543,1.18761600426536,1.17606,1.01823
"344","High","2017_H_02",55.7073,-133.342,13,26,1.4,27.4889357189107,1.30106,46.92848,31.22821,45.62742,29.92715,29.83933,28.72734,28.53827,27.42628,NA,NA,NA,NA,NA,1.08869802403488,1.11199,NA
"345","High","2017_H_02",55.7073,-133.342,14,28,1.2,23.5619449019235,1.30291,41.77355,30.12212,40.47064,28.81921,28.87973,27.95661,27.57682,26.6537,NA,NA,NA,NA,NA,1.22312526066757,0.923119999999997,NA
"346","High","2017_H_02",55.7073,-133.342,15,30,1.4,27.4889357189107,1.27405,58.26904,45.15565,56.99499,43.8816,43.87268,42.72382,42.59863,41.44977,NA,NA,NA,NA,NA,1.59633681160716,1.14886,NA
"347","High","2017_H_02",55.7073,-133.342,16,32,1.5,29.4524311274043,1.28547,56.77873,42.9211,55.49326,41.63563,41.60539,40.21946,40.31992,38.93399,NA,NA,NA,NA,NA,1.41365681562565,1.38593,NA
"348","High","2017_H_02",55.7073,-133.342,17,34,1.5,29.4524311274043,1.30291,59.28007,47.44122,57.97716,46.13831,46.00451,44.81176,44.7016,43.50885,27.42914,70.95681,69.81656,43.52767,42.38742,1.56653655518,1.19275,1.14025000000001
"349","High","2017_H_02",55.7073,-133.342,18,36,1.4,27.4889357189107,1.29358,55.32624,43.27069,54.03266,41.97711,41.76826,40.8167,40.47468,39.52312,NA,NA,NA,NA,NA,1.52705475501994,0.951560000000001,NA
"350","High","2017_H_02",55.7073,-133.342,19,38,1.4,27.4889357189107,1.29643,52.37147,40.4662,51.07504,39.16977,39.24869,38.14552,37.95226,36.84909,NA,NA,NA,NA,NA,1.42492857491946,1.10317000000001,NA
"351","High","2017_H_02",55.7073,-133.342,20,40,1.5,29.4524311274043,1.2922,59.61168,46.24226,58.31948,44.95006,44.70895,43.57184,43.41675,42.27964,NA,NA,NA,NA,NA,1.52619183813915,1.13711,NA
"352","High","2017_H_02",55.7073,-133.342,21,42,1.5,29.4524311274043,1.28314,69.15123,52.59923,67.86809,51.31609,51.00582,49.68866,49.72268,48.40552,NA,NA,NA,NA,NA,1.74233800184503,1.31716,NA
"353","High","2017_H_03",55.80692,-133.171,1,2,1.1,21.5984494934298,1.28156,26.25649,12.275,24.97493,10.99344,11.17372,10.6405,9.89216,9.35894,NA,NA,NA,NA,NA,0.508992092388121,0.53322,NA
"354","High","2017_H_03",55.80692,-133.171,2,4,1.2,23.5619449019235,1.29873,32.70869,15.78024,31.40996,14.48151,15.69359,14.17407,14.39486,12.87534,26.96673,36.3305,35.40285,9.36377,8.43612,0.614614373315924,1.51952,0.92765
"355","High","2017_H_03",55.80692,-133.171,3,6,1.1,21.5984494934298,1.28204,29.03589,13.64867,27.75385,12.36663,12.33568,11.59781,11.05364,10.31577,NA,NA,NA,NA,NA,0.572570267313026,0.737869999999999,NA
"356","High","2017_H_03",55.80692,-133.171,4,8,1.2,23.5619449019235,1.29186,35.58322,17.29025,34.29136,15.99839,16.2007,15.40001,14.90884,14.10815,NA,NA,NA,NA,NA,0.678992760003186,0.800690000000001,NA
"357","High","2017_H_03",55.80692,-133.171,5,10,1,19.6349540849362,1.28819,28.99549,15.09539,27.7073,13.8072,14.04854,13.40976,12.76035,12.12157,NA,NA,NA,NA,NA,0.703194921682693,0.638779999999999,NA
"358","High","2017_H_03",55.80692,-133.171,6,12,1.1,21.5984494934298,1.30288,33.39431,17.79737,32.09143,16.49449,16.59463,15.91652,15.29175,14.61364,NA,NA,NA,NA,NA,0.763688615935952,0.678109999999998,NA
"359","High","2017_H_03",55.80692,-133.171,7,14,1.2,23.5619449019235,1.29381,37.28436,20.44792,35.99055,19.15411,18.92107,18.1613,17.62726,16.86749,28.96381,43.59663,42.36126,14.63282,13.39745,0.812925676540241,0.75977,1.23537
"360","High","2017_H_03",55.80692,-133.171,8,16,1.3,25.5254403104171,1.2974,42.22019,23.93374,40.92279,22.63634,22.56387,21.67454,21.26647,20.37714,NA,NA,NA,NA,NA,0.886814868802165,0.889330000000001,NA
"361","High","2017_H_03",55.80692,-133.171,9,18,1.2,23.5619449019235,1.28136,36.84953,21.29699,35.56817,20.01563,19.9905,19.01898,18.70914,17.73762,NA,NA,NA,NA,NA,0.849489720959582,0.971520000000002,NA
"362","High","2017_H_03",55.80692,-133.171,10,20,1.2,23.5619449019235,1.28288,34.40545,18.97245,33.12257,17.68957,17.62073,16.7951,16.33785,15.51222,NA,NA,NA,NA,NA,0.75076866844536,0.825629999999999,NA
"363","High","2017_H_03",55.80692,-133.171,11,22,1.1,21.5984494934298,1.27733,35.73697,20.2238,34.45964,18.94647,18.86694,17.93766,17.58961,16.66033,NA,NA,NA,NA,NA,0.877214357714124,0.929279999999999,NA
"364","High","2017_H_03",55.80692,-133.171,12,24,1,19.6349540849362,1.29435,29.37887,17.11157,28.08452,15.81722,15.52438,14.90844,14.23003,13.61409,30.15196,46.83028,46.08245,16.67832,15.93049,0.805564399671036,0.61594,0.74783
"365","High","2017_H_03",55.80692,-133.171,13,26,1.2,23.5619449019235,1.2934,38.7943,23.49176,37.5009,22.19836,21.38038,21.47065,20.08698,20.17725,NA,NA,NA,NA,NA,0.942127659342242,-0.0902700000000038,NA
"366","High","2017_H_03",55.80692,-133.171,14,28,1.1,21.5984494934298,1.29376,39.97036,27.59244,38.6766,26.29868,25.95914,25.39384,24.66538,24.10008,NA,NA,NA,NA,NA,1.21761888546675,0.565300000000001,NA
"367","High","2017_H_03",55.80692,-133.171,15,30,1.1,21.5984494934298,1.28993,35.23992,23.78673,33.94999,22.4968,22.57877,21.97666,21.28884,20.68673,NA,NA,NA,NA,NA,1.04159328690902,0.602110000000003,NA
"368","High","2017_H_03",55.80692,-133.171,16,32,1.1,21.5984494934298,1.29566,38.1403,25.54423,36.84464,24.24857,23.84107,23.18235,22.54541,21.88669,NA,NA,NA,NA,NA,1.12269957190104,0.658719999999999,NA
"369","High","2017_H_03",55.80692,-133.171,17,34,1,19.6349540849362,1.27915,30.41421,18.79,29.13506,17.51085,17.22389,16.66275,15.94474,15.3836,27.13085,49.05568,48.28915,21.92483,21.1583,0.891820267277029,0.561140000000002,0.766530000000003
"370","High","2017_H_03",55.80692,-133.171,18,36,1,19.6349540849362,1.28603,31.94641,19.65829,30.66038,18.37226,18.42948,17.72319,17.14345,16.43716,NA,NA,NA,NA,NA,0.935691518326242,0.706290000000003,NA
"371","High","2017_H_03",55.80692,-133.171,19,38,1,19.6349540849362,1.29318,33.83411,20.15514,32.54093,18.86196,19.0031,18.33376,17.70992,17.04058,NA,NA,NA,NA,NA,0.960631734528514,0.669339999999998,NA
"372","High","2017_H_03",55.80692,-133.171,20,40,1,19.6349540849362,1.28101,31.72966,18.23502,30.44865,16.95401,17.11969,16.36589,15.83868,15.08488,NA,NA,NA,NA,NA,0.863460638953416,0.753799999999998,NA
"373","High","2017_H_03",55.80692,-133.171,21,42,1.1,21.5984494934298,1.29154,33.30064,19.50412,32.0091,18.21258,18.50033,17.68819,17.20879,16.39665,NA,NA,NA,NA,NA,0.843235529732826,0.812140000000003,NA
"374","High","2017_H_03",55.80692,-133.171,22,44,1.1,21.5984494934298,1.2805,34.94971,20.72236,33.66921,19.44186,19.61545,18.65492,18.33495,17.37442,26.90636,43.33724,42.12772,16.43088,15.22136,0.900150726371082,0.960529999999999,1.20952
"375","High","2017_H_03",55.80692,-133.171,23,46,1.2,23.5619449019235,1.28365,38.35907,23.32564,37.07542,22.04199,21.69187,20.94768,20.40822,19.66403,NA,NA,NA,NA,NA,0.9354911104219,0.744190000000003,NA
"376","High","2017_H_03",55.80692,-133.171,24,48,1.1,21.5984494934298,1.27719,35.54923,21.59789,34.27204,20.3207,20.28085,19.59804,19.00366,18.32085,NA,NA,NA,NA,NA,0.94084068424363,0.68281,NA
"377","High","2017_H_03",55.80692,-133.171,25,50,0.9,17.6714586764426,1.28367,28.74391,17.06484,27.46024,15.78117,15.74403,14.85952,14.46036,13.57585,NA,NA,NA,NA,NA,0.893031542497254,0.884510000000001,NA
"378","High","2017_H_03",55.80692,-133.171,26,52,1.1,21.5984494934298,1.27052,34.51745,20.92375,33.24693,19.65323,19.70269,18.51565,18.43217,17.24513,NA,NA,NA,NA,NA,0.909937077010016,1.18704,NA
"379","High","2017_H_03",55.80692,-133.171,27,54,1.1,21.5984494934298,1.29315,37.3344,24.99108,36.04125,23.69793,23.31652,22.36928,22.02337,21.07613,26.20465,43.47287,42.98505,17.26822,16.7804,1.09720514924966,0.947240000000001,0.487819999999999
"380","High","2017_H_03",55.80692,-133.171,28,56,1.1,21.5984494934298,1.28649,39.11586,26.26264,37.82937,24.97615,24.57151,23.56304,23.28502,22.27655,NA,NA,NA,NA,NA,1.15638624928135,1.00847,NA
"381","High","2017_H_03",55.80692,-133.171,29,58,1.2,23.5619449019235,1.2956,36.4914,22.62855,35.1958,21.33295,21.12759,19.99262,19.83199,18.69702,NA,NA,NA,NA,NA,0.905398518195266,1.13497,NA
"382","High","2017_H_03",55.80692,-133.171,30,60,1.1,21.5984494934298,1.29757,39.10207,22.41692,37.8045,21.11935,21.05021,19.72488,19.75264,18.42731,NA,NA,NA,NA,NA,0.977817875603729,1.32533,NA
"383","High","2017_H_03",55.80692,-133.171,31,62,1.1,21.5984494934298,1.28386,32.08915,17.83714,30.80529,16.55328,16.50417,15.35039,15.22031,14.06653,NA,NA,NA,NA,NA,0.766410570584497,1.15378,NA
"384","High","2017_H_03",55.80692,-133.171,32,64,1.3,25.5254403104171,1.29016,32.3277,17.59857,31.03754,16.30841,16.28991,15.23511,14.99975,13.94495,NA,NA,NA,NA,NA,0.638908077653981,1.0548,NA
"385","High","2017_H_03",55.80692,-133.171,33,66,1.1,21.5984494934298,1.28282,33.36406,18.64505,32.08124,17.36223,17.2101,16.1888,15.92728,14.90598,24.60446,38.68569,38.24783,14.08123,13.64337,0.803864648028625,1.0213,0.437860000000001
"386","High","2017_H_03",55.80692,-133.171,34,68,1.3,25.5254403104171,1.27584,18.66876,10.43731,17.39292,9.16147,9.40527,8.90678,8.12943,7.63094,NA,NA,NA,NA,NA,0.358915258212457,0.49849,NA
"387","Low","2017_L_03",55.22962,-132.925,1,2,1.4,27.4889357189107,1.28103,32.62812,7.11942,31.34709,5.83839,6.12465,5.81263,4.84362,4.5316,NA,NA,NA,NA,NA,0.212390543588181,0.312019999999999,NA
"388","Low","2017_L_03",55.22962,-132.925,2,4,1.4,27.4889357189107,1.27402,46.67351,32.41777,45.39949,31.14375,31.18957,30.27167,29.91555,28.99765,25.77578,54.75505,53.18214,28.97927,27.40636,1.13295583060988,0.917899999999999,1.57291
"389","Low","2017_L_03",55.22962,-132.925,3,6,1.2,23.5619449019235,1.28872,43.99636,31.99421,42.70764,30.70549,30.53352,29.58489,29.2448,28.29617,NA,NA,NA,NA,NA,1.30318147028234,0.948629999999998,NA
"390","Low","2017_L_03",55.22962,-132.925,4,8,1.3,25.5254403104171,1.2875,48.72921,36.89053,47.44171,35.60303,35.37997,34.458,34.09247,33.1705,NA,NA,NA,NA,NA,1.39480571410438,0.921970000000002,NA
"391","Low","2017_L_03",55.22962,-132.925,5,10,1.3,25.5254403104171,1.29444,48.27061,35.43537,46.97617,34.14093,33.99293,33.04563,32.69849,31.75119,NA,NA,NA,NA,NA,1.33752560523185,0.947299999999998,NA
"392","Low","2017_L_03",55.22962,-132.925,6,12,1.3,25.5254403104171,1.29301,47.74154,35.19694,46.44853,33.90393,33.78173,32.77156,32.48872,31.47855,NA,NA,NA,NA,NA,1.32824075070563,1.01017,NA
"393","Low","2017_L_03",55.22962,-132.925,7,14,1.3,25.5254403104171,1.29347,49.61139,37.85956,48.31792,36.56609,36.47471,35.5429,35.18124,34.24943,24.87085,59.08937,57.40871,34.21852,32.53786,1.432535131826,0.931809999999999,1.68066
"394","Low","2017_L_03",55.22962,-132.925,8,16,1.3,25.5254403104171,1.27941,50.42805,38.87251,49.14864,37.5931,37.52127,36.70567,36.24186,35.42626,NA,NA,NA,NA,NA,1.47276989320564,0.815600000000003,NA
"395","Low","2017_L_03",55.22962,-132.925,9,18,1.3,25.5254403104171,1.28197,47.84771,36.24135,46.56574,34.95938,34.98226,34.04827,33.70029,32.7663,NA,NA,NA,NA,NA,1.36958969462842,0.933989999999994,NA
"396","Low","2017_L_03",55.22962,-132.925,10,20,1.4,27.4889357189107,1.27842,49.1787,37.25436,47.90028,35.97594,36.04494,35.19094,34.76652,33.91252,NA,NA,NA,NA,NA,1.30874255620056,0.853999999999999,NA
"397","Low","2017_L_03",55.22962,-132.925,11,22,1.2,23.5619449019235,1.28635,48.30062,38.27179,47.01427,36.98544,36.96761,36.15772,35.68126,34.87137,NA,NA,NA,NA,NA,1.56971082624766,0.809890000000003,NA
"398","Low","2017_L_03",55.22962,-132.925,12,24,1.4,27.4889357189107,1.28606,52.12281,39.94511,50.83675,38.65905,38.68313,37.70035,37.39707,36.41429,28.63931,64.86521,60.50674,36.2259,31.86743,1.40634946348268,0.982779999999998,4.35847000000001
"399","Low","2017_L_03",55.22962,-132.925,13,26,1.3,25.5254403104171,1.29402,50.31766,37.47461,49.02364,36.18059,36.04215,35.0715,34.74813,33.77748,NA,NA,NA,NA,NA,1.41743255199537,0.970649999999999,NA
"400","Low","2017_L_03",55.22962,-132.925,14,28,1.2,23.5619449019235,1.28683,48.80562,38.84933,47.51879,37.5625,37.48419,36.71315,36.19736,35.42632,NA,NA,NA,NA,NA,1.59420201330382,0.771039999999999,NA
"401","Low","2017_L_03",55.22962,-132.925,15,30,1.4,27.4889357189107,1.29162,55.8972,46.12643,54.60558,44.83481,44.698,43.91987,43.40638,42.62825,NA,NA,NA,NA,NA,1.63101294493393,0.778129999999997,NA
"402","Low","2017_L_03",55.22962,-132.925,16,32,1.2,23.5619449019235,1.27121,44.23244,37.82679,42.96123,36.55558,36.83789,36.2735,35.56668,35.00229,NA,NA,NA,NA,NA,1.55146700122433,0.564390000000003,NA
"403","Low","2017_L_03",55.22962,-132.925,17,34,1.4,27.4889357189107,1.28417,56.0507,48.626,54.76653,47.34183,47.47332,36.27466,46.18915,34.99049,27.22812,62.20885,60.6634,34.98073,33.43528,1.72221400217513,11.19866,1.54544999999999
"404","High","2017_H_04",55.73361,-133.29,1,2,1.3,25.5254403104171,1.29737,56.22122,31.75537,54.92385,30.458,30.4019,29.22942,29.10453,27.93205,NA,NA,NA,NA,NA,1.19324092472442,1.17248,NA
"405","High","2017_H_04",55.73361,-133.29,2,4,1.3,25.5254403104171,1.25791,31.79903,19.55777,30.54112,18.29986,18.00096,17.37127,16.74305,16.11336,27.6254,43.74212,42.71888,16.11672,15.09348,0.716926320465145,0.62969,1.02324
"406","High","2017_H_04",55.73361,-133.29,3,6,1.3,25.5254403104171,1.29791,23.14381,13.39894,21.8459,12.10103,11.96996,11.50305,10.67205,10.20514,NA,NA,NA,NA,NA,0.474077228554663,0.46691,NA
"407","High","2017_H_04",55.73361,-133.29,4,8,1.2,23.5619449019235,1.2942,36.59647,21.63423,35.30227,20.34003,20.31041,19.5243,19.01621,18.2301,NA,NA,NA,NA,NA,0.863257684569985,0.786110000000001,NA
"408","High","2017_H_04",55.73361,-133.29,5,10,1.2,23.5619449019235,1.26666,38.42793,23.27643,37.16127,22.00977,22.01764,21.25554,20.75098,19.98888,NA,NA,NA,NA,NA,0.934123651150855,0.762099999999997,NA
"409","High","2017_H_04",55.73361,-133.29,6,12,1.3,25.5254403104171,1.26912,41.80755,25.6715,40.53843,24.40238,24.13135,23.22237,22.86223,21.95325,NA,NA,NA,NA,NA,0.95600231389706,0.90898,NA
"410","High","2017_H_04",55.73361,-133.29,7,14,1.2,23.5619449019235,1.26414,40.49213,25.68826,39.22799,24.42412,24.24147,23.40651,22.97733,22.14237,28.54073,50.68532,49.89376,22.14459,21.35303,1.03659184764523,0.834959999999999,0.791559999999997
"411","High","2017_H_04",55.73361,-133.29,8,16,1.2,23.5619449019235,1.28848,41.94373,26.48697,40.65525,25.19849,25.26255,24.38443,23.97407,23.09595,NA,NA,NA,NA,NA,1.06945713118712,0.878120000000003,NA
"412","High","2017_H_04",55.73361,-133.29,9,18,1.2,23.5619449019235,1.28481,42.04194,27.87237,40.75713,26.58756,26.28832,25.32882,25.00351,24.04401,NA,NA,NA,NA,NA,1.12841109300063,0.959499999999998,NA
"413","High","2017_H_04",55.73361,-133.29,10,20,1.2,23.5619449019235,1.28222,39.02368,25.58251,37.74146,24.30029,24.10401,23.15043,22.82179,21.86821,NA,NA,NA,NA,NA,1.03133633921775,0.953579999999999,NA
"414","High","2017_H_04",55.73361,-133.29,11,22,1.3,25.5254403104171,1.28629,47.31995,32.38069,46.03366,31.0944,30.97917,30.9061,29.69288,29.61981,NA,NA,NA,NA,NA,1.2181729138404,0.0730700000000013,NA
"415","High","2017_H_04",55.73361,-133.29,12,24,1.4,27.4889357189107,1.28617,50.61796,34.23274,49.33179,32.94657,32.73082,31.58144,31.44465,30.29527,28.04057,58.33081,56.55993,30.29024,28.51936,1.198539308211,1.14938,1.77088
"416","High","2017_H_04",55.73361,-133.29,13,26,1.2,23.5619449019235,1.28927,44.13835,30.96553,42.84908,29.67626,29.34123,28.40468,28.05196,27.11541,NA,NA,NA,NA,NA,1.25949959239474,0.93655,NA
"417","High","2017_H_04",55.73361,-133.29,14,28,1.2,23.5619449019235,1.24733,44.3919,30.82528,43.14457,29.57795,29.42246,28.4576,28.17513,27.21027,NA,NA,NA,NA,NA,1.25532718640665,0.964860000000002,NA
"418","High","2017_H_04",55.73361,-133.29,15,30,1.3,25.5254403104171,1.25632,47.80698,33.49814,46.55066,32.24182,31.83965,30.77212,30.58333,29.5158,NA,NA,NA,NA,NA,1.26312492979179,1.06753,NA
"419","High","2017_H_04",55.73361,-133.29,16,32,1.3,25.5254403104171,1.25762,46.46989,32.24446,45.21227,30.98684,30.6498,29.71551,29.39218,28.45789,NA,NA,NA,NA,NA,1.21395907859635,0.934290000000001,NA
"420","High","2017_H_04",55.73361,-133.29,17,34,1.2,23.5619449019235,1.25931,34.71374,23.12953,33.45443,21.87022,21.50961,20.65988,20.2503,19.40057,26.79513,45.4519522,45.13296,18.6568222,18.33783,0.928200965201928,0.849729999999997,0.318992200000004
"421","High","2017_H_04",55.73361,-133.29,18,36,1.2,23.5619449019235,1.28213,32.36572,21.2421,31.08359,19.95997,19.85864,19.00663,18.57651,17.7245,NA,NA,NA,NA,NA,0.847127437190917,0.85201,NA
"422","High","2017_H_04",55.73361,-133.29,19,38,1.4,27.4889357189107,1.26275,15.14136,10.25233,13.87861,8.98958,8.74265,8.44913,7.4799,7.18638,NA,NA,NA,NA,NA,0.327025392758866,0.293519999999999,NA
"423","High","2017_H_04",55.73361,-133.29,20,40,1.2,23.5619449019235,1.31741,30.43606,19.86816,29.11865,18.55075,18.34853,17.95268,17.03112,16.63527,NA,NA,NA,NA,NA,0.787318282816527,0.395849999999999,NA
"424","High","2017_H_04",55.73361,-133.29,21,42,1.4,27.4889357189107,1.28549,47.55736,31.5045,46.27187,30.21901,30.08998,29.21415,28.80449,27.92866,NA,NA,NA,NA,NA,1.09931538670707,0.875830000000001,NA
"425","High","2017_H_04",55.73361,-133.29,22,44,1.4,27.4889357189107,1.26439,41.63412,29.58523,40.36973,28.32084,28.16153,27.30757,26.89714,26.04318,26.19505,52.23181,49.23045,26.03676,23.0354,1.03026324080335,0.853960000000001,3.00136000000001
"426","High","2017_H_04",55.73361,-133.29,23,46,1.4,27.4889357189107,1.26708,53.71901,39.26088,52.45193,37.9938,37.89641,36.87906,36.62933,35.61198,NA,NA,NA,NA,NA,1.38214881756454,1.01735,NA
"427","High","2017_H_04",55.73361,-133.29,24,48,1.4,27.4889357189107,1.307,43.19681,31.08385,41.88981,29.77685,29.46235,28.69373,28.15535,27.38673,NA,NA,NA,NA,NA,1.08323036964706,0.768620000000002,NA
"428","High","2017_H_04",55.73361,-133.29,25,50,1.3,25.5254403104171,1.24762,48.32515,33.79137,47.07753,32.54375,32.24644,31.26195,30.99882,30.01433,NA,NA,NA,NA,NA,1.27495352104538,0.984490000000001,NA
"429","High","2017_H_04",55.73361,-133.29,26,52,1.2,23.5619449019235,1.26581,42.41775,29.42572,41.15194,28.15991,27.72345,26.88665,26.45764,25.62084,NA,NA,NA,NA,NA,1.1951436996061,0.836799999999997,NA
"430","High","2017_H_04",55.73361,-133.29,27,54,1.3,25.5254403104171,1.26649,48.41196,33.82789,47.14547,32.5614,32.47137,29.97939,31.20488,28.7129,26.79065,55.48654,53.78439,28.69589,26.99374,1.27564498805968,2.49198,1.70215
"431","High","2017_H_04",55.73361,-133.29,28,56,1.2,23.5619449019235,1.30916,41.6946,28.38214,40.38544,27.07298,27.02665,25.75968,25.71749,24.45052,NA,NA,NA,NA,NA,1.14901295766081,1.26697,NA
"432","High","2017_H_04",55.73361,-133.29,29,58,1.4,27.4889357189107,1.27547,45.16523,34.61957,43.88976,33.3441,33.27413,33.17332,31.99866,31.89785,NA,NA,NA,NA,NA,1.21300076296011,0.100810000000003,NA
"433","High","2017_H_04",55.73361,-133.29,30,60,1.2,23.5619449019235,1.26334,42.83122,30.35723,41.56788,29.09389,28.69022,27.57702,27.42688,26.31368,NA,NA,NA,NA,NA,1.23478304193916,1.1132,NA
"434","High","2017_H_04",55.73361,-133.29,31,62,1.4,27.4889357189107,1.26302,50.21505,31.15512,48.95203,29.8921,29.49048,28.13182,28.22746,26.8688,NA,NA,NA,NA,NA,1.08742296557651,1.35866,NA
"435","High","2017_H_04",55.73361,-133.29,32,64,1.4,27.4889357189107,1.26063,56.83588,36.83223,55.57525,35.5716,35.20535,33.45015,33.94472,32.18952,28.30394,60.45869,58.50895,32.15475,30.20501,1.29403336541432,1.7552,1.94973999999999
"436","High","2017_H_05",55.862405,-133.190722,1,2,1.4,27.4889357189107,1.29205,44.5631,25.30055,43.27105,24.0085,23.96865,23.16612,22.6766,21.87407,NA,NA,NA,NA,NA,0.873387760279262,0.802530000000001,NA
"437","High","2017_H_05",55.862405,-133.190722,2,4,1.2,23.5619449019235,1.26879,40.16824,24.18841,38.89945,22.91962,22.7336,21.95677,21.46481,20.68798,28.53043,43.98685,43.1399,15.45642,14.60947,0.972738884476764,0.77683,0.84695
"438","High","2017_H_05",55.862405,-133.190722,3,6,1.6,31.4159265358979,1.27008,45.258,28.35291,43.98792,27.08283,26.82842,25.94527,25.55834,24.67519,NA,NA,NA,NA,NA,0.862073253483495,0.883150000000001,NA
"439","High","2017_H_05",55.862405,-133.190722,4,8,1.4,27.4889357189107,1.27895,47.5648,29.97811,46.28585,28.69916,28.34842,27.38908,27.06947,26.11013,NA,NA,NA,NA,NA,1.04402586893376,0.959340000000005,NA
"440","High","2017_H_05",55.862405,-133.190722,5,10,1.2,23.5619449019235,1.2619,37.67132,21.65624,36.40942,20.39434,20.47137,19.55992,19.20947,18.29802,NA,NA,NA,NA,NA,0.865562672559137,0.911449999999999,NA
"441","High","2017_H_05",55.862405,-133.190722,6,12,1.3,25.5254403104171,1.25387,42.34245,23.99392,41.08858,22.74005,22.64714,21.46835,21.39327,20.21448,NA,NA,NA,NA,NA,0.890877874130918,1.17879,NA
"442","High","2017_H_05",55.862405,-133.190722,7,14,1.5,29.4524311274043,1.27373,48.96423,29.39181,47.6905,28.11808,28.09557,26.66602,26.82184,25.39229,30.14089,55.53623,54.83038,25.39534,24.68949,0.95469470341405,1.42955,0.705850000000005
"443","High","2017_H_05",55.862405,-133.190722,8,16,1.4,27.4889357189107,1.28591,45.1581,26.66306,43.87219,25.37715,25.47165,24.1529,24.18574,22.86699,NA,NA,NA,NA,NA,0.923176883219312,1.31875,NA
"444","High","2017_H_05",55.862405,-133.190722,9,18,1.3,25.5254403104171,1.2858,43.54059,26.88769,42.25479,25.60189,25.6418,24.38377,24.356,23.09797,NA,NA,NA,NA,NA,1.00299503901414,1.25803000000001,NA
"445","High","2017_H_05",55.862405,-133.190722,10,20,1.4,27.4889357189107,1.28508,45.2271,29.01195,43.94202,27.72687,27.56192,26.11237,26.27684,24.82729,NA,NA,NA,NA,NA,1.00865563816374,1.44955,NA
"446","High","2017_H_05",55.862405,-133.190722,11,22,1.4,27.4889357189107,1.29641,39.97266,20.97172,38.67625,19.67531,19.77944,18.1563,18.48303,16.85989,NA,NA,NA,NA,NA,0.715753792769234,1.62314,NA
"447","High","2017_H_05",55.862405,-133.190722,12,24,1.3,25.5254403104171,1.29261,37.93409,19.11877,36.64148,17.82616,17.98739,16.72186,16.69478,15.42925,28.85387,49.52101,48.70928,20.66714,19.85541,0.698368364393113,1.26553,0.811729999999997
"448","High","2017_H_05",55.862405,-133.190722,13,26,1.3,25.5254403104171,1.2576,40.07703,23.25147,38.81943,21.99387,21.85469,20.63313,20.59709,19.37553,NA,NA,NA,NA,NA,0.861645077715826,1.22156,NA
"449","High","2017_H_05",55.862405,-133.190722,14,28,1.4,27.4889357189107,1.2804,43.63768,27.81616,42.35728,26.53576,26.40736,25.38609,25.12696,24.10569,NA,NA,NA,NA,NA,0.965325113760044,1.02127,NA
"450","High","2017_H_05",55.862405,-133.190722,15,30,1.4,27.4889357189107,1.2489,46.56868,29.14931,45.31978,27.90041,27.81277,26.68454,26.56387,25.43564,NA,NA,NA,NA,NA,1.01496872360927,1.12823,NA
"451","High","2017_H_05",55.862405,-133.190722,16,32,1.5,29.4524311274043,1.29053,53.07439,32.2063,51.78386,30.91577,30.49129,29.28603,29.20076,27.9955,NA,NA,NA,NA,NA,1.04968482453165,1.20526,NA
"452","Low","2017_L_07",55.155625,-132.589934,1,2,1.4,27.4889357189107,1.28965,48.41121,32.00816,47.12156,30.71851,30.49218,29.7372,29.20253,28.44755,NA,NA,NA,NA,NA,1.11748633392407,0.754980000000003,NA
"453","Low","2017_L_07",55.155625,-132.589934,2,4,1.4,27.4889357189107,1.28405,48.89154,35.76755,47.60749,34.4835,34.1706,33.5728,32.88655,32.28875,25.1105,57.1941,56.3489,32.0836,31.2384,1.25445016688214,0.597799999999999,0.845200000000002
"454","Low","2017_L_07",55.155625,-132.589934,3,6,1.3,25.5254403104171,1.2604,48.98337,36.77702,47.72297,35.51662,35.33552,34.869,34.07512,33.6086,NA,NA,NA,NA,NA,1.39142046397944,0.466520000000003,NA
