"","Speices","n","a","b","x.1a","x.1b","x.1c","x.2a","x.2b","x.2c","x.3a","x.3b","x.3c","x.4"
"1","pas",30,3.163e-06,3.272,0.0139611708131681,0.134862742330626,0.715628435256137,2.16118820731821,4.90944876305797,9.45564508681644,16.3679483232218,26.1169128987898,39.3059755426608,62.8243584945639
