X,Y,date_YYYYMMDD,time,notes,site,replicate,name,desc
-133.190872,55.827118,20190731,1123,,Chusini,1,WP0028,1
-133.180038,55.832375,20190731,1126,,Chusini,1,WP0029,1
-133.170303,55.835968,20190731,1128,,Chusini,1,WP0030,1
-133.169281,55.834656,20190731,1129,,Chusini,1,WP0031,1
-133.171326,55.835033,20190731,1129,,Chusini,1,WP0032,1
-133.171463,55.834938,20190731,1129,,Chusini,1,WP0033,1
-133.17038,55.834881,20190731,1130,,Chusini,1,WP0034,1
-133.1707,55.835793,20190731,1130,,Chusini,1,WP0035,1
-133.161026,55.834976,20190731,1131,,Chusini,1,WP0036,1
-133.161453,55.833736,20190731,1131,,Chusini,1,WP0037,1
-133.167557,55.831726,20190731,1132,,Chusini,1,WP0038,1
-133.167114,55.830471,20190731,1133,,Chusini,1,WP0039,1
-133.175446,55.826408,20190731,1134,,Chusini,1,WP0040,8
-133.178436,55.827847,20190731,1134,,Chusini,1,WP0041,2
-133.169418,55.825672,20190731,1135,,Chusini,1,WP0042,1
-133.181839,55.826447,20190731,1135,,Chusini,1,WP0043,1
-133.182709,55.825932,20190731,1135,,Chusini,1,WP0044,1
-133.181427,55.826359,20190731,1136,,Chusini,1,WP0045,1
-133.181198,55.825768,20190731,1136,,Chusini,1,WP0046,1
-133.182617,55.825783,20190731,1136,,Chusini,1,WP0047,1
-133.175674,55.824154,20190731,1137,,Chusini,1,WP0048,1
-133.187134,55.821144,20190731,1138,,Chusini,1,WP0049,3
-133.187378,55.825249,20190731,1140,,Chusini,1,WP0050,1
-133.186646,55.825027,20190731,1140,,Chusini,1,WP0051,1
-133.186874,55.819569,20190731,1140,,Chusini,1,WP0052,1
-133.178818,55.813995,20190731,1142,,Chusini,1,WP0053,1
-133.173386,55.810146,20190731,1147,,Chusini,1,WP0054,1
-133.175781,55.809906,20190731,1148,,Chusini,1,WP0055,1
-133.179352,55.812489,20190731,1149,,Chusini,1,WP0056,1
-133.179367,55.8125,20190731,1149,,Chusini,1,WP0057,1
-133.181885,55.811802,20190731,1150,,Chusini,1,WP0058,1
-133.181976,55.811943,20190731,1150,,Chusini,1,WP0059,1
-133.197189,55.813843,20190731,1153,,Chusini,1,WP0060,1
-133.213821,55.809124,20190731,1201,,Chusini,1,WP0061,1
-133.219666,55.804581,20190731,1201,,Chusini,1,WP0062,1
-133.262192,55.757263,20190801,852,,Kaguk & Guktu,1,WP0063,1
-133.261765,55.757347,20190801,852,,Kaguk & Guktu,1,WP0064,1
-133.286896,55.74651,20190801,858,,Kaguk & Guktu,1,WP0065,1
-133.286758,55.747227,20190801,858,,Kaguk & Guktu,1,WP0066,1
-133.287598,55.7453,20190801,858,,Kaguk & Guktu,1,WP0067,1
-133.284378,55.74966,20190801,858,,Kaguk & Guktu,1,WP0068,1
-133.284286,55.7444,20190801,858,,Kaguk & Guktu,1,WP0069,1
-133.284836,55.750229,20190801,907,,Kaguk & Guktu,1,WP0070,1
-133.284775,55.749752,20190801,907,,Kaguk & Guktu,1,WP0071,1
-133.285904,55.752514,20190801,908,,Kaguk & Guktu,1,WP0072,1
-133.286697,55.75259,20190801,908,,Kaguk & Guktu,1,WP0073,1
-133.289062,55.75322,20190801,909,,Kaguk & Guktu,1,WP0074,1
-133.286407,55.754391,20190801,909,,Kaguk & Guktu,1,WP0075,1
-133.30014,55.7523,20190801,910,,Kaguk & Guktu,1,WP0076,30
-133.300552,55.749813,20190801,911,,Kaguk & Guktu,1,WP0077,1
-133.302139,55.750324,20190801,911,,Kaguk & Guktu,1,WP0078,1
-133.301224,55.748165,20190801,911,,Kaguk & Guktu,1,WP0079,1
-133.313217,55.753742,20190801,921,,Kaguk & Guktu,1,WP0080,1
-133.302246,55.756248,20190801,921,,Kaguk & Guktu,1,WP0081,40
-133.317032,55.766117,20190801,924,,Kaguk & Guktu,1,WP0082,3
-133.320251,55.765976,20190801,925,,Kaguk & Guktu,1,WP0083,4
-133.317978,55.770042,20190801,931,,Kaguk & Guktu,1,WP0084,1
-133.312576,55.77309,20190801,931,,Kaguk & Guktu,1,WP0085,1
-133.311295,55.771713,20190801,933,,Kaguk & Guktu,1,WP0086,1
-133.311401,55.771378,20190801,933,,Kaguk & Guktu,1,WP0087,1
-133.307251,55.763432,20190801,933,,Kaguk & Guktu,1,WP0088,1
-133.295761,55.764622,20190801,934,,Kaguk & Guktu,1,WP0089,1
-133.302399,55.768044,20190801,934,,Kaguk & Guktu,1,WP0090,1
-133.288925,55.763351,20190801,937,,Kaguk & Guktu,1,WP0091,4
-133.273834,55.75951,20190801,941,,Kaguk & Guktu,1,WP0092,3
-133.370193,55.733723,20190801,1130,,Nossuk,1,WP0093,1
-133.37114,55.730892,20190801,1130,,Nossuk,1,WP0094,1
-133.345856,55.716095,20190801,1140,,Nossuk,1,WP0095,1
-133.345795,55.718769,20190801,1140,,Nossuk,1,WP0096,1
-133.34613,55.715115,20190801,1142,,Nossuk,1,WP0097,1
-133.343704,55.713219,20190801,1144,,Nossuk,1,WP0098,1
-133.337723,55.711514,20190801,1213,,Nossuk,1,WP0099,1
-133.33699,55.715412,20190801,1220,,Nossuk,1,WP0100,1
-133.346939,55.724796,20190801,1230,,Nossuk,1,WP0101,1
-133.350128,55.72794,20190801,1231,,Nossuk,1,WP0102,1
-133.348785,55.729889,20190801,1231,,Nossuk,1,WP0103,1
-133.351852,55.729458,20190801,1231,,Nossuk,1,WP0104,1
-133.34137,55.729996,20190801,1232,,Nossuk,1,WP0105,1
-133.338577,55.732964,20190801,1234,,Nossuk,1,WP0106,1
-133.34404,55.737103,20190801,1237,,Nossuk,1,WP0107,1
-133.361359,55.731236,20190801,1246,,Nossuk,1,WP0108,4
-133.510986,55.767803,20190802,1228,,Heceta,1,WP0109,2
-133.520447,55.767101,20190802,1238,,Heceta,1,WP0110,1
-133.519333,55.76453,20190802,1238,,Heceta,1,WP0111,1
-133.52356,55.765663,20190802,1239,,Heceta,1,WP0112,1
-133.527603,55.767735,20190802,1240,,Heceta,1,WP0113,1
-133.527527,55.772305,20190802,1240,,Heceta,1,WP0114,1
-133.538071,55.774151,20190802,1245,,Heceta,1,WP0115,4
-133.506927,55.755993,20190802,1303,,Heceta,1,WP0116,3
-133.500595,55.758465,20190802,1305,,Heceta,1,WP0117,1
-133.497391,55.754242,20190802,1307,,Heceta,1,WP0118,1
