site,longitude,latitude,replicate,date_MM/DD/YY,waypoint_name,n_otter,,
Chusini,-133.179245,55.834503,2,07/27/18,WP0021,2,,
Chusini,-133.192566,55.837357,2,07/27/18,WP0022,1,,
Chusini,-133.194794,55.835983,2,07/27/18,WP0023,1,,
Chusini,-133.197754,55.838661,2,07/27/18,WP0024,1,,
Chusini,-133.198547,55.837757,2,07/27/18,WP0025,1,,
Dunbar Inlet,-132.870193,55.090267,2,08/10/18,WP0003,2,,
Dunbar Inlet,-132.87674,55.088593,2,08/10/18,WP0004,1,,
Dunbar Inlet,-132.870895,55.079983,2,08/10/18,WP0005,1,,
Dunbar Inlet,-132.868332,55.076935,2,08/10/18,WP0006,2,,
Dunbar Inlet,-132.861374,55.071541,2,08/10/18,WP0007,2,,
Dunbar Inlet,-132.852188,55.07053,2,08/10/18,WP0008,1,,
Dunbar Inlet,-132.854492,55.076431,2,08/10/18,WP0009,1,,
Dunbar Inlet,-132.841644,55.079681,2,08/10/18,WP0010,4,,
Dunbar Inlet,-132.841202,55.075226,2,08/10/18,WP0011,1,,
Dunbar Inlet,-132.819992,55.080471,2,08/10/18,WP0012,7,,
Dunbar Inlet,-132.815109,55.085915,2,08/10/18,WP0013,2,,
Dunbar Inlet,-132.81897,55.084122,2,08/10/18,WP0014,2,,
Dunbar Inlet,-132.817032,55.087788,2,08/10/18,WP0015,1,,
Dunbar Inlet,-132.810989,55.088291,2,08/10/18,WP0016,1,,
Garcia Cove,-133.409592,55.571682,2,07/25/18,WP0003,1,,
Garcia Cove,-133.422546,55.570847,2,07/25/18,WP0004,2,,
Garcia Cove,-133.428253,55.569324,2,07/25/18,WP0005,2,,
Garcia Cove,-133.431931,55.555939,2,07/25/18,WP0006,1,,
Garcia Cove,-133.450928,55.566093,2,07/25/18,WP0007,3,,
Garcia Cove,-133.44899,55.562099,2,07/25/18,WP0008,4,,
Garcia Cove,-133.450455,55.557812,2,07/25/18,WP0009,2,,
Garcia Cove,-133.452713,55.553936,2,07/25/18,WP0010,1,,
Garcia Cove,-133.450424,55.551888,2,07/25/18,WP0011,1,,
Garcia Cove,-133.452103,55.549713,2,07/25/18,WP0012,1,,
Garcia Cove,-133.457184,55.550552,2,07/25/18,WP0013,8,,
Garcia Cove,-133.446945,55.54958,2,07/25/18,WP0014,1,,
Garcia Cove,-133.45462,55.546345,2,07/25/18,WP0015,11,,
Goat Mouth Inlet,-132.9,55.19286,2,07/26/18,WP0019,0,,
Guktu Cove,-133.318695,55.767433,2,07/31/18,WP0002,23,,
Guktu Cove,-133.310349,55.769524,2,07/31/18,WP0003,1,,
Guktu Cove,-133.312088,55.766155,2,07/31/18,WP0004,1,,
Guktu Cove,-133.304214,55.761406,2,07/31/18,WP0005,1,,
Guktu Cove,-133.303299,55.755524,2,07/31/18,WP0006,2,,
Guktu Cove,-133.301865,55.752914,2,07/31/18,WP0007,3,,
Guktu Cove,-133.307251,55.746338,2,07/31/18,WP0008,1,,
Guktu Cove,-133.300171,55.754375,2,07/31/18,WP0009,27,,
Guktu Cove,-133.296967,55.754162,2,07/31/18,WP0010,4,,
Guktu Cove,-133.291046,55.750961,2,07/31/18,WP0011,1,,
Guktu Cove,-133.287582,55.754528,2,07/31/18,WP0012,5,,
Guktu Cove,-133.290253,55.755386,2,07/31/18,WP0013,1,,
Guktu Cove,-133.291687,55.760189,2,07/31/18,WP0014,51,,
Guktu Cove,-133.284836,55.76305,2,07/31/18,WP0015,1,,
Guktu Cove,-133.280762,55.760532,2,07/31/18,WP0016,3,,
Guktu Cove,-133.283783,55.759781,2,07/31/18,WP0017,1,,
Guktu Cove,-133.270859,55.761009,2,07/31/18,WP0018,2,,
Guktu Cove,-133.26535,55.747227,2,07/31/18,WP0022,2,,
Guktu Cove,-133.291962,55.740803,2,07/31/18,WP0023,1,,
Hauti Island,-133.179855,55.839386,2,07/31/18,WP0026,1,,
Hauti Island,-133.188919,55.844585,2,07/31/18,WP0027,7,,
Hauti Island,-133.193283,55.849068,2,07/31/18,WP0028,1,,
Hauti Island,-133.186752,55.850529,2,07/31/18,WP0029,8,,
Hauti Island,-133.167786,55.850952,2,07/31/18,WP0030,1,,
Hauti Island,-133.168732,55.847706,2,07/31/18,WP0031,3,,
Hauti Island,-133.164566,55.84684,2,07/31/18,WP0032,2,,
Hauti Island,-133.173157,55.847424,2,07/31/18,WP0033,1,,
Hauti Island,-133.175888,55.859211,2,07/31/18,WP0034,1,,
Hauti Island,-133.169327,55.858982,2,07/31/18,WP0035,2,,
Hauti Island,-133.156769,55.879932,2,07/31/18,WP0036,1,,
Kaguk Cove,-133.304214,55.761406,2,07/31/18,WP0005,1,,
Kaguk Cove,-133.303299,55.755524,2,07/31/18,WP0006,2,,
Kaguk Cove,-133.301865,55.752914,2,07/31/18,WP0007,3,,
Kaguk Cove,-133.307251,55.746338,2,07/31/18,WP0008,1,,
Kaguk Cove,-133.300171,55.754375,2,07/31/18,WP0009,27,,
Kaguk Cove,-133.296967,55.754162,2,07/31/18,WP0010,4,,
Kaguk Cove,-133.291046,55.750961,2,07/31/18,WP0011,1,,
Kaguk Cove,-133.287582,55.754528,2,07/31/18,WP0012,5,,
Kaguk Cove,-133.290253,55.755386,2,07/31/18,WP0013,1,,
Kaguk Cove,-133.291687,55.760189,2,07/31/18,WP0014,51,,
Kaguk Cove,-133.284836,55.76305,2,07/31/18,WP0015,1,,
Kaguk Cove,-133.280762,55.760532,2,07/31/18,WP0016,3,,
Kaguk Cove,-133.283783,55.759781,2,07/31/18,WP0017,1,,
Kaguk Cove,-133.270859,55.761009,2,07/31/18,WP0018,2,,
Kaguk Cove,-133.266006,55.759583,2,07/31/18,WP0019,1,,
Kaguk Cove,-133.257401,55.754898,2,07/31/18,WP0021,1,,
Kaguk Cove,-133.26535,55.747227,2,07/31/18,WP0022,2,,
Kaguk Cove,-133.291962,55.740803,2,07/31/18,WP0023,1,,
Kinani,-133.254913,55.885738,2,05/08/17,WP0029,1,,
Kinani,-133.268234,55.887108,2,05/08/17,WP0030,1,,
Kinani,-133.273544,55.875191,2,05/08/17,WP0031,1,,
Kinani,-133.280792,55.878216,2,05/08/17,WP0032,1,,
Kinani,-133.285172,55.880264,2,05/08/17,WP0033,75,,
Kinani,-133.279587,55.882683,2,05/08/17,WP0034,1,,
Kinani,-133.27977,55.887665,2,05/08/17,WP0035,1,,
Kinani,-133.257629,55.905674,2,05/08/17,WP0036,1,,
Kinani,-133.256409,55.906853,2,05/08/17,WP0037,1,,
Kinani,-133.257187,55.902271,2,05/08/17,WP0038,1,,
Kinani,-133.264404,55.907143,2,05/08/17,WP0039,4,,
Kinani,-133.268341,55.910942,2,05/08/17,WP0040,1,,
Kinani,-133.277771,55.913441,2,05/08/17,WP0041,1,,
Kinani,-133.266373,55.916615,2,05/08/17,WP0043,1,,
Mushroom Island,-132.846741,55.214375,2,07/26/18,WP0019,0,,
N Fish Egg Island,-133.188538,55.503952,2,08/08/18,WP0003,1,,
N Fish Egg Island,-133.203018,55.490326,2,08/08/18,WP0004,1,,
N Fish Egg Island,-133.187973,55.493473,2,08/08/18,WP0005,1,,
Natzuhini Bay 1,-132.879147,55.247539,2,07/26/18,WP0019,0,,
Natzuhini Bay 2,-132.837131,55.241887,2,07/26/18,WP0019,0,,
North Pass,-132.910143,55.228252,2,07/26/18,WP0019,0,,
Nossuk Bay 1,-133.337036,55.73695,2,05/08/17,WP0047,1,,
Nossuk Bay 1,-133.335388,55.732433,2,05/08/17,WP0048,1,,
Nossuk Bay 1,-133.349503,55.723297,2,05/08/17,WP0049,3,,
Nossuk Bay 1,-133.349991,55.725449,2,05/08/17,WP0050,1,,
Nossuk Bay 1,-133.339035,55.718941,2,05/08/17,WP0051,1,,
Nossuk Bay 1,-133.347885,55.723667,2,05/08/17,WP0052,3,,
Nossuk Bay 1,-133.354996,55.726353,2,05/08/17,WP0053,1,,
Nossuk Bay 1,-133.343185,55.712727,2,05/08/17,WP0054,9,,
Nossuk Bay 1,-133.336319,55.716503,2,05/08/17,WP0055,1,,
Nossuk Bay 1,-133.340897,55.714413,2,05/08/17,WP0056,3,,
Nossuk Bay 1,-133.334427,55.717083,2,05/08/17,WP0057,1,,
Nossuk Bay 1,-133.362366,55.733734,2,05/08/17,WP0058,4,,
Nossuk Bay 1,-133.354996,55.737751,2,05/08/17,WP0059,1,,
Nossuk Bay 1,-133.365189,55.734573,2,05/08/17,WP0060,1,,
Nossuk Bay 1,-133.359818,55.733395,2,05/08/17,WP0061,2,,
Nossuk Bay 2,-133.348343,55.743195,2,05/08/17,WP0046,1,,
Nossuk Bay 2,-133.337036,55.73695,2,05/08/17,WP0047,1,,
Nossuk Bay 2,-133.335388,55.732433,2,05/08/17,WP0048,1,,
Nossuk Bay 2,-133.349503,55.723297,2,05/08/17,WP0049,3,,
Nossuk Bay 2,-133.349991,55.725449,2,05/08/17,WP0050,1,,
Nossuk Bay 2,-133.339035,55.718941,2,05/08/17,WP0051,1,,
Nossuk Bay 2,-133.347885,55.723667,2,05/08/17,WP0052,3,,
Nossuk Bay 2,-133.354996,55.726353,2,05/08/17,WP0053,1,,
Nossuk Bay 2,-133.343185,55.712727,2,05/08/17,WP0054,9,,
Nossuk Bay 2,-133.336319,55.716503,2,05/08/17,WP0055,1,,
Nossuk Bay 2,-133.340897,55.714413,2,05/08/17,WP0056,3,,
Nossuk Bay 2,-133.334427,55.717083,2,05/08/17,WP0057,1,,
Nossuk Bay 2,-133.362366,55.733734,2,05/08/17,WP0058,4,,
Nossuk Bay 2,-133.354996,55.737751,2,05/08/17,WP0059,1,,
Nossuk Bay 2,-133.365189,55.734573,2,05/08/17,WP0060,1,,
Nossuk Bay 2,-133.359818,55.733395,2,05/08/17,WP0061,2,,
Port Caldera,-133.161232,55.36209,2,07/26/18,WP0022,0,,
Port Refugio,-133.334028,55.282137,2,08/14/18,WP0001,0,,
S Fish Egg Island,-133.188538,55.503952,2,08/08/18,WP0003,1,,
S Fish Egg Island,-133.203018,55.490326,2,08/08/18,WP0004,1,,
S Fish Egg Island,-133.187973,55.493473,2,08/08/18,WP0005,1,,
S Fish Egg Island,-133.192688,55.480896,2,08/08/18,WP0006,2,,
S Fish Egg Island,-133.193924,55.472973,2,08/08/18,WP0007,7,,
S Fish Egg Island,-133.212219,55.466896,2,08/08/18,WP0008,1,,
S Fish Egg Island,-133.159119,55.476746,2,08/08/18,WP0009,1,,
S Fish Egg Island,-133.155838,55.478092,2,08/08/18,WP0010,1,,
S Fish Egg Island,-133.150574,55.480141,2,08/08/18,WP0011,1,,
S Wadleigh Island,-133.169449,55.552891,2,08/03/18,WP0002,1,,
S Wadleigh Island,-133.17688,55.538914,2,08/03/18,WP0003,1,,
S Wadleigh Island,-133.186172,55.536732,2,08/03/18,WP0004,1,,
S Wadleigh Island,-133.195724,55.531502,2,08/03/18,WP0005,1,,
S Wadleigh Island,-133.199814,55.529076,2,08/03/18,WP0006,1,,
S Wadleigh Island,-133.197861,55.527618,2,08/03/18,WP0007,1,,
S Wadleigh Island,-133.198547,55.528908,2,08/03/18,WP0008,1,,
S Wadleigh Island,-133.169128,55.536198,2,08/03/18,WP0009,1,,
Salt Lake Bay,-133.430313,55.675209,2,07/12/18,WP0008,16,,
Salt Lake Bay,-133.43129,55.677731,2,07/12/18,WP0009,1,,
Salt Lake Bay,-133.424103,55.674786,2,07/12/18,WP0010,1,,
Salt Lake Bay,-133.425476,55.674522,2,07/12/18,WP0011,1,,
Salt Lake Bay,-133.425919,55.671906,2,07/12/18,WP0012,7,,
Salt Lake Bay,-133.421478,55.673477,2,07/12/18,WP0013,1,,
Salt Lake Bay,-133.423233,55.671207,2,07/12/18,WP0014,1,,
Salt Lake Bay,-133.414307,55.667778,2,07/12/18,WP0020,4,,
Salt Lake Bay,-133.416046,55.671818,2,07/12/18,WP0021,1,,
Salt Lake Bay,-133.409927,55.671059,2,07/12/18,WP0022,2,,
Salt Lake Bay,-133.403076,55.673389,2,07/12/18,WP0023,2,,
Salt Lake Bay,-133.40683,55.673233,2,07/12/18,WP0024,1,,
Salt Lake Bay,-133.400528,55.671799,2,07/12/18,WP0025,1,,
Salt Lake Bay,-133.402496,55.671925,2,07/12/18,WP0026,1,,
Salt Lake Bay,-133.399338,55.671726,2,07/12/18,WP0027,1,,
Salt Lake Bay,-133.404053,55.669258,2,07/12/18,WP0028,1,,
Salt Lake Bay,-133.400833,55.682255,2,07/12/18,WP0029,7,,
Salt Lake Bay,-133.399719,55.681606,2,07/12/18,WP0030,1,,
Salt Lake Bay,-133.39595,55.683399,2,07/12/18,WP0031,1,,
Salt Lake Bay,-133.401428,55.691452,2,07/12/18,WP0032,6,,
Salt Lake Bay,-133.387329,55.686302,2,07/12/18,WP0033,2,,
Salt Lake Bay,-133.395172,55.690586,2,07/12/18,WP0034,1,,
Salt Lake Bay,-133.392578,55.691864,2,07/12/18,WP0035,1,,
Salt Lake Bay,-133.388916,55.690361,2,07/12/18,WP0036,2,,
Salt Lake Bay,-133.3806,55.689312,2,07/12/18,WP0037,2,,
Salt Lake Bay,-133.366455,55.685089,2,07/12/18,WP0038,1,,
Salt Lake Bay,-133.367249,55.684551,2,07/12/18,WP0039,1,,
Salt Lake Bay,-133.364838,55.686489,2,07/12/18,WP0040,1,,
Salt Lake Bay,-133.367477,55.69062,2,07/12/18,WP0041,2,,
Salt Lake Bay,-133.366745,55.688236,2,07/12/18,WP0042,1,,
Salt Lake Bay,-133.362976,55.693848,2,07/12/18,WP0043,1,,
Salt Lake Bay,-133.371262,55.683289,2,07/12/18,WP0044,1,,
Salt Lake Bay,-133.376801,55.678398,2,07/12/18,WP0045,1,,
Salt Lake Bay,-133.371872,55.679207,2,07/12/18,WP0046,2,,
Salt Lake Bay,-133.380569,55.677109,2,07/12/18,WP0047,2,,
Salt Lake Bay,-133.379822,55.675602,2,07/12/18,WP0048,1,,
Salt Lake Bay,-133.381134,55.674454,2,07/12/18,WP0049,2,,
Salt Lake Bay,-133.37561,55.682831,2,07/12/18,WP0050,1,,
Salt Lake Bay,-133.378784,55.683685,2,07/12/18,WP0051,1,,
Salt Lake Bay,-133.401978,55.696644,2,07/12/18,WP0052,1,,
Salt Lake Bay,-133.397507,55.699123,2,07/12/18,WP0053,1,,
Salt Lake Bay,-133.402908,55.705498,2,07/12/18,WP0054,2,,
Salt Lake Bay,-133.398102,55.701649,2,07/12/18,WP0055,1,,
Salt Lake Bay,-133.398865,55.704926,2,07/12/18,WP0056,4,,
Salt Lake Bay,-133.415878,55.708084,2,07/12/18,WP0069,2,,
Salt Lake Bay,-133.411392,55.704983,2,07/12/18,WP0070,4,,
Salt Lake Bay,-133.405426,55.690819,2,07/12/18,WP0071,1,,
Salt Lake Bay,-133.418182,55.68856,2,07/12/18,WP0072,1,,
Salt Lake Bay,-133.418427,55.686234,2,07/12/18,WP0073,1,,
Salt Lake Bay,-133.411438,55.683891,2,07/12/18,WP0074,1,,
Salt Lake Bay,-133.419922,55.678673,2,07/12/18,WP0075,1,,
Shinaku Inlet,-133.134293,55.599392,2,08/01/18,WP0002,1,,
Shinaku Inlet,-133.137848,55.59948,2,08/01/18,WP0003,1,,
Shinaku Inlet,-133.139938,55.598644,2,08/01/18,WP0004,1,,
Shinaku Inlet,-133.143784,55.593441,2,08/01/18,WP0005,2,,
Shinaku Inlet,-133.13858,55.595455,2,08/01/18,WP0006,2,,
Shinaku Inlet,-133.135651,55.595009,2,08/01/18,WP0007,1,,
Shinaku Inlet,-133.142075,55.596603,2,08/01/18,WP0008,1,,
Shinaku Inlet,-133.139832,55.592331,2,08/01/18,WP0009,1,,
Shinaku Inlet,-133.141785,55.590195,2,08/01/18,WP0010,2,,
Shinaku Inlet,-133.146088,55.589573,2,08/01/18,WP0011,2,,
Shinaku Inlet,-133.147369,55.589367,2,08/01/18,WP0012,1,,
Shinaku Inlet,-133.143753,55.591835,2,08/01/18,WP0013,1,,
Shinaku Inlet,-133.149307,55.595577,2,08/01/18,WP0014,1,,
Shinaku Inlet,-133.156479,55.595085,2,08/01/18,WP0015,1,,
Shinaku Inlet,-133.162643,55.594486,2,08/01/18,WP0016,1,,
Shinaku Inlet,-133.159866,55.594025,2,08/01/18,WP0017,1,,
Shinaku Inlet,-133.168564,55.595512,2,08/01/18,WP0018,1,,
Shinaku Inlet,-133.168655,55.588722,2,08/01/18,WP0019,28,,
Shinaku Inlet,-133.167236,55.599583,2,08/01/18,WP0020,1,,
Shinaku Inlet,-133.180191,55.587433,2,08/01/18,WP0021,1,,
Shinaku Inlet,-133.176071,55.585556,2,08/01/18,WP0022,1,,
Shinaku Inlet,-133.156204,55.58297,2,08/01/18,WP0023,2,,
Shinaku Inlet,-133.147659,55.584103,2,08/01/18,WP0024,1,,
Shinaku Inlet,-133.160873,55.580849,2,08/01/18,WP0025,1,,
Shinaku Inlet,-133.159241,55.580154,2,08/01/18,WP0026,3,,
Shinaku Inlet,-133.157852,55.579651,2,08/01/18,WP0027,3,,
Shinaku Inlet,-133.166092,55.577175,2,08/01/18,WP0028,7,,
Shinaku Inlet,-133.172852,55.573849,2,08/01/18,WP0029,1,,
Shinaku Inlet,-133.180191,55.570835,2,08/01/18,WP0030,33,,
Shinaku Inlet,-133.164902,55.568306,2,08/01/18,WP0031,1,,
Shinaku Inlet,-133.176361,55.574371,2,08/01/18,WP0032,2,,
Shinaku Inlet,-133.184097,55.573227,2,08/01/18,WP0034,1,,
Shinaku Inlet,-133.195084,55.577427,2,08/01/18,WP0035,3,,
Soda Bay,-133.025635,55.244736,2,07/29/18,WP0002,1,,
Soda Bay,-132.993164,55.252159,2,07/29/18,WP0003,1,,
Soda Bay,-132.984619,55.257137,2,07/29/18,WP0004,2,,
Soda Bay,-132.981979,55.256115,2,07/29/18,WP0005,3,,
Soda Bay,-132.981552,55.2551,2,07/29/18,WP0006,1,,
Soda Bay,-132.976273,55.258575,2,07/29/18,WP0007,2,,
Soda Bay,-132.970993,55.264893,2,07/29/18,WP0008,4,,
Soda Bay,-132.984161,55.26474,2,07/29/18,WP0009,2,,
Soda Bay,-132.985168,55.271324,2,07/29/18,WP0010,1,,
Soda Bay,-132.982437,55.269993,2,07/29/18,WP0011,1,,
Sukkwan Narrows,-132.842514,55.188785,2,07/26/18,WP0019,0,,
