site,latitude,longitude
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_05,55.862405,-133.190722
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_06,55.739816,-133.312022
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_H_07,55.62082,-133.38664
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
2017_L_01,55.26366,-132.995
